dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2485,0.8391,0.3225,0.09,0.9108,0.6922,0.9402,"[6466, 733, 1033, 1292]",0.8146,0.594,0.5557,0.638,0.4765,0.5557,0.8982
,,,,Asian-Pac-Islander,1.2963,0.9376,-0.0421,-0.0123,0.9871,0.9579,0.9401,,,,,,,,
,,,,Black,0.453,0.8772,0.0962,0.0539,0.9462,0.9068,0.9399,,,,,,,,
,,,,Other,0.1978,0.8285,0.3064,0.0726,0.9287,0.6938,0.9398,,,,,,,,
,,,,White,1.7013,0.9068,-0.0548,-0.0493,0.9512,0.9433,0.9402,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2922,0.8023,0.1414,0.1055,0.8947,0.8603,0.9348,"[6459, 740, 1023, 1302]",0.8149,0.5963,0.56,0.6376,0.4785,0.56,0.8972
,,,,Male,3.4228,0.8023,-0.1414,-0.1055,0.8947,0.8603,0.9348,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,RandomForestClassifier,Amer-Indian-Eskimo,0.6589,0.9339,0.2009,0.0193,0.9848,0.8175,0.9458,"[6507, 692, 1177, 1148]",0.8038,0.5513,0.4938,0.6239,0.4326,0.4938,0.9039
,,,,Asian-Pac-Islander,1.3454,0.934,-0.0363,-0.0279,0.9709,0.9671,0.946,,,,,,,,
,,,,Black,0.5443,0.9079,-0.0062,0.041,0.9596,0.9985,0.9457,,,,,,,,
,,,,Other,0.2899,0.8621,0.2441,0.0517,0.9503,0.7558,0.9457,,,,,,,,
,,,,White,1.4384,0.9384,-0.0047,-0.0287,0.9713,0.997,0.9459,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,XGBClassifier,Amer-Indian-Eskimo,0.4953,0.888,0.0933,0.0622,0.9401,0.8896,0.9594,"[9572, 1218, 1559, 1938]",0.8056,0.5826,0.5542,0.6141,0.4574,0.5542,0.8871
,,,,Asian-Pac-Islander,1.0131,0.9971,0.0305,0.0049,0.9956,0.9749,0.9593,,,,,,,,
,,,,Black,0.5601,0.8986,0.0568,0.0459,0.9547,0.9459,0.9593,,,,,,,,
,,,,Other,0.4887,0.8866,0.255,0.031,0.9637,0.8021,0.9591,,,,,,,,
,,,,White,1.5911,0.9134,-0.0551,-0.0418,0.9586,0.9437,0.9592,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,RandomForestClassifier,Female,1.0891,0.9821,-0.0876,-0.0696,0.9304,0.9124,0.9141,"[6149, 1050, 1406, 919]",0.7421,0.428,0.3953,0.4667,0.2646,0.3953,0.8541
,,,,Male,0.9182,0.9821,0.0876,0.0696,0.9304,0.9124,0.9141,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,XGBClassifier,Female,1.2482,0.9562,-0.1425,-0.0903,0.9096,0.8582,0.9386,"[9448, 1342, 2108, 1389]",0.7585,0.4461,0.3972,0.5086,0.2983,0.3972,0.8756
,,,,Male,0.8012,0.9562,0.1425,0.0903,0.9096,0.8582,0.9386,,,,,,,,
