dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3977,0.8711,0.2641,0.0639,0.938,0.7542,0.9395,"[6466, 733, 1031, 1294]",0.8148,0.5947,0.5566,0.6384,0.4772,0.5566,0.8982
,,,,Asian-Pac-Islander,1.342,0.928,-0.0512,-0.0221,0.9768,0.9483,0.9397,,,,,,,,
,,,,Black,0.4234,0.8701,0.1066,0.0594,0.9407,0.8958,0.9393,,,,,,,,
,,,,Other,0.1977,0.8283,0.0568,0.0877,0.913,0.9433,0.9395,,,,,,,,
,,,,White,1.6931,0.9074,-0.0463,-0.0503,0.9501,0.9522,0.9395,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2891,0.8008,0.1447,0.1058,0.8945,0.8568,0.9342,"[6463, 736, 1016, 1309]",0.816,0.5991,0.563,0.6401,0.482,0.563,0.8978
,,,,Male,3.4593,0.8008,-0.1447,-0.1058,0.8945,0.8568,0.9342,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,RandomForestClassifier,Amer-Indian-Eskimo,0.896,0.979,0.217,-0.0521,0.9532,0.8015,0.9383,"[6463, 736, 1140, 1185]",0.803,0.5582,0.5097,0.6169,0.4362,0.5097,0.8978
,,,,Asian-Pac-Islander,1.4357,0.9133,-0.1105,-0.0215,0.9772,0.8887,0.9381,,,,,,,,
,,,,Black,0.5512,0.9054,-0.028,0.044,0.9554,0.9753,0.9376,,,,,,,,
,,,,Other,0.3475,0.8678,0.2601,0.0429,0.9599,0.7399,0.9378,,,,,,,,
,,,,White,1.3455,0.9462,0.0435,-0.0273,0.9723,0.9564,0.9379,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,XGBClassifier,Amer-Indian-Eskimo,1.1466,0.9719,-0.0046,-0.0866,0.9106,0.9785,0.9601,"[9915, 875, 1629, 1868]",0.8247,0.5987,0.5342,0.681,0.4946,0.5342,0.9189
,,,,Asian-Pac-Islander,1.1344,0.9743,-0.0154,-0.0036,0.9955,0.9778,0.96,,,,,,,,
,,,,Black,0.4767,0.8943,0.0786,0.0445,0.9559,0.9193,0.9594,,,,,,,,
,,,,Other,0.3746,0.8793,0.2353,0.0403,0.9667,0.7505,0.9599,,,,,,,,
,,,,White,1.5808,0.9256,-0.0471,-0.0271,0.9732,0.9522,0.9595,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,RandomForestClassifier,Female,0.3555,0.8691,-0.0636,0.1179,0.8821,0.9352,0.9274,"[6424, 775, 1575, 750]",0.7533,0.3896,0.3226,0.4918,0.2518,0.3226,0.8923
,,,,Male,2.813,0.8691,0.0636,-0.1179,0.8821,0.9352,0.9274,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,XGBClassifier,Female,0.6484,0.9403,-0.2733,0.069,0.9311,0.7258,0.9451,"[9819, 971, 2325, 1172]",0.7693,0.4156,0.3351,0.5469,0.2952,0.3351,0.91
,,,,Male,1.5422,0.9403,0.2733,-0.069,0.9311,0.7258,0.9451,,,,,,,,
