dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3933,0.8687,0.3278,0.0528,0.95,0.687,0.9399,"[6453, 746, 1021, 1304]",0.8145,0.5961,0.5609,0.6361,0.4779,0.5609,0.8964
,,,,Asian-Pac-Islander,1.2799,0.9403,-0.0268,-0.0153,0.9838,0.9738,0.9402,,,,,,,,
,,,,Black,0.4808,0.8824,0.0446,0.0534,0.947,0.9512,0.9399,,,,,,,,
,,,,Other,0.1955,0.8259,0.3113,0.0743,0.9269,0.6886,0.9398,,,,,,,,
,,,,White,1.6221,0.9126,-0.0414,-0.0446,0.9552,0.9573,0.9402,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2823,0.7971,0.1556,0.1084,0.8917,0.8453,0.9351,"[6451, 748, 1014, 1311]",0.815,0.5981,0.5639,0.6367,0.48,0.5639,0.8961
,,,,Male,3.5426,0.7971,-0.1556,-0.1084,0.8917,0.8453,0.9351,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,RandomForestClassifier,Amer-Indian-Eskimo,1.1421,0.9722,0.1446,-0.0945,0.9086,0.8774,0.9438,"[6488, 711, 1170, 1155]",0.8025,0.5512,0.4968,0.619,0.4308,0.4968,0.9012
,,,,Asian-Pac-Islander,0.8385,0.9682,0.1574,0.0187,0.9803,0.8398,0.944,,,,,,,,
,,,,Black,0.5256,0.9026,-0.0318,0.0505,0.9497,0.9717,0.9431,,,,,,,,
,,,,Other,0.2147,0.8453,0.2473,0.0694,0.9318,0.7528,0.9437,,,,,,,,
,,,,White,1.6592,0.9174,-0.0743,-0.039,0.961,0.9246,0.9434,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,XGBClassifier,Amer-Indian-Eskimo,1.1959,0.9622,-0.0745,-0.0871,0.9189,0.8743,0.9646,"[9922, 868, 1603, 1894]",0.827,0.6052,0.5416,0.6857,0.5021,0.5416,0.9196
,,,,Asian-Pac-Islander,0.802,0.9615,0.1315,0.0201,0.9781,0.8641,0.9645,,,,,,,,
,,,,Black,0.4735,0.8929,0.1118,0.0396,0.9605,0.8877,0.9642,,,,,,,,
,,,,Other,0.3097,0.8658,0.3431,0.0398,0.9576,0.6714,0.9642,,,,,,,,
,,,,White,1.786,0.9093,-0.1234,-0.0302,0.9697,0.8763,0.9642,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,RandomForestClassifier,Female,0.3962,0.8816,-0.0952,0.1066,0.8936,0.9049,0.9291,"[6454, 745, 1573, 752]",0.7566,0.3935,0.3234,0.5023,0.2596,0.3234,0.8965
,,,,Male,2.5238,0.8816,0.0952,-0.1066,0.8936,0.9049,0.9291,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,XGBClassifier,Female,0.5426,0.9178,-0.2085,0.083,0.917,0.7922,0.9447,"[9811, 979, 2301, 1196]",0.7704,0.4217,0.342,0.5499,0.3007,0.342,0.9093
,,,,Male,1.8431,0.9178,0.2085,-0.083,0.917,0.7922,0.9447,,,,,,,,
