dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2984,0.85,0.378,0.065,0.9371,0.6331,0.9381,"[6459, 740, 1042, 1283]",0.8129,0.5902,0.5518,0.6342,0.4716,0.5518,0.8972
,,,,Asian-Pac-Islander,1.2975,0.9374,-0.0362,-0.0162,0.9829,0.9644,0.9383,,,,,,,,
,,,,Black,0.4483,0.8762,0.0547,0.0604,0.9396,0.9407,0.9382,,,,,,,,
,,,,Other,0.2637,0.8428,0.3023,0.0585,0.9436,0.6977,0.938,,,,,,,,
,,,,White,1.6894,0.9079,-0.0456,-0.0504,0.95,0.9525,0.9384,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.3025,0.8061,0.1333,0.1029,0.897,0.8683,0.9342,"[6451, 748, 1032, 1293]",0.8131,0.5923,0.5561,0.6335,0.4734,0.5561,0.8961
,,,,Male,3.3056,0.8061,-0.1333,-0.1029,0.897,0.8683,0.9342,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,RandomForestClassifier,Amer-Indian-Eskimo,0.7081,0.943,0.2084,0.0061,0.9987,0.8101,0.9522,"[6509, 690, 1160, 1165]",0.8058,0.5574,0.5011,0.628,0.4395,0.5011,0.9042
,,,,Asian-Pac-Islander,1.0108,0.9979,0.1015,0.0011,0.9986,0.8986,0.9519,,,,,,,,
,,,,Black,0.523,0.9026,0.0015,0.0446,0.9558,0.9938,0.9517,,,,,,,,
,,,,Other,0.2159,0.8464,0.2514,0.0665,0.9348,0.7485,0.9519,,,,,,,,
,,,,White,1.648,0.9188,-0.0694,-0.0374,0.9623,0.9296,0.9519,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,XGBClassifier,Amer-Indian-Eskimo,0.4908,0.886,0.0917,0.0526,0.9458,0.8914,0.9638,"[9537, 1253, 1565, 1932]",0.8028,0.5783,0.5525,0.6066,0.4507,0.5525,0.8839
,,,,Asian-Pac-Islander,0.9879,0.9973,0.1046,-0.0158,0.9841,0.8971,0.9638,,,,,,,,
,,,,Black,0.5546,0.8963,0.1061,0.0401,0.9596,0.8942,0.9637,,,,,,,,
,,,,Other,0.4302,0.8723,0.2533,0.0481,0.9507,0.7322,0.9638,,,,,,,,
,,,,White,1.6244,0.9094,-0.1205,-0.0336,0.9659,0.8813,0.9638,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,RandomForestClassifier,Female,1.124,0.9757,-0.0933,-0.0768,0.9231,0.9064,0.9242,"[6171, 1028, 1411, 914]",0.7439,0.4284,0.3931,0.4706,0.2669,0.3931,0.8572
,,,,Male,0.8896,0.9757,0.0933,0.0768,0.9231,0.9064,0.9242,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,XGBClassifier,Female,1.1331,0.9744,-0.0956,-0.0838,0.9161,0.9052,0.9448,"[9429, 1361, 1989, 1508]",0.7655,0.4738,0.4312,0.5256,0.3274,0.4312,0.8739
,,,,Male,0.8825,0.9744,0.0956,0.0838,0.9161,0.9052,0.9448,,,,,,,,
