dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3958,0.8701,0.2686,0.0639,0.938,0.7499,0.9397,"[6466, 733, 1021, 1304]",0.8158,0.5979,0.5609,0.6402,0.4809,0.5609,0.8982
,,,,Asian-Pac-Islander,1.3666,0.9225,-0.067,-0.0221,0.9768,0.9317,0.9398,,,,,,,,
,,,,Black,0.4405,0.8735,0.0923,0.058,0.942,0.9113,0.9396,,,,,,,,
,,,,Other,0.2619,0.8413,0.3113,0.0574,0.9446,0.6886,0.9396,,,,,,,,
,,,,White,1.6463,0.911,-0.0367,-0.0465,0.9532,0.9623,0.9397,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2948,0.8017,0.1542,0.1033,0.8965,0.8468,0.9336,"[6449, 750, 1017, 1308]",0.8145,0.5969,0.5626,0.6356,0.4784,0.5626,0.8958
,,,,Male,3.392,0.8017,-0.1542,-0.1033,0.8965,0.8468,0.9336,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,RandomForestClassifier,Amer-Indian-Eskimo,0.7158,0.9451,0.0834,0.044,0.961,0.9353,0.9332,"[6240, 959, 1449, 876]",0.7472,0.4212,0.3768,0.4774,0.2653,0.3768,0.8668
,,,,Asian-Pac-Islander,1.0728,0.986,0.022,0.0005,0.9989,0.9757,0.9327,,,,,,,,
,,,,Black,0.6956,0.9396,-0.0051,0.03,0.9705,0.9956,0.9323,,,,,,,,
,,,,Other,0.3638,0.8769,0.1271,0.0742,0.9287,0.873,0.9329,,,,,,,,
,,,,White,1.3371,0.9496,-0.0168,-0.0297,0.9706,0.9832,0.9323,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,XGBClassifier,Amer-Indian-Eskimo,0.5584,0.9131,-0.1613,0.1118,0.8905,0.8001,0.9402,"[9042, 1748, 2444, 1053]",0.7066,0.3344,0.3011,0.3759,0.1507,0.3011,0.838
,,,,Asian-Pac-Islander,1.0204,0.996,-0.004,0.0025,0.9958,0.9932,0.9402,,,,,,,,
,,,,Black,0.9035,0.9809,0.0538,-0.0068,0.9934,0.9447,0.9397,,,,,,,,
,,,,Other,1.1691,0.9669,0.0011,-0.0578,0.9402,0.9845,0.9398,,,,,,,,
,,,,White,1.0907,0.9835,-0.0176,-0.0001,0.9998,0.9826,0.94,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,RandomForestClassifier,Female,0.3629,0.8727,-0.0776,0.1114,0.8886,0.923,0.9366,"[6468, 731, 1551, 774]",0.7604,0.4042,0.3329,0.5143,0.2725,0.3329,0.8985
,,,,Male,2.7559,0.8727,0.0776,-0.1114,0.8886,0.923,0.9366,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,XGBClassifier,Female,0.5777,0.9261,-0.2255,0.0738,0.9262,0.774,0.9525,"[9857, 933, 2281, 1216]",0.775,0.4307,0.3477,0.5658,0.3142,0.3477,0.9135
,,,,Male,1.731,0.9261,0.2255,-0.0738,0.9262,0.774,0.9525,,,,,,,,
