dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2477,0.8384,0.2682,0.1023,0.8977,0.7504,0.9413,"[6470, 729, 1022, 1303]",0.8161,0.5981,0.5604,0.6412,0.4815,0.5604,0.8987
,,,,Asian-Pac-Islander,1.3389,0.9285,-0.0474,-0.0226,0.9762,0.9523,0.9411,,,,,,,,
,,,,Black,0.4223,0.8695,0.1014,0.06,0.94,0.9018,0.9411,,,,,,,,
,,,,Other,0.1972,0.8278,0.3109,0.0719,0.9293,0.689,0.941,,,,,,,,
,,,,White,1.7278,0.9043,-0.0504,-0.0526,0.9477,0.948,0.9414,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2934,0.8042,0.1337,0.1058,0.8944,0.8679,0.9341,"[6460, 739, 1038, 1287]",0.8134,0.5916,0.5535,0.6352,0.4733,0.5535,0.8973
,,,,Male,3.4084,0.8042,-0.1337,-0.1058,0.8944,0.8679,0.9341,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,RandomForestClassifier,Amer-Indian-Eskimo,0.7543,0.9515,0.2117,-0.0052,0.9893,0.8067,0.9432,"[6497, 702, 1152, 1173]",0.8053,0.5586,0.5045,0.6256,0.4397,0.5045,0.9025
,,,,Asian-Pac-Islander,1.4387,0.9148,-0.0956,-0.0264,0.9723,0.9044,0.943,,,,,,,,
,,,,Black,0.5335,0.9038,-0.0046,0.044,0.9566,0.9997,0.943,,,,,,,,
,,,,Other,0.2845,0.8584,0.2551,0.0532,0.9489,0.745,0.943,,,,,,,,
,,,,White,1.4001,0.9413,0.0254,-0.0295,0.9707,0.9753,0.9431,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,XGBClassifier,Amer-Indian-Eskimo,0.5774,0.9115,0.081,0.0368,0.9616,0.9576,0.962,"[9706, 1084, 1601, 1896]",0.8121,0.5855,0.5422,0.6362,0.4674,0.5422,0.8995
,,,,Asian-Pac-Islander,0.9909,0.9981,0.0309,0.0116,0.988,0.9696,0.9619,,,,,,,,
,,,,Black,0.5955,0.9123,0.0953,0.0224,0.9782,0.905,0.9621,,,,,,,,
,,,,Other,0.3448,0.8626,0.2431,0.0598,0.9471,0.7425,0.9617,,,,,,,,
,,,,White,1.5425,0.9228,-0.0802,-0.0251,0.9747,0.9196,0.9619,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,RandomForestClassifier,Female,0.3841,0.8794,-0.0697,0.1061,0.894,0.9287,0.9369,"[6456, 743, 1581, 744]",0.756,0.3903,0.32,0.5003,0.2566,0.32,0.8968
,,,,Male,2.6037,0.8794,0.0697,-0.1061,0.894,0.9287,0.9369,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,XGBClassifier,Female,0.5028,0.8917,-0.1752,0.1006,0.8993,0.8257,0.9447,"[9591, 1199, 2100, 1397]",0.7691,0.4586,0.3995,0.5381,0.3215,0.3995,0.8889
,,,,Male,1.989,0.8917,0.1752,-0.1006,0.8993,0.8257,0.9447,,,,,,,,
