dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2958,0.8481,0.3862,0.0648,0.9372,0.6249,0.9377,"[6460, 739, 1023, 1302]",0.815,0.5964,0.56,0.6379,0.4788,0.56,0.8973
,,,,Asian-Pac-Islander,1.301,0.9361,-0.0478,-0.0114,0.9879,0.9519,0.9377,,,,,,,,
,,,,Black,0.454,0.8765,0.0914,0.055,0.9453,0.9122,0.9382,,,,,,,,
,,,,Other,0.327,0.8551,0.0601,0.0584,0.9437,0.9399,0.9375,,,,,,,,
,,,,White,1.6691,0.9088,-0.0499,-0.0465,0.9533,0.9484,0.9384,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.3039,0.806,0.1333,0.1024,0.8976,0.8682,0.9357,"[6451, 748, 1025, 1300]",0.8138,0.5946,0.5591,0.6348,0.476,0.5591,0.8961
,,,,Male,3.2904,0.806,-0.1333,-0.1024,0.8976,0.8682,0.9357,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,RandomForestClassifier,Amer-Indian-Eskimo,0.9716,0.9944,0.208,-0.0685,0.936,0.8106,0.9367,"[6487, 712, 1161, 1164]",0.8033,0.5542,0.5006,0.6205,0.4339,0.5006,0.9011
,,,,Asian-Pac-Islander,1.3527,0.9313,-0.0596,-0.0202,0.9789,0.9426,0.9365,,,,,,,,
,,,,Black,0.5276,0.9025,0.0106,0.0441,0.9565,0.9843,0.9361,,,,,,,,
,,,,Other,0.4274,0.8868,0.251,0.0244,0.979,0.7489,0.9363,,,,,,,,
,,,,White,1.4008,0.9412,0.0012,-0.0252,0.9752,0.9993,0.9368,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,XGBClassifier,Amer-Indian-Eskimo,1.1599,0.9697,-0.0881,-0.0743,0.9276,0.9164,0.9611,"[9925, 865, 1651, 1846]",0.8239,0.5947,0.5279,0.6809,0.4909,0.5279,0.9198
,,,,Asian-Pac-Islander,1.0924,0.9825,0.0035,0.0003,0.9979,0.9979,0.9609,,,,,,,,
,,,,Black,0.4825,0.8967,0.0717,0.0434,0.957,0.926,0.9605,,,,,,,,
,,,,Other,0.4421,0.8936,0.2287,0.0255,0.9773,0.7568,0.9608,,,,,,,,
,,,,White,1.5889,0.9258,-0.0452,-0.0271,0.9729,0.9524,0.9606,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,RandomForestClassifier,Female,0.3857,0.8686,-0.0849,0.116,0.884,0.9143,0.9336,"[6391, 808, 1506, 819]",0.757,0.4145,0.3523,0.5034,0.2739,0.3523,0.8878
,,,,Male,2.5927,0.8686,0.0849,-0.116,0.884,0.9143,0.9336,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,XGBClassifier,Female,0.5961,0.9256,-0.2513,0.0809,0.9191,0.749,0.9494,"[9740, 1050, 2269, 1228]",0.7677,0.4253,0.3512,0.5391,0.2981,0.3512,0.9027
,,,,Male,1.6776,0.9256,0.2513,-0.0809,0.9191,0.749,0.9494,,,,,,,,
