dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2508,0.8411,0.3192,0.0884,0.9123,0.6956,0.9402,"[6477, 722, 1041, 1284]",0.8149,0.5929,0.5523,0.6401,0.4761,0.5523,0.8997
,,,,Asian-Pac-Islander,1.3407,0.929,-0.0559,-0.0187,0.9803,0.9438,0.9404,,,,,,,,
,,,,Black,0.4331,0.8737,0.0833,0.0589,0.941,0.9203,0.94,,,,,,,,
,,,,Other,0.1997,0.8305,0.3027,0.071,0.9303,0.6972,0.94,,,,,,,,
,,,,White,1.7034,0.9075,-0.0413,-0.0515,0.9488,0.957,0.9406,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.3018,0.8082,0.1333,0.1,0.9003,0.8683,0.936,"[6476, 723, 1032, 1293]",0.8157,0.5957,0.5561,0.6414,0.4792,0.5561,0.8996
,,,,Male,3.3136,0.8082,-0.1333,-0.1,0.9003,0.8683,0.936,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,RandomForestClassifier,Amer-Indian-Eskimo,0.7994,0.9653,0.1547,-0.006,0.989,0.8638,0.9405,"[6596, 603, 1284, 1041]",0.8019,0.5246,0.4477,0.6332,0.4137,0.4477,0.9162
,,,,Asian-Pac-Islander,1.4152,0.9292,-0.0746,-0.0211,0.9787,0.9295,0.9406,,,,,,,,
,,,,Black,0.5218,0.9135,0.0214,0.0363,0.9639,0.98,0.9399,,,,,,,,
,,,,Other,0.4062,0.8971,-0.0523,0.0393,0.9628,0.9477,0.9404,,,,,,,,
,,,,White,1.407,0.9479,0.0131,-0.024,0.9758,0.9867,0.94,,,,,,,,
Adult Income,race,PermutationGeneticAlgorithm,XGBClassifier,Amer-Indian-Eskimo,0.6042,0.9208,-0.0728,0.0623,0.94,0.9101,0.9423,"[9571, 1219, 1867, 1630]",0.784,0.5137,0.4661,0.5721,0.38,0.4661,0.887
,,,,Asian-Pac-Islander,1.2858,0.9435,-0.0351,-0.0479,0.9538,0.9605,0.942,,,,,,,,
,,,,Black,0.7176,0.9421,0.0747,0.0039,0.9957,0.9256,0.9418,,,,,,,,
,,,,Other,0.5415,0.9082,0.1664,0.0312,0.9636,0.8905,0.942,,,,,,,,
,,,,White,1.2379,0.9606,-0.0255,-0.0009,0.9991,0.9731,0.9414,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,RandomForestClassifier,Female,1.0921,0.9814,-0.0984,-0.0709,0.929,0.9005,0.9254,"[6155, 1044, 1388, 937]",0.7446,0.4352,0.403,0.473,0.273,0.403,0.855
,,,,Male,0.9156,0.9814,0.0984,0.0709,0.929,0.9005,0.9254,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,XGBClassifier,Female,1.1471,0.9724,-0.1012,-0.0807,0.9192,0.8989,0.9465,"[9418, 1372, 2056, 1441]",0.7601,0.4567,0.4121,0.5123,0.3081,0.4121,0.8728
,,,,Male,0.8717,0.9724,0.1012,0.0807,0.9192,0.8989,0.9465,,,,,,,,
