dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3475,0.8601,0.3866,0.0502,0.9526,0.6245,0.9405,"[6472, 727, 1022, 1303]",0.8164,0.5984,0.5604,0.6419,0.4819,0.5604,0.899
,,,,Asian-Pac-Islander,1.3876,0.9184,-0.0674,-0.0278,0.9708,0.9312,0.9407,,,,,,,,
,,,,Black,0.4181,0.8686,0.1014,0.061,0.9388,0.9018,0.9407,,,,,,,,
,,,,Other,0.1974,0.828,0.3109,0.0717,0.9296,0.689,0.9405,,,,,,,,
,,,,White,1.6858,0.9079,-0.0504,-0.0484,0.9522,0.948,0.9407,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2901,0.8047,0.1413,0.1028,0.8973,0.8598,0.9365,"[6478, 721, 1036, 1289]",0.8155,0.5947,0.5544,0.6413,0.4782,0.5544,0.8998
,,,,Male,3.4474,0.8047,-0.1413,-0.1028,0.8973,0.8598,0.9365,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.7902,0.9661,0.1626,-0.0107,0.985,0.856,0.9513,"[6722, 477, 1266, 1059]",0.817,0.5486,0.4555,0.6895,0.4546,0.4555,0.9337
,,,,Asian-Pac-Islander,1.689,0.8912,-0.1268,-0.0488,0.9505,0.8743,0.9516,,,,,,,,
,,,,Black,0.47,0.9099,0.0105,0.0391,0.9614,0.9917,0.9513,,,,,,,,
,,,,Other,0.2608,0.8801,-0.0445,0.0518,0.9489,0.9554,0.9512,,,,,,,,
,,,,White,1.3873,0.9531,0.0469,-0.0208,0.979,0.9557,0.9516,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.5818,0.921,0.065,0.0148,0.9836,0.9181,0.9599,"[9940, 850, 1658, 1839]",0.8245,0.5946,0.5259,0.6839,0.4918,0.5259,0.9212
,,,,Asian-Pac-Islander,1.065,0.9878,0.0266,-0.0012,0.9965,0.9777,0.9598,,,,,,,,
,,,,Black,0.4309,0.8868,0.1375,0.0446,0.9556,0.8627,0.9594,,,,,,,,
,,,,Other,0.5101,0.9074,0.1263,0.0379,0.969,0.9023,0.9595,,,,,,,,
,,,,White,1.7961,0.911,-0.0961,-0.0354,0.9647,0.9039,0.9592,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.5888,0.9108,0.2703,0.0275,0.9767,0.7482,0.9472,"[6449, 750, 1017, 1308]",0.8145,0.5969,0.5626,0.6356,0.4784,0.5626,0.8958
