dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2502,0.8406,0.3204,0.0887,0.912,0.6943,0.9393,"[6475, 724, 1038, 1287]",0.815,0.5936,0.5535,0.64,0.4768,0.5535,0.8994
,,,,Asian-Pac-Islander,1.3056,0.9361,-0.0446,-0.0135,0.9858,0.9557,0.9395,,,,,,,,
,,,,Black,0.4322,0.8732,0.1036,0.0565,0.9434,0.899,0.9395,,,,,,,,
,,,,Other,0.2653,0.8441,0.304,0.0562,0.9458,0.6959,0.9392,,,,,,,,
,,,,White,1.7187,0.906,-0.0573,-0.0498,0.9505,0.9407,0.9397,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2984,0.806,0.1361,0.1025,0.8976,0.8653,0.9346,"[6464, 735, 1033, 1292]",0.8144,0.5938,0.5557,0.6374,0.476,0.5557,0.8979
,,,,Male,3.3515,0.806,-0.1361,-0.1025,0.8976,0.8653,0.9346,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.7791,0.9638,0.1646,-0.0085,0.9874,0.8539,0.9494,"[6705, 494, 1261, 1064]",0.8157,0.548,0.4576,0.6829,0.4518,0.4576,0.9314
,,,,Asian-Pac-Islander,1.6009,0.9035,-0.0841,-0.0514,0.9478,0.9188,0.9494,,,,,,,,
,,,,Black,0.4378,0.9028,0.0413,0.0416,0.9587,0.9595,0.9493,,,,,,,,
,,,,Other,0.1713,0.8636,0.2079,0.0542,0.9465,0.792,0.9491,,,,,,,,
,,,,White,1.4755,0.9447,0.0022,-0.0227,0.9772,0.9976,0.9496,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.5818,0.921,0.065,0.0148,0.9836,0.9181,0.9599,"[9940, 850, 1658, 1839]",0.8245,0.5946,0.5259,0.6839,0.4918,0.5259,0.9212
