dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2939,0.8467,0.3295,0.0789,0.9224,0.6853,0.9389,"[6452, 747, 1017, 1308]",0.8148,0.5973,0.5626,0.6365,0.4791,0.5626,0.8962
,,,,Asian-Pac-Islander,1.3232,0.931,-0.0653,-0.0103,0.9891,0.9334,0.9391,,,,,,,,
,,,,Black,0.4605,0.8772,0.1035,0.0522,0.9482,0.8996,0.9388,,,,,,,,
,,,,Other,0.1949,0.8253,0.313,0.0745,0.9268,0.6869,0.9389,,,,,,,,
,,,,White,1.6623,0.9088,-0.0484,-0.0469,0.9529,0.9506,0.9389,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2952,0.8037,0.139,0.1036,0.8965,0.8628,0.9369,"[6464, 735, 1021, 1304]",0.8156,0.5976,0.5609,0.6395,0.4804,0.5609,0.8979
,,,,Male,3.3881,0.8037,-0.139,-0.1036,0.8965,0.8628,0.9369,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.7868,0.9654,0.163,-0.0101,0.9857,0.8556,0.9496,"[6717, 482, 1265, 1060]",0.8166,0.5482,0.4559,0.6874,0.4536,0.4559,0.933
,,,,Asian-Pac-Islander,1.6826,0.8918,-0.1063,-0.0579,0.9409,0.8959,0.9497,,,,,,,,
,,,,Black,0.4108,0.8989,0.0681,0.0424,0.9578,0.9315,0.9496,,,,,,,,
,,,,Other,0.1731,0.8653,0.2063,0.0525,0.9482,0.7937,0.9495,,,,,,,,
,,,,White,1.4778,0.9451,-0.0007,-0.0216,0.9782,0.9994,0.9498,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.5818,0.921,0.065,0.0148,0.9836,0.9181,0.9599,"[9940, 850, 1658, 1839]",0.8245,0.5946,0.5259,0.6839,0.4918,0.5259,0.9212
,,,,Asian-Pac-Islander,1.065,0.9878,0.0266,-0.0012,0.9965,0.9777,0.9598,,,,,,,,
,,,,Black,0.4309,0.8868,0.1375,0.0446,0.9556,0.8627,0.9594,,,,,,,,
,,,,Other,0.5101,0.9074,0.1263,0.0379,0.969,0.9023,0.9595,,,,,,,,
,,,,White,1.7961,0.911,-0.0961,-0.0354,0.9647,0.9039,0.9592,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.4894,0.889,0.3328,0.027,0.9772,0.6822,0.9488,"[6453, 746, 1010, 1315]",0.8156,0.5996,0.5656,0.638,0.4819,0.5656,0.8964
,,,,Asian-Pac-Islander,1.3807,0.9186,-0.0519,-0.0348,0.9633,0.9471,0.9489,,,,,,,,
,,,,Black,0.4732,0.8799,0.0403,0.056,0.9442,0.9562,0.949,,,,,,,,
,,,,Other,0.3238,0.853,0.3163,0.0443,0.9585,0.6839,0.9487,,,,,,,,
