dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3997,0.8722,0.2604,0.0638,0.9382,0.7581,0.9396,"[6467, 732, 1040, 1285]",0.8139,0.5919,0.5527,0.6371,0.4742,0.5527,0.8983
,,,,Asian-Pac-Islander,1.3644,0.9237,-0.0756,-0.0174,0.9818,0.9231,0.9398,,,,,,,,
,,,,Black,0.4789,0.8838,0.0556,0.0512,0.9492,0.9398,0.9393,,,,,,,,
,,,,Other,0.2644,0.8434,0.3031,0.0573,0.9447,0.6968,0.9396,,,,,,,,
,,,,White,1.5673,0.9191,-0.0182,-0.0424,0.9575,0.9812,0.9396,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2911,0.8013,0.1381,0.1064,0.8938,0.8637,0.9367,"[6460, 739, 1016, 1309]",0.8157,0.5987,0.563,0.6392,0.4813,0.563,0.8973
,,,,Male,3.435,0.8013,-0.1381,-0.1064,0.8938,0.8637,0.9367,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.9105,0.9864,0.1374,-0.0283,0.9667,0.8811,0.9492,"[6755, 444, 1324, 1001]",0.8144,0.531,0.4305,0.6927,0.4417,0.4305,0.9383
,,,,Asian-Pac-Islander,1.5322,0.9206,-0.0525,-0.0439,0.9559,0.9433,0.9493,,,,,,,,
,,,,Black,0.4535,0.9125,0.0225,0.0365,0.9637,0.978,0.9489,,,,,,,,
,,,,Other,0.0923,0.8614,0.1809,0.0622,0.9378,0.8192,0.949,,,,,,,,
,,,,White,1.4731,0.9489,0.0038,-0.0194,0.9803,0.9973,0.9494,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.5818,0.921,0.065,0.0148,0.9836,0.9181,0.9599,"[9940, 850, 1658, 1839]",0.8245,0.5946,0.5259,0.6839,0.4918,0.5259,0.9212
