dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
,,,,Asian-Pac-Islander,1.5044,0.8957,-0.1275,-0.0288,0.9698,0.8686,0.9405,,,,,,,,
,,,,Black,0.5029,0.8903,0.0439,0.0454,0.9552,0.9516,0.9399,,,,,,,,
,,,,Other,0.4675,0.8877,0.3015,0.0105,0.9937,0.6985,0.9401,,,,,,,,
,,,,White,1.4015,0.9372,0.0212,-0.0295,0.9708,0.9774,0.9404,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.8742,0.9747,-0.0392,-0.0237,0.9807,0.9093,0.9616,"[9936, 854, 1481, 2016]",0.8366,0.6333,0.5765,0.7024,0.5337,0.5765,0.9209
,,,,Asian-Pac-Islander,1.1174,0.9765,0.0159,-0.0152,0.9867,0.9872,0.9615,,,,,,,,
,,,,Black,0.4342,0.88,0.1654,0.041,0.959,0.8391,0.9613,,,,,,,,
,,,,Other,0.4779,0.8947,0.1771,0.0246,0.9783,0.8515,0.9612,,,,,,,,
,,,,White,1.6921,0.9128,-0.0988,-0.0277,0.9727,0.9021,0.9613,,,,,,,,
Adult Income,sex,Reweighing,RandomForestClassifier,Female,0.4311,0.8798,-0.006,0.0478,0.9522,0.9935,0.9414,"[6671, 528, 1217, 1108]",0.8168,0.5595,0.4766,0.6773,0.4592,0.4766,0.9267
,,,,Male,2.3194,0.8798,0.006,-0.0478,0.9522,0.9935,0.9414,,,,,,,,
Adult Income,sex,Reweighing,XGBClassifier,Female,0.429,0.8435,0.0445,0.068,0.932,0.9557,0.9553,"[9745, 1045, 1370, 2127]",0.831,0.6379,0.6082,0.6706,0.529,0.6082,0.9032
,,,,Male,2.3308,0.8435,-0.0445,-0.068,0.932,0.9557,0.9553,,,,,,,,
Adult Income,sex,Reweighing,RandomForestClassifier,Female,0.3415,0.8309,0.0785,0.0854,0.9146,0.9213,0.9352,"[6518, 681, 1089, 1236]",0.8142,0.5827,0.5316,0.6448,0.4682,0.5316,0.9054
,,,,Male,2.9282,0.8309,-0.0785,-0.0854,0.9146,0.9213,0.9352,,,,,,,,
Adult Income,sex,Reweighing,XGBClassifier,Female,0.608,0.9131,-0.0943,0.0166,0.9832,0.9067,0.9566,"[9955, 835, 1578, 1919]",0.8311,0.614,0.5488,0.6968,0.5138,0.5488,0.9226
,,,,Male,1.6447,0.9131,0.0943,-0.0166,0.9832,0.9067,0.9566,,,,,,,,
