dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2463,0.8372,0.3258,0.0915,0.9092,0.6892,0.9398,"[6455, 744, 1026, 1299]",0.8142,0.5948,0.5587,0.6358,0.4765,0.5587,0.8967
,,,,Asian-Pac-Islander,1.3307,0.9298,-0.0591,-0.0156,0.9835,0.94,0.9398,,,,,,,,
,,,,Black,0.4107,0.866,0.1186,0.0624,0.9376,0.8836,0.9392,,,,,,,,
,,,,Other,0.3923,0.8691,0.0589,0.044,0.9588,0.9412,0.9394,,,,,,,,
,,,,White,1.7277,0.9038,-0.0533,-0.0531,0.9472,0.9449,0.9396,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2841,0.8004,0.1475,0.1061,0.8938,0.8538,0.9365,"[6468, 731, 1024, 1301]",0.8157,0.5972,0.5596,0.6403,0.4803,0.5596,0.8985
,,,,Male,3.5202,0.8004,-0.1475,-0.1061,0.8938,0.8538,0.9365,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.9057,0.9856,0.142,-0.0287,0.9663,0.8764,0.9493,"[6758, 441, 1313, 1012]",0.8158,0.5357,0.4353,0.6965,0.4468,0.4353,0.9387
,,,,Asian-Pac-Islander,1.5895,0.9117,-0.0678,-0.0443,0.9555,0.9271,0.9494,,,,,,,,
,,,,Black,0.4509,0.9116,0.0367,0.0348,0.9657,0.9631,0.9492,,,,,,,,
,,,,Other,0.0918,0.8605,0.1858,0.0618,0.9382,0.8144,0.949,,,,,,,,
,,,,White,1.4527,0.9502,0.0031,-0.0178,0.9818,0.9975,0.9495,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.5818,0.921,0.065,0.0148,0.9836,0.9181,0.9599,"[9940, 850, 1658, 1839]",0.8245,0.5946,0.5259,0.6839,0.4918,0.5259,0.9212
,,,,Asian-Pac-Islander,1.065,0.9878,0.0266,-0.0012,0.9965,0.9777,0.9598,,,,,,,,
,,,,Black,0.4309,0.8868,0.1375,0.0446,0.9556,0.8627,0.9594,,,,,,,,
,,,,Other,0.5101,0.9074,0.1263,0.0379,0.969,0.9023,0.9595,,,,,,,,
,,,,White,1.7961,0.911,-0.0961,-0.0354,0.9647,0.9039,0.9592,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.6104,0.9185,0.2591,0.0208,0.9834,0.7594,0.9475,"[6497, 702, 1043, 1282]",0.8168,0.595,0.5514,0.6462,0.4801,0.5514,0.9025
,,,,Asian-Pac-Islander,1.3401,0.9299,-0.0468,-0.0216,0.9775,0.9534,0.9476,,,,,,,,
,,,,Black,0.4575,0.8807,0.0638,0.0531,0.9469,0.9312,0.9475,,,,,,,,
,,,,Other,0.3364,0.8611,0.0515,0.0532,0.9489,0.9485,0.9473,,,,,,,,
,,,,White,1.5823,0.919,-0.031,-0.0393,0.9603,0.9678,0.9477,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.6273,0.9151,0.0746,0.0253,0.9782,0.9425,0.9648,"[9690, 1100, 1354, 2143]",0.8282,0.6359,0.6128,0.6608,0.5244,0.6128,0.8981
