dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.1985,0.828,0.3225,0.1035,0.8966,0.6922,0.9389,"[6462, 737, 1033, 1292]",0.8142,0.5935,0.5557,0.6368,0.4756,0.5557,0.8976
,,,,Asian-Pac-Islander,1.2938,0.938,-0.0319,-0.0166,0.9825,0.9685,0.9389,,,,,,,,
,,,,Black,0.4328,0.8722,0.0867,0.06,0.9401,0.9167,0.9388,,,,,,,,
,,,,Other,0.263,0.8422,0.3064,0.0581,0.944,0.6938,0.9388,,,,,,,,
,,,,White,1.7347,0.9039,-0.0548,-0.0528,0.9474,0.9433,0.939,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2999,0.8051,0.1238,0.1048,0.8955,0.8752,0.9353,"[6457, 742, 1025, 1300]",0.8145,0.5954,0.5591,0.6366,0.4774,0.5591,0.8969
,,,,Male,3.3341,0.8051,-0.1238,-0.1048,0.8955,0.8752,0.9353,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.8255,0.973,0.1432,-0.0139,0.9819,0.8751,0.9508,"[6744, 455, 1310, 1015]",0.8147,0.5349,0.4366,0.6905,0.4439,0.4366,0.9368
,,,,Asian-Pac-Islander,1.7015,0.894,-0.1163,-0.0519,0.9473,0.8862,0.9509,,,,,,,,
,,,,Black,0.4256,0.9062,0.0575,0.0383,0.962,0.9418,0.9504,,,,,,,,
,,,,Other,0.2727,0.8872,0.187,0.0336,0.9677,0.8131,0.9507,,,,,,,,
,,,,White,1.4309,0.9514,0.0112,-0.0183,0.9816,0.9891,0.9506,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.5818,0.921,0.065,0.0148,0.9836,0.9181,0.9599,"[9940, 850, 1658, 1839]",0.8245,0.5946,0.5259,0.6839,0.4918,0.5259,0.9212
,,,,Asian-Pac-Islander,1.065,0.9878,0.0266,-0.0012,0.9965,0.9777,0.9598,,,,,,,,
,,,,Black,0.4309,0.8868,0.1375,0.0446,0.9556,0.8627,0.9594,,,,,,,,
,,,,Other,0.5101,0.9074,0.1263,0.0379,0.969,0.9023,0.9595,,,,,,,,
,,,,White,1.7961,0.911,-0.0961,-0.0354,0.9647,0.9039,0.9592,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.6514,0.926,0.2624,0.0111,0.9938,0.756,0.9467,"[6474, 725, 1035, 1290]",0.8152,0.5945,0.5548,0.6402,0.4776,0.5548,0.8993
,,,,Asian-Pac-Islander,1.3343,0.93,-0.0429,-0.0232,0.9756,0.957,0.9465,,,,,,,,
,,,,Black,0.4648,0.8806,0.0577,0.0541,0.9461,0.9375,0.9467,,,,,,,,
,,,,Other,0.3313,0.8579,0.3052,0.0413,0.9614,0.6946,0.9465,,,,,,,,
,,,,White,1.5659,0.9193,-0.0351,-0.0382,0.9618,0.964,0.9467,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.6273,0.9151,0.0746,0.0253,0.9782,0.9425,0.9648,"[9690, 1100, 1354, 2143]",0.8282,0.6359,0.6128,0.6608,0.5244,0.6128,0.8981
,,,,Asian-Pac-Islander,1.0622,0.9859,0.003,-0.0014,0.9999,0.9938,0.9648,,,,,,,,
