dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3459,0.8591,0.2694,0.0771,0.9244,0.7491,0.9397,"[6466, 733, 1019, 1306]",0.816,0.5985,0.5617,0.6405,0.4816,0.5617,0.8982
,,,,Asian-Pac-Islander,1.3332,0.9294,-0.0561,-0.0172,0.9819,0.9431,0.9398,,,,,,,,
,,,,Black,0.4498,0.8756,0.0555,0.0594,0.9407,0.9404,0.9396,,,,,,,,
,,,,Other,0.1965,0.827,0.3122,0.0726,0.9287,0.6877,0.9395,,,,,,,,
,,,,White,1.6669,0.9091,-0.0282,-0.0512,0.949,0.9712,0.9401,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.3075,0.8079,0.1205,0.1024,0.8976,0.8787,0.9334,"[6451, 748, 1032, 1293]",0.8131,0.5923,0.5561,0.6335,0.4734,0.5561,0.8961
,,,,Male,3.2521,0.8079,-0.1205,-0.1024,0.8976,0.8787,0.9334,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.5955,0.935,0.2185,0.0015,0.9981,0.7961,0.9499,"[6726, 473, 1273, 1052]",0.8167,0.5465,0.4525,0.6898,0.4531,0.4525,0.9343
,,,,Asian-Pac-Islander,1.7031,0.8899,-0.1097,-0.0592,0.9396,0.8923,0.95,,,,,,,,
,,,,Black,0.4477,0.9066,0.0452,0.037,0.9634,0.955,0.9498,,,,,,,,
,,,,Other,0.2629,0.8814,-0.0478,0.0513,0.9494,0.9524,0.9498,,,,,,,,
,,,,White,1.4226,0.9503,0.0128,-0.0183,0.9817,0.9869,0.9499,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.5818,0.921,0.065,0.0148,0.9836,0.9181,0.9599,"[9940, 850, 1658, 1839]",0.8245,0.5946,0.5259,0.6839,0.4918,0.5259,0.9212
,,,,Asian-Pac-Islander,1.065,0.9878,0.0266,-0.0012,0.9965,0.9777,0.9598,,,,,,,,
,,,,Black,0.4309,0.8868,0.1375,0.0446,0.9556,0.8627,0.9594,,,,,,,,
,,,,Other,0.5101,0.9074,0.1263,0.0379,0.969,0.9023,0.9595,,,,,,,,
,,,,White,1.7961,0.911,-0.0961,-0.0354,0.9647,0.9039,0.9592,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.5915,0.9118,0.2752,0.0246,0.9796,0.7434,0.947,"[6470, 729, 1006, 1319]",0.8178,0.6032,0.5673,0.644,0.4873,0.5673,0.8987
,,,,Asian-Pac-Islander,1.3746,0.9204,-0.0702,-0.0226,0.9762,0.9278,0.9471,,,,,,,,
