dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2476,0.8383,0.4373,0.0663,0.9357,0.5702,0.9405,"[6449, 750, 1042, 1283]",0.8118,0.5888,0.5518,0.6311,0.4693,0.5518,0.8958
,,,,Asian-Pac-Islander,1.3065,0.9352,-0.0463,-0.0148,0.9843,0.9539,0.941,,,,,,,,
,,,,Black,0.4512,0.8763,0.0642,0.0593,0.9408,0.9307,0.9407,,,,,,,,
,,,,Other,0.2625,0.8418,0.0519,0.0749,0.9264,0.9481,0.9407,,,,,,,,
,,,,White,1.6888,0.9075,-0.0456,-0.0503,0.9493,0.9525,0.9409,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.292,0.8051,0.1323,0.1048,0.8951,0.8694,0.9379,"[6471, 728, 1041, 1284]",0.8143,0.5921,0.5523,0.6382,0.4747,0.5523,0.8989
,,,,Male,3.4241,0.8051,-0.1323,-0.1048,0.8951,0.8694,0.9379,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.6556,0.9441,0.2181,-0.009,0.9868,0.7966,0.9487,"[6709, 490, 1274, 1051]",0.8148,0.5437,0.452,0.682,0.4479,0.452,0.9319
,,,,Asian-Pac-Islander,1.7684,0.8786,-0.1302,-0.0666,0.9319,0.8707,0.9485,,,,,,,,
,,,,Black,0.4616,0.9081,0.0353,0.0383,0.9621,0.9654,0.9484,,,,,,,,
,,,,Other,0.26,0.8796,0.2022,0.0384,0.9628,0.7976,0.9486,,,,,,,,
,,,,White,1.3747,0.9541,0.0226,-0.0161,0.9841,0.9766,0.9484,,,,,,,,
Adult Income,race,Reweighing,XGBClassifier,Amer-Indian-Eskimo,0.5818,0.921,0.065,0.0148,0.9836,0.9181,0.9599,"[9940, 850, 1658, 1839]",0.8245,0.5946,0.5259,0.6839,0.4918,0.5259,0.9212
,,,,Asian-Pac-Islander,1.065,0.9878,0.0266,-0.0012,0.9965,0.9777,0.9598,,,,,,,,
,,,,Black,0.4309,0.8868,0.1375,0.0446,0.9556,0.8627,0.9594,,,,,,,,
,,,,Other,0.5101,0.9074,0.1263,0.0379,0.969,0.9023,0.9595,,,,,,,,
,,,,White,1.7961,0.911,-0.0961,-0.0354,0.9647,0.9039,0.9592,,,,,,,,
Adult Income,race,Reweighing,RandomForestClassifier,Amer-Indian-Eskimo,0.6004,0.915,0.2715,0.0215,0.9827,0.7469,0.9492,"[6492, 707, 1014, 1311]",0.8193,0.6037,0.5639,0.6497,0.4895,0.5639,0.9018
,,,,Asian-Pac-Islander,1.3478,0.9271,-0.0435,-0.0258,0.9731,0.9559,0.9492,,,,,,,,
,,,,Black,0.4787,0.8837,0.0386,0.0513,0.9489,0.958,0.9493,,,,,,,,
