dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.0919,0.7965,0.4919,0.0991,0.9014,0.5156,1.0,"[6423, 792, 986, 1323]",0.8133,0.5981,0.573,0.6255,0.4776,0.573,0.8902
,,,,Asian-Pac-Islander,0.9649,0.9922,0.0017,0.0332,0.9658,0.9979,0.9999,,,,,,,,
,,,,Black,0.3782,0.8532,0.1414,0.0812,0.9194,0.8556,0.9999,,,,,,,,
,,,,Other,0.0536,0.7881,0.4495,0.1109,0.8891,0.5505,1.0,,,,,,,,
,,,,White,2.2636,0.8653,-0.1265,-0.0823,0.9179,0.8735,0.9998,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2895,0.7958,0.117,0.1155,0.8848,0.8829,1.0,"[6439, 776, 989, 1320]",0.8147,0.5993,0.5717,0.6298,0.4801,0.5717,0.8924
,,,,Male,3.4543,0.7958,-0.117,-0.1155,0.8848,0.8829,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7215, 0, 2309, 0]",0.7576,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10873, 0, 3414, 0]",0.761,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7215, 0, 2309, 0]",0.7576,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10873, 0, 3414, 0]",0.761,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7215, 0, 2309, 0]",0.7576,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10873, 0, 3414, 0]",0.761,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7215, 0, 2309, 0]",0.7576,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10873, 0, 3414, 0]",0.761,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7215, 0, 2309, 0]",0.7576,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10873, 0, 3414, 0]",0.761,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,RandomForestClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[7215, 0, 2309, 0]",0.7576,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,XGBClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[10873, 0, 3414, 0]",0.761,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,RandomForestClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[7215, 0, 2309, 0]",0.7576,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,XGBClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[10873, 0, 3414, 0]",0.761,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
