Genotype,LogisticRegression_performance_accuracy,LogisticRegression_performance_f1_score,LogisticRegression_performance_auc,LogisticRegression_fairness_disparate_impact,LogisticRegression_fairness_discrimination_score,LogisticRegression_fairness_true_positive_rate_diff,LogisticRegression_fairness_false_positive_rate_diff,LogisticRegression_fairness_false_positive_error_rate_balance_score,LogisticRegression_fairness_false_negative_error_rate_balance_score,LogisticRegression_fairness_consistency,SVC_performance_accuracy,SVC_performance_f1_score,SVC_performance_auc,SVC_fairness_disparate_impact,SVC_fairness_discrimination_score,SVC_fairness_true_positive_rate_diff,SVC_fairness_false_positive_rate_diff,SVC_fairness_false_positive_error_rate_balance_score,SVC_fairness_false_negative_error_rate_balance_score,SVC_fairness_consistency,GaussianNB_performance_accuracy,GaussianNB_performance_f1_score,GaussianNB_performance_auc,GaussianNB_fairness_disparate_impact,GaussianNB_fairness_discrimination_score,GaussianNB_fairness_true_positive_rate_diff,GaussianNB_fairness_false_positive_rate_diff,GaussianNB_fairness_false_positive_error_rate_balance_score,GaussianNB_fairness_false_negative_error_rate_balance_score,GaussianNB_fairness_consistency,DecisionTreeClassifier_performance_accuracy,DecisionTreeClassifier_performance_f1_score,DecisionTreeClassifier_performance_auc,DecisionTreeClassifier_fairness_disparate_impact,DecisionTreeClassifier_fairness_discrimination_score,DecisionTreeClassifier_fairness_true_positive_rate_diff,DecisionTreeClassifier_fairness_false_positive_rate_diff,DecisionTreeClassifier_fairness_false_positive_error_rate_balance_score,DecisionTreeClassifier_fairness_false_negative_error_rate_balance_score,DecisionTreeClassifier_fairness_consistency,RandomForestClassifier_performance_accuracy,RandomForestClassifier_performance_f1_score,RandomForestClassifier_performance_auc,RandomForestClassifier_fairness_disparate_impact,RandomForestClassifier_fairness_discrimination_score,RandomForestClassifier_fairness_true_positive_rate_diff,RandomForestClassifier_fairness_false_positive_rate_diff,RandomForestClassifier_fairness_false_positive_error_rate_balance_score,RandomForestClassifier_fairness_false_negative_error_rate_balance_score,RandomForestClassifier_fairness_consistency,LogisticRegression_performance_accuracymean,LogisticRegression_performance_f1_scoremean,LogisticRegression_performance_aucmean,LogisticRegression_fairness_disparate_impactmean,LogisticRegression_fairness_discrimination_scoremean,LogisticRegression_fairness_true_positive_rate_diffmean,LogisticRegression_fairness_false_positive_rate_diffmean,LogisticRegression_fairness_false_positive_error_rate_balance_scoremean,LogisticRegression_fairness_false_negative_error_rate_balance_scoremean,LogisticRegression_fairness_consistencymean,SVC_performance_accuracymean,SVC_performance_f1_scoremean,SVC_performance_aucmean,SVC_fairness_disparate_impactmean,SVC_fairness_discrimination_scoremean,SVC_fairness_true_positive_rate_diffmean,SVC_fairness_false_positive_rate_diffmean,SVC_fairness_false_positive_error_rate_balance_scoremean,SVC_fairness_false_negative_error_rate_balance_scoremean,SVC_fairness_consistencymean,GaussianNB_performance_accuracymean,GaussianNB_performance_f1_scoremean,GaussianNB_performance_aucmean,GaussianNB_fairness_disparate_impactmean,GaussianNB_fairness_discrimination_scoremean,GaussianNB_fairness_true_positive_rate_diffmean,GaussianNB_fairness_false_positive_rate_diffmean,GaussianNB_fairness_false_positive_error_rate_balance_scoremean,GaussianNB_fairness_false_negative_error_rate_balance_scoremean,GaussianNB_fairness_consistencymean,DecisionTreeClassifier_performance_accuracymean,DecisionTreeClassifier_performance_f1_scoremean,DecisionTreeClassifier_performance_aucmean,DecisionTreeClassifier_fairness_disparate_impactmean,DecisionTreeClassifier_fairness_discrimination_scoremean,DecisionTreeClassifier_fairness_true_positive_rate_diffmean,DecisionTreeClassifier_fairness_false_positive_rate_diffmean,DecisionTreeClassifier_fairness_false_positive_error_rate_balance_scoremean,DecisionTreeClassifier_fairness_false_negative_error_rate_balance_scoremean,DecisionTreeClassifier_fairness_consistencymean,RandomForestClassifier_performance_accuracymean,RandomForestClassifier_performance_f1_scoremean,RandomForestClassifier_performance_aucmean,RandomForestClassifier_fairness_disparate_impactmean,RandomForestClassifier_fairness_discrimination_scoremean,RandomForestClassifier_fairness_true_positive_rate_diffmean,RandomForestClassifier_fairness_false_positive_rate_diffmean,RandomForestClassifier_fairness_false_positive_error_rate_balance_scoremean,RandomForestClassifier_fairness_false_negative_error_rate_balance_scoremean,RandomForestClassifier_fairness_consistencymean
"[['Female', 'REW'], ['Female', 'REW']]",0.81,0.8707482993197279,0.7404761904761904,0.0001242316610541,7.387459808830652e-05,0.0008,0.0626817151621986,0.0626817151621986,0.0008,0.0967999999999999,0.8,0.8611111111111112,0.7428571428571429,0.0087740318135297,0.0049115679533741,0.0161999999999999,0.0148348252100455,0.0148348252100455,0.0161999999999999,0.0938888888888889,0.72,0.7777777777777778,0.7333333333333333,0.0272045196391686,0.0080851157765761,0.0097999999999999,0.0077379180879558,0.0077379180879558,0.0097999999999999,0.0600888888888888,0.71,0.7851851851851852,0.6785714285714286,0.0073245030411847,0.003158248350225,0.0002,0.1054920903825461,0.1054920903825461,0.0002,0.2837555555555556,0.85,0.8979591836734694,0.7880952380952381,0.0057062967404841,0.0033086203131977,0.0002,4.578649756187054e-05,4.578649756186736e-05,0.0002,0.125,0.7707692307692309,0.846049107673865,0.6849431270483902,0.0707332004242552,0.0294518181931293,0.0179781376518218,0.0389360404337408,0.0389360404337408,0.0179781376518218,0.0937923976608187,0.7796153846153847,0.8569067961773368,0.6747975708502024,0.0062027087272199,0.003838947475827,0.0046797570850202,0.0289069437633368,0.0289069437633368,0.0046797570850202,0.0568522267206477,0.7271862348178136,0.8023597300778404,0.6738818199344515,0.199678176085427,0.0335764791236474,0.0229445344129554,0.0321395261023354,0.0321395261023354,0.0229445344129554,0.0847399910031489,0.681740890688259,0.7624263275643962,0.6478793136687874,0.0783580072153052,0.0281681154263243,0.0317137651821862,0.091567712066327,0.091567712066327,0.0317137651821862,0.2968983355825461,0.775161943319838,0.8482400432950606,0.6937102371312897,0.0375765197197285,0.0188078014078005,0.0093303643724696,0.0650330464509579,0.0650330464509578,0.0093303643724696,0.1329412055780477
"[['Female', 'MSG'], ['Female', 'REW'], ['Male', 'DisparateImpactRemover']]",0.8,0.8648648648648649,0.7238095238095237,0.0002337677509403,0.0001416294069858,0.0008,0.0309516723518234,0.0309516723518234,0.0008,0.1422222222222221,0.79,0.8571428571428571,0.7166666666666666,0.0001242316610541,7.387459808830652e-05,0.0097999999999999,0.0007325839609898,0.0007325839609899,0.0097999999999999,0.1057999999999999,0.73,0.8057553956834532,0.6833333333333333,0.0033676233842888,0.0016265525413408,0.0097999999999999,0.0022435383805315,0.0022435383805315,0.0098,0.1682,0.79,0.8551724137931035,0.7261904761904762,0.0917980599450004,0.0461716238051931,0.0288,0.0242210572102287,0.0242210572102287,0.0288,0.2177999999999998,0.82,0.8783783783783784,0.7476190476190476,0.0103183127339029,0.0060865674779977,0.0241999999999999,0.0626817151621986,0.0626817151621986,0.0241999999999999,0.1283555555555556,0.7884412955465588,0.8582613318001392,0.7061258916522075,0.0499504776858952,0.0253675606134569,0.009225910931174,0.070034526170459,0.070034526170459,0.009225910931174,0.1066130904183535,0.7857085020242914,0.8581096319347101,0.694110275689223,0.0089585229395531,0.005597943546249,0.0063890688259109,0.0398491751988816,0.0398491751988816,0.0063890688259109,0.0837443544759334,0.7379149797570851,0.8022850989453155,0.7155340273761327,0.062986026841915,0.0173022270819861,0.0123684210526315,0.0221529719468724,0.0221529719468724,0.0123684210526315,0.0978668016194332,0.7027530364372468,0.781454410924924,0.6637555427029111,0.0477032623869387,0.0189142738824067,0.0285728744939271,0.0576092385659113,0.0576092385659112,0.0285728744939271,0.2981123706702654,0.7932388663967611,0.8596421270233021,0.7192114902641219,0.0207008364346351,0.0108266255961915,0.0093012145748987,0.0333683467190869,0.0333683467190869,0.0093012145748987,0.1369038686459739
