dataset,attribute,class,algorithm,set,num_iterations,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,LogisticRegression,Female,1.0153,0.9874,1.0200,1.0431,0.9569,0.9800,0.8000,0.7100,0.8105,0.5929
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,LogisticRegression,Male,0.9849,0.9874,0.9800,0.9569,0.9569,0.9800,0.8000,0.7100,0.8105,0.5929
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,SVC,Female,1.0186,0.9841,1.0100,1.0957,0.9043,0.9900,0.8567,0.7600,0.8462,0.6381
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,SVC,Male,0.9817,0.9841,0.9900,0.9043,0.9043,0.9900,0.8567,0.7600,0.8462,0.6381
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,GaussianNB,Female,1.0882,0.9425,1.0900,1.0861,0.9139,0.9100,0.7667,0.7300,0.8029,0.6929
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,GaussianNB,Male,0.9190,0.9425,0.9100,0.9139,0.9139,0.9100,0.7667,0.7300,0.8029,0.6929
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,0.9993,0.9995,1.0100,1.0048,0.9952,0.9900,0.6733,0.6300,0.7376,0.5548
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,1.0007,0.9995,0.9900,0.9952,0.9952,0.9900,0.6733,0.6300,0.7376,0.5548
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,RandomForestClassifier,Female,0.9372,0.9481,1.0400,0.8086,0.8086,0.9600,0.7867,0.7100,0.8079,0.6024
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,RandomForestClassifier,Male,1.0670,0.9481,0.9600,1.1914,0.8086,0.9600,0.7867,0.7100,0.8079,0.6024
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,LogisticRegression,Female,0.9068,0.9271,0.9700,0.9282,0.9282,0.9700,0.8233,0.7600,0.8356,0.6857
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,LogisticRegression,Male,1.1028,0.9271,1.0300,1.0718,0.9282,0.9700,0.8233,0.7600,0.8356,0.6857
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,SVC,Female,0.9165,0.9383,0.9600,0.9809,0.9809,0.9600,0.7967,0.7400,0.8169,0.6810
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,SVC,Male,1.0911,0.9383,1.0400,1.0191,0.9809,0.9600,0.7967,0.7400,0.8169,0.6810
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,GaussianNB,Female,0.8903,0.9364,0.9500,1.0096,0.9904,0.9500,0.7667,0.7000,0.7619,0.7095
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,GaussianNB,Male,1.1232,0.9364,1.0500,0.9904,0.9904,0.9500,0.7667,0.7000,0.7619,0.7095
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,DecisionTreeClassifier,Female,0.9085,0.9350,0.9300,1.0335,0.9665,0.9300,0.6833,0.7300,0.8058,0.6833
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,DecisionTreeClassifier,Male,1.1007,0.9350,1.0700,0.9665,0.9665,0.9300,0.6833,0.7300,0.8058,0.6833
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,RandomForestClassifier,Female,0.9165,0.9383,0.9900,0.9426,0.9426,0.9900,0.7567,0.7800,0.8451,0.7286
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,RandomForestClassifier,Male,1.0911,0.9383,1.0100,1.0574,0.9426,0.9900,0.7567,0.7800,0.8451,0.7286
German Credit,Attribute9,NA,NA,Validation,0,False,Test,XGBClassifier,Female,1.1784,0.8682,1.1500,1.1483,0.8517,0.8500,0.7100,0.7000,0.7973,0.6048
German Credit,Attribute9,NA,NA,Validation,0,False,Test,XGBClassifier,Male,0.8486,0.8682,0.8500,0.8517,0.8517,0.8500,0.7100,0.7000,0.7973,0.6048
German Credit,Attribute9,NA,NA,Test,0,False,Test,XGBClassifier,Female,0.8176,0.8705,0.8400,1.0478,0.9522,0.8400,0.7267,0.7700,0.8321,0.7405
German Credit,Attribute9,NA,NA,Test,0,False,Test,XGBClassifier,Male,1.2230,0.8705,1.1600,0.9522,0.9522,0.8400,0.7267,0.7700,0.8321,0.7405
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,LogisticRegression,Female,1.0732,0.9406,1.0200,1.1866,0.8134,0.9800,0.8133,0.7100,0.8105,0.5929
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,LogisticRegression,Male,0.9318,0.9406,0.9800,0.8134,0.8134,0.9800,0.8133,0.7100,0.8105,0.5929
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,SVC,Female,1.0745,0.9374,1.0300,1.1866,0.8134,0.9700,0.8700,0.7400,0.8333,0.6143
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,SVC,Male,0.9306,0.9374,0.9700,0.8134,0.8134,0.9700,0.8700,0.7400,0.8333,0.6143
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,GaussianNB,Female,1.1659,0.8990,1.1300,1.1388,0.8612,0.8700,0.7967,0.7200,0.7910,0.6952
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,GaussianNB,Male,0.8577,0.8990,0.8700,0.8612,0.8612,0.8700,0.7967,0.7200,0.7910,0.6952
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,DecisionTreeClassifier,Female,0.9417,0.9561,1.0300,0.8756,0.8756,0.9700,0.6133,0.7200,0.8056,0.6476
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,DecisionTreeClassifier,Male,1.0619,0.9561,0.9700,1.1244,0.8756,0.9700,0.6133,0.7200,0.8056,0.6476
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,RandomForestClassifier,Female,1.0273,0.9794,0.9700,1.2153,0.7847,0.9700,0.6633,0.7600,0.8356,0.6857
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Validation,1,False,Surrogate,RandomForestClassifier,Male,0.9734,0.9794,1.0300,0.7847,0.7847,0.9700,0.6633,0.7600,0.8356,0.6857
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,LogisticRegression,Female,0.9165,0.9383,0.9300,1.0191,0.9809,0.9300,0.7700,0.7000,0.7887,0.6333
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,LogisticRegression,Male,1.0911,0.9383,1.0700,0.9809,0.9809,0.9300,0.7700,0.7000,0.7887,0.6333
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,SVC,Female,0.9348,0.9528,0.9100,1.1244,0.8756,0.9100,0.7833,0.7300,0.8085,0.6738
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,SVC,Male,1.0697,0.9528,1.0900,0.8756,0.8756,0.9100,0.7833,0.7300,0.8085,0.6738
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,GaussianNB,Female,0.9702,0.9832,0.9700,1.1005,0.8995,0.9700,0.7733,0.6800,0.7460,0.6857
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,GaussianNB,Male,1.0307,0.9832,1.0300,0.8995,0.8995,0.9700,0.7733,0.6800,0.7460,0.6857
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,DecisionTreeClassifier,Female,1.0543,0.9701,1.0600,1.0478,0.9522,0.9400,0.5733,0.6600,0.7302,0.6619
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,DecisionTreeClassifier,Male,0.9485,0.9701,0.9400,0.9522,0.9522,0.9400,0.5733,0.6600,0.7302,0.6619
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,RandomForestClassifier,Female,1.0353,0.9780,1.0100,1.1388,0.8612,0.9900,0.7000,0.7100,0.7820,0.6881
German Credit,Attribute9,Female,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,RandomForestClassifier,Male,0.9659,0.9780,0.9900,0.8612,0.8612,0.9900,0.7000,0.7100,0.7820,0.6881
