Generation,LogisticRegression_fairness_disparate_impact,LogisticRegression_fairness_discrimination_score,LogisticRegression_fairness_true_positive_rate_diff,LogisticRegression_fairness_false_positive_rate_diff,LogisticRegression_fairness_false_positive_error_rate_balance_score,LogisticRegression_fairness_false_negative_error_rate_balance_score,LogisticRegression_fairness_consistency,SVC_fairness_disparate_impact,SVC_fairness_discrimination_score,SVC_fairness_true_positive_rate_diff,SVC_fairness_false_positive_rate_diff,SVC_fairness_false_positive_error_rate_balance_score,SVC_fairness_false_negative_error_rate_balance_score,SVC_fairness_consistency,GaussianNB_fairness_disparate_impact,GaussianNB_fairness_discrimination_score,GaussianNB_fairness_true_positive_rate_diff,GaussianNB_fairness_false_positive_rate_diff,GaussianNB_fairness_false_positive_error_rate_balance_score,GaussianNB_fairness_false_negative_error_rate_balance_score,GaussianNB_fairness_consistency,DecisionTreeClassifier_fairness_disparate_impact,DecisionTreeClassifier_fairness_discrimination_score,DecisionTreeClassifier_fairness_true_positive_rate_diff,DecisionTreeClassifier_fairness_false_positive_rate_diff,DecisionTreeClassifier_fairness_false_positive_error_rate_balance_score,DecisionTreeClassifier_fairness_false_negative_error_rate_balance_score,DecisionTreeClassifier_fairness_consistency,RandomForestClassifier_fairness_disparate_impact,RandomForestClassifier_fairness_discrimination_score,RandomForestClassifier_fairness_true_positive_rate_diff,RandomForestClassifier_fairness_false_positive_rate_diff,RandomForestClassifier_fairness_false_positive_error_rate_balance_score,RandomForestClassifier_fairness_false_negative_error_rate_balance_score,RandomForestClassifier_fairness_consistency,LogisticRegression_fairness_disparate_impactmean,LogisticRegression_fairness_discrimination_scoremean,LogisticRegression_fairness_true_positive_rate_diffmean,LogisticRegression_fairness_false_positive_rate_diffmean,LogisticRegression_fairness_false_positive_error_rate_balance_scoremean,LogisticRegression_fairness_false_negative_error_rate_balance_scoremean,LogisticRegression_fairness_consistencymean,SVC_fairness_disparate_impactmean,SVC_fairness_discrimination_scoremean,SVC_fairness_true_positive_rate_diffmean,SVC_fairness_false_positive_rate_diffmean,SVC_fairness_false_positive_error_rate_balance_scoremean,SVC_fairness_false_negative_error_rate_balance_scoremean,SVC_fairness_consistencymean,GaussianNB_fairness_disparate_impactmean,GaussianNB_fairness_discrimination_scoremean,GaussianNB_fairness_true_positive_rate_diffmean,GaussianNB_fairness_false_positive_rate_diffmean,GaussianNB_fairness_false_positive_error_rate_balance_scoremean,GaussianNB_fairness_false_negative_error_rate_balance_scoremean,GaussianNB_fairness_consistencymean,DecisionTreeClassifier_fairness_disparate_impactmean,DecisionTreeClassifier_fairness_discrimination_scoremean,DecisionTreeClassifier_fairness_true_positive_rate_diffmean,DecisionTreeClassifier_fairness_false_positive_rate_diffmean,DecisionTreeClassifier_fairness_false_positive_error_rate_balance_scoremean,DecisionTreeClassifier_fairness_false_negative_error_rate_balance_scoremean,DecisionTreeClassifier_fairness_consistencymean,RandomForestClassifier_fairness_disparate_impactmean,RandomForestClassifier_fairness_discrimination_scoremean,RandomForestClassifier_fairness_true_positive_rate_diffmean,RandomForestClassifier_fairness_false_positive_rate_diffmean,RandomForestClassifier_fairness_false_positive_error_rate_balance_scoremean,RandomForestClassifier_fairness_false_negative_error_rate_balance_scoremean,RandomForestClassifier_fairness_consistencymean,LogisticRegression_performance_accuracy,LogisticRegression_performance_f1_score,LogisticRegression_performance_auc,SVC_performance_accuracy,SVC_performance_f1_score,SVC_performance_auc,GaussianNB_performance_accuracy,GaussianNB_performance_f1_score,GaussianNB_performance_auc,DecisionTreeClassifier_performance_accuracy,DecisionTreeClassifier_performance_f1_score,DecisionTreeClassifier_performance_auc,RandomForestClassifier_performance_accuracy,RandomForestClassifier_performance_f1_score,RandomForestClassifier_performance_auc,LogisticRegression_performance_accuracymean,LogisticRegression_performance_f1_scoremean,LogisticRegression_performance_aucmean,SVC_performance_accuracymean,SVC_performance_f1_scoremean,SVC_performance_aucmean,GaussianNB_performance_accuracymean,GaussianNB_performance_f1_scoremean,GaussianNB_performance_aucmean,DecisionTreeClassifier_performance_accuracymean,DecisionTreeClassifier_performance_f1_scoremean,DecisionTreeClassifier_performance_aucmean,RandomForestClassifier_performance_accuracymean,RandomForestClassifier_performance_f1_scoremean,RandomForestClassifier_performance_aucmean
,0.009775190848620913,0.007843608654302843,0.006107076134701389,0.1250462743798749,0.12504627437987487,0.006107076134701386,0.0003368171964860751,0.00011508032016132333,0.00011141311700144666,0.00013263316825413998,0.0,0.0,0.00013263316825413998,3.0789351906330036e-06,197586.5546487219,0.3823621494347942,0.41521336471369763,0.1858670238697859,0.1858670238697859,0.4152133647136977,0.0031227138278888105,0.03819168078175,0.03179942873634955,0.02419482756565038,0.1306955443778938,0.13069554437789385,0.02419482756565037,0.0076887509434356155,0.016182082207098172,0.014996759964885373,0.01029574768531242,0.07302035176334658,0.07302035176334658,0.010295747685312405,0.0013125737558836355,0.2240651850259981,0.0234039900820579,0.022734952602813583,0.09347776135507674,0.09347776135507672,0.022734952602813586,0.00028380577438193714,0.00024005432775454872,0.00022611747804522885,0.0002540835902249288,7.973333013337207e-05,7.973333013337209e-05,0.0002540835902249289,1.8368338619451626e-05,52106.87571585313,0.5591038976543851,0.5990754336885277,0.333144687639466,0.333144687639466,0.5990754336885276,0.0019554699217717237,0.032629197461609874,0.02750267894284068,0.02295412693629774,0.10607575661833973,0.10607575661833973,0.022954126936297718,0.00771375156848206,0.013676853578307729,0.012732667289694709,0.009848852040897468,0.057776930427626216,0.0577769304276262,0.009848852040897459,0.0015039161804606066,0.9378677068096866,0.9675418464988381,0.5208153477218226,0.948057857955469,0.9733327688936817,0.4996060294621446,0.41088899723712,0.46903903704667477,0.5667157702409501,0.8999674955306352,0.9465772721337494,0.5553528605686879,0.9364212579229645,0.9669998571074643,0.5328171748315632,0.9345728370984344,0.9643269980587557,0.5110551749076928,0.9479468010184733,0.9732691290552179,0.4996025655665942,0.3568232298607724,0.39858636884155335,0.5604287617525028,0.899442548350398,0.9464409404436157,0.5477981995356096,0.9339265398992361,0.9656722175933677,0.529415210688592
,0.0010690749026147433,0.00088265563091283,0.0007630468835304967,0.015027991733491099,0.015027991733491095,0.0007630468835304967,6.852721868954669e-05,8.432345196898333e-05,8.302736969714666e-05,9.590212528883e-05,0.0,0.0,9.590212528883e-05,1.297431769206711e-05,1011.4764464382268,0.5065694790930577,0.5466681730055727,0.308299130029742,0.3082991300297421,0.5466681730055727,0.0024609012429820222,0.02584291640196806,0.021595479310617626,0.018650849983638893,0.08000533316263511,0.08000533316263513,0.01865084998363888,0.006416588982323126,0.00805561111878112,0.007594740316104814,0.005177390033039359,0.03777557701941588,0.03777557701941587,0.005177390033039352,0.0008228962757095553,0.027637773272246088,0.007169359892753623,0.006711929835140877,0.04224029186306036,0.042240291863060365,0.006711929835140877,0.00016621900604238868,0.0002710403860162746,0.0002538394811337423,0.0002746454004848245,0.0002527068489416577,0.0002527068489416577,0.0002746454004848245,9.558240418737741e-05,17287.69205350275,0.4826013867293835,0.5128758119924994,0.2775146121844819,0.2775146121844819,0.5128758119924993,0.0019272965642143697,0.030509281070421543,0.025935990708249392,0.021395029397541954,0.10157031629822351,0.10157031629822351,0.021395029397541933,0.0072658715359825155,0.01206884253453819,0.011284528153193819,0.008427735680497796,0.05837601910855235,0.05837601910855234,0.008427735680497785,0.0013110453819638768,0.9467901836502522,0.9725972726448003,0.5044941189905219,0.9482203803022918,0.973419828044904,0.4996916752312436,0.5157159109377542,0.5782916378008813,0.5830644056183625,0.901316431009264,0.9474365207178079,0.5416478245974649,0.9384365350235656,0.9681278799079587,0.5209649423318489,0.9429676580529824,0.9700860592949634,0.5074151726238056,0.9477073514274884,0.9731395014463051,0.4995965132655779,0.4223836610867328,0.47122068150365853,0.5794505728750334,0.9018982610108891,0.9478339943652839,0.5467547295496935,0.9356931578091986,0.9666318410752007,0.5279885805641201
,0.005384121569756538,0.004186566141777237,0.0036865928105935366,0.06674534951220056,0.06674534951220057,0.003686592810593543,0.00021912210339398292,4.5414182183506666e-05,4.5383806929e-05,5.3645128375946665e-05,0.0,0.0,5.3645128375946665e-05,4.974544989155762e-07,9848.36546423139,0.46580333199264784,0.4941602127103891,0.21862525860508644,0.21862525860508647,0.4941602127103891,0.0016191228271242037,0.03320968400332329,0.027857137204533877,0.021800939471478355,0.08721665645692066,0.08721665645692066,0.02180093947147832,0.007587346824845176,0.010893606521267384,0.010193419098146424,0.0065641668709999195,0.045330252343166906,0.0453302523431669,0.006564166870999913,0.0011548190481965705,0.017280748662726917,0.00587861610134544,0.005531742622704616,0.03614671182844947,0.03614671182844947,0.005531742622704618,0.00011810212533074353,0.00013517411239627737,0.00012864850236501006,0.00014336988563503567,0.0001707107406711196,0.0001707107406711196,0.0001433698856350357,5.693693974168176e-05,8379.856657536466,0.4556738891676254,0.4853118941955581,0.26378766604648807,0.26378766604648807,0.4853118941955581,0.0017942087615084267,0.028025834910143117,0.024120101926432228,0.019980889912343733,0.09915867225656183,0.09915867225656183,0.019980889912343713,0.006732596585904863,0.010860954091049445,0.010169728332470401,0.007372737382963295,0.05672686096919829,0.05672686096919826,0.007372737382963279,0.00123143358571117,0.942662116040956,0.9702534016703073,0.5096768299645997,0.9487404518121244,0.9736960459184608,0.4999657416923604,0.40078010726474894,0.44530320093967873,0.5628902592211945,0.899041118153746,0.9461816781392105,0.5523118647938792,0.9378189501056394,0.9677725250904278,0.5291989265730271,0.9439075789587739,0.9706900288021614,0.5059933767271898,0.9481385773877247,0.9733727299024207,0.4997737048456473,0.44976759304404357,0.5039199388664581,0.5884152868181646,0.9051985481337016,0.949724183930969,0.5455056145559742,0.9364667641800749,0.9670532339960365,0.5269596703589511
,0.06593110436242826,0.022546748081615598,0.021834191734499485,0.06847251597594387,0.06847251597594389,0.021834191734499485,0.00012084534476840954,2.8381956855773335e-05,2.8364879330623335e-05,3.3528205234966664e-05,0.0,0.0,3.3528205234966664e-05,3.7419143723735464e-07,8764.094382946745,0.32981573245008305,0.3340618639060198,0.17838659644250632,0.17838659644250635,0.3340618639060197,0.0012922283071032134,0.023007023863942395,0.019951567363628988,0.016213783017295504,0.08144688231547868,0.08144688231547872,0.01621378301729549,0.006332151143722247,0.008639476024458135,0.008107618910723135,0.006592694862606557,0.03782548513574713,0.03782548513574711,0.00659269486260655,0.0010275948399863179,0.0091717942301615,0.00443980428516924,0.004076768569971357,0.03294028727863428,0.032940287278634274,0.004076768569971357,0.00010391965354413505,0.00020305793191749904,0.00019327006306104754,0.00022341386467384703,4.918936274603771e-05,4.918936274603771e-05,0.0002234138646738471,3.91933981031922e-05,13110.37347862717,0.43018282841550526,0.45429941102854615,0.26632666020592677,0.2663266602059268,0.45429941102854615,0.0018793852686805966,0.026191373653412776,0.02259692917786808,0.018940271105425323,0.09043606959873961,0.09043606959873961,0.01894027110542531,0.006452164521521037,0.010785631673580244,0.010107247882301022,0.007526406433586171,0.053787413786349804,0.053787413786349804,0.00752640643358616,0.00118024754280878,0.9357224118316271,0.9647993875505201,0.5033167751513076,0.9487567040468068,0.9737046110125495,0.4999743062692703,0.5953843653502359,0.6520905349199171,0.6100314034486697,0.9042093287827077,0.9491997279713921,0.5415204978874044,0.9372176174223955,0.9674749427887972,0.5209232613908873,0.9444774906549653,0.9711320882891534,0.5057130676411252,0.9479906820521158,0.973293742195357,0.49961067336606907,0.4810937753941166,0.5400246273006657,0.5962088995470292,0.9060729183596077,0.9502221663290779,0.5429580716379279,0.9365826967874749,0.9671195587246127,0.526324997145141
,0.009113193739214138,0.006998099824008332,0.005450160524516425,0.12438944637096676,0.12438944637096677,0.005450160524516425,0.00038856479067946124,0.00045288189424508003,0.00041269992392292,0.00045722261965621,0.0,0.0,0.00045722261965621,5.5802948922566665e-06,6909.705196193369,0.40117423527491475,0.4265423605056482,0.2898405484998821,0.2898405484998821,0.42654236050564825,0.0015273015311288048,0.03750725540348435,0.03267904340213337,0.02629969936280512,0.09369346624332982,0.09369346624332985,0.02629969936280511,0.006874506854205374,0.016770325475772316,0.015616956917733894,0.010412957100734418,0.06402767247675549,0.06402767247675546,0.010412957100734404,0.001600019693915406,0.006670776196813137,0.003100552701155419,0.0027522668623369976,0.02909180263551786,0.029091802635517867,0.0027522668623369976,9.082585872729743e-05,0.00017003410020085015,0.00016280389706247088,0.00018684430080106526,2.094398287255426e-05,2.094398287255427e-05,0.00018684430080106196,1.4500020912165164e-05,6573.483443656706,0.42058017100865025,0.44489987410310505,0.2658724628860363,0.2658724628860363,0.44489987410310505,0.001866302831674434,0.023640227440100137,0.020590591814497957,0.017135859191665385,0.08955001274626719,0.0895500127462672,0.017135859191665367,0.006229194644263363,0.009947555671805157,0.00934291378830534,0.006778476365980954,0.051650234872054335,0.05165023487205431,0.006778476365980943,0.00111378034336335,0.9367625548512923,0.966860222971527,0.519482128582848,0.9470664716398508,0.9727893306440846,0.49908359027064064,0.4742889647326507,0.5388695725124334,0.5995255224391917,0.9063058670567204,0.9502539060214065,0.5514850976361767,0.9359661953518608,0.9667414742754706,0.5384338243690762,0.9452640988135869,0.97162126231071,0.5050163678580945,0.9481743323040254,0.9733921039951071,0.499702447565757,0.4944693645376239,0.5581915984457743,0.6023665638917437,0.9072994203369628,0.950920119444752,0.5416472536256709,0.9374299799555771,0.967578972608586,0.5255201172395417
,2.4673896249754648e-05,2.4600885323050227e-05,2.710325701627684e-05,0.00019500953555327664,0.00019500953555327664,2.7103257016276837e-05,1.6596490804527375e-06,0.00010835195132897667,0.00010301245184867333,0.00011533684053364333,0.0,0.0,0.00011533684053364333,1.0723886366002037e-06,5195.64778025293,0.4312255086531079,0.4485512937977921,0.24016296322832853,0.24016296322832853,0.44855129379779207,0.0019644733492801786,0.029953307311375448,0.025073535073641053,0.018449679921419982,0.1290545638054766,0.1290545638054766,0.018449679921419958,0.007068254375902471,0.009255855501930149,0.00870715770294759,0.005853336785702646,0.04631407029886638,0.04631407029886636,0.005853336785702633,0.0009691866382100976,0.1134585747901444,0.005498094608309811,0.0052631857555030725,0.029493931145495977,0.029493931145495984,0.0052631857555030725,8.615662460257483e-05,0.00017914662734603426,0.0001698740041762766,0.00019283546353278524,6.668448920249999e-05,6.668448920249999e-05,0.0001928354635327853,2.5775392085781136e-05,11327.996159778404,0.3997172564370263,0.4189683548539466,0.26791885794497444,0.26791885794497444,0.4189683548539466,0.001943349464916914,0.02415927863198702,0.020954754182625768,0.017301335991114938,0.0955513704045897,0.0955513704045897,0.017301335991114924,0.006215858079911689,0.010278567681488496,0.009634586693599493,0.006927971978296569,0.05456493738810493,0.05456493738810491,0.00692797197829656,0.0011108683415762602,0.9487241995774423,0.9736852666173754,0.5007080050245518,0.9479115878433287,0.9732530033412091,0.4995289482699555,0.49983747765317726,0.5523843604214113,0.6026276121959576,0.9013001787745815,0.947351344159753,0.5510996916752312,0.939720461563465,0.9688020231631409,0.5268973392714399,0.9447749065496507,0.9710420710125731,0.5052040653191733,0.9481039059537353,0.9733535316568717,0.4997254006318755,0.5033755891435071,0.5682585358689278,0.6058586273838071,0.907384473698467,0.9509594560613397,0.5431887252103079,0.9371629015656319,0.9674327187218555,0.5260150736553614
,0.00011230879864584208,0.00010847217667331705,5.5378179671046254e-05,0.010263551397888211,0.01026355139788821,5.537817967104623e-05,1.418757839915537e-05,5.6748657640200005e-06,5.672975866123334e-06,6.705641046993333e-06,0.0,0.0,6.705641046993333e-06,1.5848107930050884e-07,4212.494774267241,0.4048086364531129,0.43454740978872614,0.278517382986571,0.2785173829865711,0.434547409788726,0.0024504335676942333,0.03074094162622298,0.025089999146455422,0.020274056229925133,0.07939563423426209,0.07939563423426207,0.020274056229925102,0.0061899002878429855,0.007676846516950951,0.0071895698497582835,0.00461641443118705,0.03272372757681466,0.03272372757681466,0.004616414431187043,0.0007431758905691958,0.02324189457865902,0.008271271869144179,0.007989833828859531,0.03883580827534958,0.03883580827534959,0.007989833828859531,0.00011601495886470722,0.00011646430969946655,0.00011246899166744976,0.00012832762268018153,5.1102195592448745e-05,5.1102195592448745e-05,0.00012832762268018155,2.2502787146573863e-05,8409.946931049119,0.4103886083644246,0.42702923208210597,0.2912459153466381,0.2912459153466381,0.42702923208210597,0.0021210444087433064,0.023612355604088798,0.020390521257228393,0.016780050531364596,0.09508129368995138,0.0950812936899514,0.01678005053136458,0.006241295232286564,0.009220337168818041,0.008653299980329873,0.006218631190517697,0.05153817802629392,0.051538178026293895,0.0062186311905176725,0.0010530261813882667,0.9486104339346664,0.973612378418213,0.5045523581135093,0.9487892085161712,0.9737217369149654,0.4999914354230901,0.5612871769868357,0.6207121626430504,0.5764457005823912,0.903380464813912,0.948640344197911,0.5461893342468882,0.9383715260848366,0.9680979853251143,0.5192788626241864,0.9429232352781846,0.9699866632349454,0.5052443949602223,0.9483823609079584,0.9735042320945173,0.4998571238247498,0.5083444390270329,0.5745459854845228,0.6047980472764645,0.9066829189013489,0.9505519026840116,0.5433295839518861,0.9377236036621703,0.967733204550517,0.525684861634502
,0.04247685991415432,0.01706887116465751,0.017003549711851418,0.05965007422491715,0.059650074224917145,0.01700354971185142,0.00018580850007457244,3.4154366524583333e-05,3.411026545147666e-05,4.2067072135879995e-05,0.0,0.0,4.2067072135879995e-05,3.521801762233975e-07,3546.317268877242,0.4460801625822556,0.4820458718632155,0.21980382211273827,0.21980382211273827,0.4820458718632154,0.001578603617399274,0.02542845132199807,0.02192598279480318,0.017214930067020653,0.09143919383063996,0.09143919383063996,0.017214930067020646,0.005496530598245687,0.011358814604870256,0.01050751709612164,0.006987428703498144,0.07198435783466135,0.07198435783466134,0.006987428703498133,0.0012513393081932328,0.013949034180489336,0.005155237527205309,0.004876186871845936,0.02968801092552941,0.02968801092552941,0.004876186871845936,7.893963103801294e-05,0.00011869037522031316,0.00011385955365701758,0.00012647424964349442,9.739626829123335e-05,9.739626829123335e-05,0.00012647424964349444,1.851557928146073e-05,13427.538960155724,0.4201408105984834,0.43705318401998494,0.28652987515515826,0.2865298751551583,0.43705318401998494,0.0019214530439887402,0.024480248523480515,0.02115873861084535,0.017520274442816987,0.09742183640278376,0.09742183640278375,0.017520274442816976,0.006146840890551971,0.009436162668377397,0.008857006327011379,0.006272381813080101,0.05142466182715707,0.051424661827157055,0.006272381813080091,0.001048799314913247,0.936437510157647,0.9656528351595127,0.5056457690990066,0.9487567040468068,0.9737046110125495,0.4999743062692703,0.5256135218592556,0.5808283437157008,0.5855772524837275,0.9080123516983584,0.9512101449615217,0.5441252712116021,0.9357711685356737,0.9666585965955079,0.5290207833733015,0.9446383877783201,0.9710990973293498,0.5042461459403904,0.9483509399209062,0.973487269832555,0.49980552700696584,0.514018094154613,0.5787355474982065,0.6075026264702523,0.9072327861747659,0.9508689299528371,0.5425782041033838,0.9375675822092204,0.9676504891606287,0.5254624871531347
,0.004278112817406674,0.00335872066203237,0.0027823058335615836,0.051059421997053524,0.05105942199705352,0.0027823058335615866,0.00021831120853822865,0.0005533819339671134,0.00050936293164893,0.0005572416472447532,0.0,0.0,0.0005572416472447532,2.099874300731995e-06,3328.3477976559816,0.3901049972502565,0.42822658457224877,0.17338688892362636,0.17338688892362641,0.42822658457224877,0.0020753766476738077,0.02228109270016452,0.01982882141962532,0.015025738653428537,0.10039438419464548,0.10039438419464548,0.015025738653428515,0.004843236371351299,0.010461607774674236,0.009822170228217677,0.0064760906537565405,0.05562467891633806,0.05562467891633805,0.006476090653756537,0.0013037604469736458,0.038552130632889536,0.008646082894327353,0.00828215943377439,0.038807902813466126,0.038807902813466126,0.00828215943377439,0.00012571540963861314,0.00026456126672984466,0.0002463900275648533,0.00026595926840501893,0.00019950044746648666,0.00019950044746648666,0.0002659592684050156,2.555287291110432e-05,14198.67854170052,0.41747190377468113,0.43290795289728756,0.2730981886386148,0.2730981886386148,0.4329079528972875,0.0018645518211865934,0.02212215777748041,0.0192779917201627,0.015765814403010964,0.09159940001488218,0.09159940001488215,0.01576581440301095,0.006171622019303578,0.009103660152253508,0.008534809556322211,0.005929377152876247,0.05059665078857594,0.05059665078857593,0.005929377152876247,0.0010484730786766698,0.9427596294490495,0.9703121102727146,0.5125813634806441,0.947082723874533,0.9727988325064432,0.49909215484755054,0.48668941979522184,0.5680261012263605,0.6270834760762818,0.9186575654152446,0.9572163397350602,0.5500354002512277,0.9371201040143019,0.9673930665742377,0.5303323055841042,0.942919984831248,0.969902001823903,0.5051225495793841,0.9479641367354683,0.9732774400491017,0.49965174527045036,0.5275767918088736,0.5965466522349417,0.6157489817669674,0.9063416219730215,0.9503584416508196,0.5411375090403868,0.9375177420228614,0.9676246465599643,0.5250157588215142
,0.07195118907256574,0.023889047526678166,0.02266286543950015,0.06381822356230381,0.06381822356230384,0.02266286543950015,7.236246080861754e-05,9.805123688031964e-05,9.803387489209931e-05,0.0001228747679981396,0.0,0.0,0.0001228747679981396,5.309116156567647e-07,16709.652287840072,0.547197619324206,0.5640329030263008,0.367431579045369,0.367431579045369,0.5640329030263007,0.0025370963045583893,0.019425516019558987,0.01693408271926673,0.013735913921488029,0.09063284077727553,0.09063284077727554,0.013735913921488024,0.006418563832661285,0.007830303481679927,0.007316648593786987,0.004408434694800945,0.04488045605828985,0.04488045605828986,0.004408434694800936,0.0011228358054928493,0.021275011944595655,0.005338622778597943,0.005019282212315143,0.029394484048115534,0.02939448404811554,0.005019282212315143,8.119657769734595e-05,0.00012355867797502764,0.00011908791916313424,0.0001399521315803638,5.302902448199541e-05,5.3029024481995414e-05,0.00013995213158036386,1.482455494455182e-05,10999.90137258868,0.39789568760656646,0.41199088774414033,0.2538247768488089,0.25382477684880894,0.4119908877441404,0.0019112755064694565,0.02216402788781479,0.0192746666169891,0.015806124362324838,0.09100186636501917,0.09100186636501917,0.015806124362324824,0.006002894991484545,0.008934014565569064,0.0083707186998657,0.006051391946128257,0.04556033803154771,0.04556033803154771,0.006051391946128253,0.0009973532162990601,0.9358361774744031,0.9648237773935945,0.5026258992805755,0.9487241995774423,0.9736874851101335,0.4999571771154505,0.5167885584267837,0.5786503632706861,0.601799703094667,0.9042255810173897,0.9490762164048143,0.5440818773552587,0.9388753453599871,0.9683275550797782,0.5305064519812721,0.9447261498456042,0.9711334789833417,0.5037568040805451,0.9482745544178994,0.973446851243157,0.49977528453427744,0.5487881250338589,0.6172522758229663,0.6174013931711774,0.9070361341351101,0.9507557507283391,0.5402421110730465,0.9378498293515355,0.9678078832030553,0.5236540672224125
