dataset,protected_attribute,unbiasing_algorithm,data,classifier_type,classification_algorithm,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,roc_curve,auc,sensitivity,specificity
Adult Income,race,NA,Validation,Surrogate,LogisticRegression, Amer-Indian-Eskimo,0.1848,0.865,0.8031,0.9243,0.9243,0.8031,0.9999,"[2286, 185, 435, 350]",0.8096,0.5303,0.4459,0.6542,0.4282,"[[0.0, 0.07486847430190206, 1.0], [0.0, 0.445859872611465, 1.0], [inf, 1.0, 0.0]]",0.6855,0.4459,0.9251
Adult Income,race,NA,Validation,Surrogate,LogisticRegression, Asian-Pac-Islander,0.5312,0.9218,0.8007,0.9494,0.9499,0.8068,0.9997,,,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,LogisticRegression, Black,0.3451,0.8852,0.8289,0.9492,0.9488,0.8277,0.9999,,,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,LogisticRegression, Other,0.0,0.8343,0.5525,0.9244,0.9244,0.5524,0.9999,,,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,LogisticRegression, White,2.9771,0.8792,1.2061,1.0593,0.9404,0.7954,0.9998,,,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC, Amer-Indian-Eskimo,0.3871,0.9031,1.0185,0.9451,0.9451,0.9814,1.0,"[2337, 134, 407, 378]",0.8338,0.5829,0.4815,0.7383,0.5021,"[[0.0, 0.05422905706191825, 1.0], [0.0, 0.48152866242038217, 1.0], [inf, 1.0, 0.0]]",0.7136,0.4815,0.9458
Adult Income,race,NA,Validation,Surrogate,SVC, Asian-Pac-Islander,1.111,0.9826,1.0004,1.0106,0.9881,1.0,1.0,,,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC, Black,0.3614,0.8931,0.8966,0.9552,0.9556,0.898,1.0,,,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC, Other,0.6878,0.9508,1.5204,0.9452,0.9452,0.4795,1.0,,,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,SVC, White,1.9063,0.9197,1.0338,1.0377,0.962,0.9675,0.9999,,,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB, Amer-Indian-Eskimo,0.0,0.6709,0.2805,0.7957,0.7957,0.2804,1.0,"[1972, 499, 223, 562]",0.7783,0.6089,0.7159,0.5297,0.4691,"[[0.0, 0.2019425333872926, 1.0], [0.0, 0.7159235668789808, 1.0], [inf, 1.0, 0.0]]",0.757,0.7159,0.7981
Adult Income,race,NA,Validation,Surrogate,GaussianNB, Asian-Pac-Islander,0.1418,0.7126,0.3709,0.8184,0.8188,0.3736,0.9996,,,,,,,,,,
Adult Income,race,NA,Validation,Surrogate,GaussianNB, Black,0.2192,0.725,0.6237,0.8145,0.8141,0.6244,0.9999,,,,,,,,,,
