genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[4, 1, 2, 0, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 2, 0, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 2, 0, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 2, 4, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 2, 4, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 3, 4, 2]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 4, 4, 2]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 4, 4, 2]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 4, 4, 2]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 4, 4, 2]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 1, 4, 4, 2]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 1, 4, 4, 2]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 1, 3, 4, 4]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 1, 3, 4, 4]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 1, 3, 4, 4]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 1, 3, 4, 4]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 4, 3, 4, 1]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 4, 3, 4, 1]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 4, 3, 4, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 4, 4, 3, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 4, 4, 3, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 4, 4, 4, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 4, 4, 4, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 4, 4, 4, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 4, 4, 4, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 4, 3, 4, 4]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[2, 4, 3, 4, 4]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 4, 3, 4, 2]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 4, 3, 4, 2]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
"[4, 4, 1, 4, 3]",-1,1.0373,0.0281,0.1181,0.009,0.009,0.1111,0.0
