genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 3, 1, 0, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 0, 3, 0, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 0, 3, 0, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 0, 3, 3, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 3, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 3, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 3, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 3, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 3, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
"[2, 3, 3, 2, 4]",-1,0.4867,0.0207,0.159,0.0363,0.0363,0.1494,0.0
