dataset,protected_attribute,unbiasing_algorithm,data,classifier_type,classification_algorithm,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,sex,PermutationGeneticAlgorithm,Validation,Surrogate,DecisionTreeClassifier,Male,1.6431,0.9099,0.8366,1.0838,0.9161,0.8375,0.9996,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,Validation,Surrogate,RandomForestClassifier,Female,0.364,0.8819,1.0694,0.8954,0.8956,0.9295,0.9997,"[3271, 337, 792, 362]",0.7629,0.3907,0.3137,0.5179,0.2667,0.3137,0.9066
Adult Income,sex,PermutationGeneticAlgorithm,Validation,Surrogate,RandomForestClassifier,Male,2.747,0.8819,0.9306,1.1046,0.8956,0.9295,0.9997,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,LogisticRegression,Female,0.0228,0.9486,0.8909,0.9739,0.9738,0.891,0.9996,"[3545, 63, 1048, 107]",0.7667,0.1615,0.0926,0.6294,0.1737,0.0926,0.9825
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,LogisticRegression,Male,43.8333,0.9486,1.1091,1.0261,0.9738,0.891,0.9996,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,SVC,Female,0.2486,0.8963,0.9983,0.9109,0.9108,0.9977,1.0,"[3369, 239, 899, 256]",0.7611,0.3103,0.2216,0.5172,0.2183,0.2216,0.9338
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,SVC,Male,4.0233,0.8963,1.0017,1.0891,0.9108,0.9977,1.0,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,GaussianNB,Female,0.2176,0.9432,0.9311,0.9606,0.9605,0.9308,0.9995,"[3479, 129, 1027, 128]",0.7573,0.1813,0.1108,0.4981,0.1424,0.1108,0.9642
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,GaussianNB,Male,4.5949,0.9432,1.0689,1.0394,0.9605,0.9308,0.9995,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,DecisionTreeClassifier,Female,0.6334,0.9129,1.077,0.9252,0.9252,0.9229,0.9999,"[3018, 590, 750, 405]",0.7187,0.3767,0.3506,0.407,0.1973,0.3506,0.8365
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,DecisionTreeClassifier,Male,1.5787,0.9129,0.923,1.0748,0.9252,0.9229,0.9999,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,RandomForestClassifier,Female,0.3332,0.8723,0.9912,0.8934,0.8934,0.9913,0.9998,"[3245, 363, 806, 349]",0.7546,0.3739,0.3022,0.4902,0.2423,0.3022,0.8994
Adult Income,sex,PermutationGeneticAlgorithm,Test,Surrogate,RandomForestClassifier,Male,3.0016,0.8723,1.0088,1.1066,0.8934,0.9913,0.9998,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,Validation,Test,XGBClassifier,Female,0.5498,0.9223,1.2305,0.9188,0.9187,0.7701,0.9993,"[3273, 335, 789, 365]",0.764,0.3937,0.3163,0.5214,0.2704,0.3163,0.9072
Adult Income,sex,PermutationGeneticAlgorithm,Validation,Test,XGBClassifier,Male,1.8188,0.9223,0.7695,1.0812,0.9187,0.7701,0.9993,,,,,,,,
Adult Income,sex,PermutationGeneticAlgorithm,Test,Test,XGBClassifier,Female,0.5863,0.9288,1.2025,0.9297,0.9298,0.7966,0.9995,"[3261, 347, 794, 361]",0.7604,0.3875,0.3126,0.5099,0.2607,0.3126,0.9038
Adult Income,sex,PermutationGeneticAlgorithm,Test,Test,XGBClassifier,Male,1.7056,0.9288,0.7975,1.0703,0.9298,0.7966,0.9995,,,,,,,,
