dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2946,0.8472,0.3319,0.0775,0.924,0.6827,0.9391,"[6463, 736, 1011, 1314]",0.8166,0.6007,0.5652,0.641,0.4838,0.5652,0.8978
,,,,Asian-Pac-Islander,1.3263,0.9305,-0.0623,-0.0118,0.9875,0.9361,0.9391,,,,,,,,
,,,,Black,0.4376,0.872,0.0966,0.0585,0.9416,0.9068,0.9388,,,,,,,,
,,,,Other,0.3256,0.8542,0.0654,0.058,0.9442,0.9347,0.939,,,,,,,,
,,,,White,1.6858,0.907,-0.0417,-0.0508,0.9496,0.9575,0.9389,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2953,0.8038,0.1301,0.1043,0.8958,0.8692,0.9361,"[6466, 733, 1020, 1305]",0.8159,0.5982,0.5613,0.6403,0.4813,0.5613,0.8982
,,,,Male,3.3869,0.8038,-0.1301,-0.1043,0.8958,0.8692,0.9361,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6682,0.9366,0.2158,0.0109,0.9932,0.8028,0.9411,"[6567, 632, 1143, 1182]",0.8136,0.5712,0.5084,0.6516,0.4601,0.5084,0.9122
,,,,Asian-Pac-Islander,1.8111,0.8493,-0.1921,-0.0754,0.9265,0.803,0.9411,,,,,,,,
,,,,Black,0.4594,0.8914,0.0754,0.0449,0.9551,0.9264,0.9407,,,,,,,,
,,,,Other,0.2941,0.8649,0.2588,0.0433,0.9587,0.7412,0.9409,,,,,,,,
,,,,White,1.3562,0.948,0.0354,-0.022,0.9781,0.9648,0.9407,,,,,,,,
Adult Income,race,Massaging,XGBClassifier,Amer-Indian-Eskimo,0.5065,0.8822,0.0352,0.0782,0.9241,0.9819,0.9456,"[9401, 1389, 1491, 2006]",0.7984,0.5821,0.5736,0.5909,0.4494,0.5736,0.8713
,,,,Asian-Pac-Islander,1.2053,0.9515,-0.0879,-0.0125,0.987,0.9126,0.9455,,,,,,,,
,,,,Black,0.5141,0.879,0.137,0.0542,0.9454,0.8659,0.9453,,,,,,,,
,,,,Other,0.505,0.8819,0.2747,0.0469,0.9574,0.7826,0.9453,,,,,,,,
,,,,White,1.566,0.9095,-0.0521,-0.0465,0.9538,0.9458,0.9451,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.489,0.8888,0.3369,0.0259,0.9784,0.6779,0.949,"[6461, 738, 1000, 1325]",0.8175,0.6039,0.5699,0.6423,0.4874,0.5699,0.8975
