dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2998,0.851,0.3179,0.0771,0.9244,0.6969,0.9391,"[6466, 733, 1044, 1281]",0.8134,0.5905,0.551,0.636,0.4725,0.551,0.8982
,,,,Asian-Pac-Islander,1.3356,0.9298,-0.0472,-0.0221,0.9768,0.953,0.939,,,,,,,,
,,,,Black,0.4556,0.8785,0.0629,0.0568,0.9435,0.9316,0.9386,,,,,,,,
,,,,Other,0.2649,0.8438,0.3015,0.0574,0.9446,0.6985,0.9389,,,,,,,,
,,,,White,1.6534,0.9114,-0.04,-0.0465,0.9532,0.9584,0.9388,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.3061,0.8066,0.1453,0.0973,0.9028,0.8563,0.936,"[6466, 733, 1008, 1317]",0.8172,0.6021,0.5665,0.6424,0.4856,0.5665,0.8982
,,,,Male,3.2673,0.8066,-0.1453,-0.0973,0.9028,0.8563,0.936,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.5764,0.9218,0.2635,0.0061,0.9982,0.7515,0.9433,"[6602, 597, 1170, 1155]",0.8145,0.5666,0.4968,0.6592,0.4588,0.4968,0.9171
,,,,Asian-Pac-Islander,1.6924,0.8753,-0.1744,-0.0414,0.9573,0.8225,0.9432,,,,,,,,
,,,,Black,0.4542,0.894,0.0725,0.0433,0.9565,0.9286,0.9428,,,,,,,,
,,,,Other,0.3047,0.8715,-0.0031,0.0535,0.9478,0.9968,0.9432,,,,,,,,
,,,,White,1.4248,0.9427,0.0293,-0.0278,0.9726,0.9718,0.9426,,,,,,,,
Adult Income,race,Massaging,XGBClassifier,Amer-Indian-Eskimo,0.6064,0.9144,0.0679,0.0391,0.9555,0.9708,0.9446,"[9544, 1246, 1647, 1850]",0.7975,0.5612,0.529,0.5975,0.4316,0.529,0.8845
,,,,Asian-Pac-Islander,1.179,0.9614,-0.1087,0.0077,0.9929,0.8929,0.9444,,,,,,,,
,,,,Black,0.5468,0.8974,0.1325,0.038,0.9622,0.8653,0.9442,,,,,,,,
,,,,Other,0.554,0.903,0.1295,0.0337,0.961,0.8992,0.9443,,,,,,,,
,,,,White,1.5103,0.9231,-0.0417,-0.0359,0.9646,0.9578,0.944,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6032,0.916,0.2657,0.022,0.9822,0.753,0.9488,"[6488, 711, 1028, 1297]",0.8174,0.5987,0.5578,0.6459,0.4835,0.5578,0.9012
