dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2963,0.8485,0.2641,0.0913,0.9094,0.7542,0.9384,"[6456, 743, 1031, 1294]",0.8137,0.5933,0.5566,0.6352,0.4749,0.5566,0.8968
,,,,Asian-Pac-Islander,1.3034,0.9357,-0.0412,-0.0158,0.9833,0.9588,0.9386,,,,,,,,
,,,,Black,0.4791,0.8827,0.0499,0.053,0.9475,0.9458,0.9384,,,,,,,,
,,,,Other,0.2619,0.8413,0.3072,0.0589,0.9432,0.6929,0.9383,,,,,,,,
,,,,White,1.6195,0.9134,-0.0321,-0.0461,0.9536,0.9671,0.9388,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2843,0.7999,0.1447,0.1081,0.8919,0.8563,0.9355,"[6457, 742, 1029, 1296]",0.814,0.5941,0.5574,0.6359,0.4759,0.5574,0.8969
,,,,Male,3.517,0.7999,-0.1447,-0.1081,0.8919,0.8563,0.9355,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6576,0.9335,0.222,0.0131,0.9911,0.7967,0.9412,"[6552, 647, 1129, 1196]",0.8135,0.5739,0.5144,0.6489,0.4616,0.5144,0.9101
,,,,Asian-Pac-Islander,1.6577,0.8753,-0.156,-0.0489,0.9492,0.8409,0.9409,,,,,,,,
,,,,Black,0.4467,0.8869,0.0814,0.0485,0.9513,0.9201,0.9405,,,,,,,,
,,,,Other,0.2174,0.8477,0.265,0.0605,0.9408,0.7351,0.9409,,,,,,,,
,,,,White,1.4499,0.9371,0.0146,-0.0303,0.9694,0.9863,0.9401,,,,,,,,
Adult Income,race,Massaging,XGBClassifier,Amer-Indian-Eskimo,0.4899,0.8741,0.0475,0.085,0.9172,0.9695,0.9435,"[9328, 1462, 1448, 2049]",0.7963,0.5848,0.5859,0.5836,0.4498,0.5859,0.8645
,,,,Asian-Pac-Islander,1.1074,0.9737,-0.05,-0.0006,0.9994,0.9518,0.9433,,,,,,,,
,,,,Black,0.5393,0.8816,0.1328,0.0509,0.9494,0.8648,0.9432,,,,,,,,
,,,,Other,0.5864,0.898,-0.0139,0.0538,0.9505,0.9854,0.9431,,,,,,,,
,,,,White,1.5634,0.9067,-0.0607,-0.0475,0.9528,0.9391,0.9429,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6107,0.9186,0.2595,0.0205,0.9837,0.759,0.9478,"[6499, 700, 1042, 1283]",0.8171,0.5956,0.5518,0.647,0.4809,0.5518,0.9028
,,,,Asian-Pac-Islander,1.3889,0.92,-0.0564,-0.0316,0.9669,0.9433,0.9477,,,,,,,,
,,,,Black,0.4729,0.8844,0.0352,0.0528,0.9472,0.9607,0.9479,,,,,,,,
