dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2494,0.8399,0.3796,0.0765,0.9248,0.6314,0.9387,"[6469, 730, 1038, 1287]",0.8144,0.5928,0.5535,0.6381,0.4754,0.5535,0.8986
,,,,Asian-Pac-Islander,1.3644,0.9237,-0.0647,-0.0225,0.9763,0.9346,0.939,,,,,,,,
,,,,Black,0.4162,0.869,0.0846,0.0642,0.9356,0.919,0.939,,,,,,,,
,,,,Other,0.1986,0.8293,0.304,0.0721,0.9292,0.6959,0.9386,,,,,,,,
,,,,White,1.724,0.9053,-0.0431,-0.0537,0.9464,0.9556,0.9392,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.3114,0.8114,0.1048,0.1008,0.8991,0.8952,0.9365,"[6468, 731, 1037, 1288]",0.8144,0.593,0.554,0.6379,0.4755,0.554,0.8985
,,,,Male,3.211,0.8114,-0.1048,-0.1008,0.8991,0.8952,0.9365,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6914,0.943,0.2026,0.0068,0.9975,0.8157,0.9435,"[6597, 602, 1173, 1152]",0.8136,0.5648,0.4955,0.6568,0.4564,0.4955,0.9164
,,,,Asian-Pac-Islander,1.5058,0.9083,-0.0848,-0.0407,0.9581,0.9161,0.9436,,,,,,,,
,,,,Black,0.4369,0.8903,0.0521,0.0509,0.9487,0.9499,0.9427,,,,,,,,
,,,,Other,0.3043,0.8713,0.2461,0.0392,0.9629,0.7541,0.9433,,,,,,,,
,,,,White,1.5224,0.9335,-0.0065,-0.0326,0.9676,0.9951,0.9428,,,,,,,,
Adult Income,race,Massaging,XGBClassifier,Amer-Indian-Eskimo,0.574,0.9021,0.0315,0.0548,0.9436,0.9856,0.947,"[9513, 1277, 1504, 1993]",0.8053,0.589,0.5699,0.6095,0.4621,0.5699,0.8816
,,,,Asian-Pac-Islander,1.099,0.9774,-0.0287,0.001,0.9999,0.9706,0.9471,,,,,,,,
,,,,Black,0.5303,0.8875,0.116,0.0468,0.9533,0.8817,0.9463,,,,,,,,
,,,,Other,0.4193,0.8665,0.1705,0.0642,0.9388,0.8581,0.9467,,,,,,,,
