dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2465,0.8374,0.3233,0.0919,0.9088,0.6913,0.9386,"[6452, 747, 1031, 1294]",0.8133,0.5928,0.5566,0.634,0.474,0.5566,0.8962
,,,,Asian-Pac-Islander,1.3167,0.9328,-0.0412,-0.02,0.9788,0.9588,0.9386,,,,,,,,
,,,,Black,0.4586,0.8776,0.0499,0.0589,0.9413,0.9458,0.9382,,,,,,,,
,,,,Other,0.1963,0.8268,0.3072,0.0745,0.9268,0.6929,0.9384,,,,,,,,
,,,,White,1.6785,0.908,-0.0369,-0.0517,0.9488,0.9621,0.9386,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2983,0.8066,0.1275,0.1035,0.8965,0.8743,0.9361,"[6467, 732, 1037, 1288]",0.8143,0.5929,0.554,0.6376,0.4753,0.554,0.8983
,,,,Male,3.3528,0.8066,-0.1275,-0.1035,0.8965,0.8743,0.9361,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6651,0.9357,0.2158,0.0121,0.9921,0.8028,0.9391,"[6559, 640, 1143, 1182]",0.8128,0.5701,0.5084,0.6487,0.4581,0.5084,0.9111
,,,,Asian-Pac-Islander,1.6421,0.8796,-0.1519,-0.0451,0.9533,0.8452,0.9394,,,,,,,,
,,,,Black,0.4631,0.8917,0.0659,0.0461,0.9539,0.9363,0.9385,,,,,,,,
,,,,Other,0.3663,0.8782,0.0084,0.0445,0.9576,0.9916,0.939,,,,,,,,
,,,,White,1.415,0.9414,0.026,-0.0281,0.9717,0.9747,0.9382,,,,,,,,
Adult Income,race,Massaging,XGBClassifier,Amer-Indian-Eskimo,0.5108,0.8842,0.1028,0.0658,0.9326,0.9358,0.9492,"[9396, 1394, 1525, 1972]",0.7957,0.5747,0.5639,0.5859,0.4404,0.5639,0.8708
,,,,Asian-Pac-Islander,1.1415,0.9668,0.0154,-0.0313,0.9705,0.9914,0.9492,,,,,,,,
,,,,Black,0.4871,0.873,0.152,0.0603,0.9392,0.8523,0.9484,,,,,,,,
