dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.4441,0.8802,0.2715,0.0507,0.9521,0.7469,0.9405,"[6468, 731, 1014, 1311]",0.8168,0.6004,0.5639,0.642,0.4839,0.5639,0.8985
,,,,Asian-Pac-Islander,1.269,0.9428,-0.0335,-0.0077,0.9918,0.9664,0.9406,,,,,,,,
,,,,Black,0.4538,0.8764,0.0767,0.055,0.9452,0.9181,0.9405,,,,,,,,
,,,,Other,0.1307,0.8125,0.3142,0.0873,0.9133,0.6856,0.9405,,,,,,,,
,,,,White,1.6887,0.9071,-0.0498,-0.049,0.9515,0.9491,0.9405,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.29,0.8017,0.139,0.1063,0.8939,0.8628,0.9362,"[6463, 736, 1021, 1304]",0.8155,0.5975,0.5609,0.6392,0.4802,0.5609,0.8978
,,,,Male,3.4481,0.8017,-0.139,-0.1063,0.8939,0.8628,0.9362,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6686,0.9367,0.2092,0.0129,0.9913,0.8093,0.9414,"[6553, 646, 1158, 1167]",0.8106,0.564,0.5019,0.6437,0.451,0.5019,0.9103
,,,,Asian-Pac-Islander,1.6501,0.8787,-0.1487,-0.0491,0.949,0.849,0.9416,,,,,,,,
,,,,Black,0.4433,0.888,0.0781,0.0496,0.9501,0.9232,0.9406,,,,,,,,
,,,,Other,0.221,0.8509,0.2523,0.0603,0.9409,0.7476,0.9414,,,,,,,,
,,,,White,1.4629,0.9369,0.014,-0.0312,0.9686,0.9873,0.9406,,,,,,,,
Adult Income,race,Massaging,XGBClassifier,Amer-Indian-Eskimo,0.4647,0.8734,0.111,0.0757,0.9266,0.8721,0.9474,"[9428, 1362, 1498, 1999]",0.7998,0.583,0.5716,0.5948,0.4515,0.5716,0.8738
,,,,Asian-Pac-Islander,1.2031,0.9525,-0.0396,-0.0247,0.9742,0.9547,0.9472,,,,,,,,
,,,,Black,0.4974,0.8759,0.1518,0.0555,0.9444,0.8502,0.9473,,,,,,,,
,,,,Other,0.5102,0.8843,0.0718,0.0445,0.9502,0.9281,0.9472,,,,,,,,
,,,,White,1.6026,0.9066,-0.0788,-0.0446,0.9554,0.921,0.9471,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6098,0.9183,0.2616,0.0203,0.984,0.7568,0.9491,"[6501, 698, 1037, 1288]",0.8178,0.5975,0.554,0.6485,0.4832,0.554,0.903
