dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3911,0.8675,0.274,0.0656,0.9364,0.7447,0.9411,"[6454, 745, 1009, 1316]",0.8158,0.6001,0.566,0.6385,0.4825,0.566,0.8965
,,,,Asian-Pac-Islander,1.2566,0.9449,-0.0314,-0.0057,0.9938,0.9687,0.941,,,,,,,,
,,,,Black,0.4495,0.8742,0.0788,0.0572,0.943,0.9159,0.9409,,,,,,,,
,,,,Other,0.1944,0.8247,0.3167,0.0742,0.9271,0.6834,0.941,,,,,,,,
,,,,White,1.7064,0.9047,-0.0521,-0.0514,0.9492,0.9467,0.9409,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2935,0.8057,0.1375,0.1036,0.8964,0.8639,0.9367,"[6469, 730, 1044, 1281]",0.8137,0.5909,0.551,0.637,0.4732,0.551,0.8986
,,,,Male,3.4077,0.8057,-0.1375,-0.1036,0.8964,0.8639,0.9367,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6822,0.9405,0.2071,0.0085,0.9956,0.8114,0.9413,"[6584, 615, 1163, 1162]",0.8133,0.5666,0.4998,0.6539,0.4569,0.4998,0.9146
,,,,Asian-Pac-Islander,1.6853,0.8748,-0.171,-0.0439,0.9548,0.8257,0.9414,,,,,,,,
,,,,Black,0.4692,0.8956,0.0759,0.0409,0.9592,0.9254,0.9407,,,,,,,,
,,,,Other,0.3003,0.8688,0.2502,0.041,0.9611,0.7498,0.9412,,,,,,,,
,,,,White,1.3913,0.9453,0.0261,-0.024,0.9758,0.9751,0.9406,,,,,,,,
Adult Income,race,Massaging,XGBClassifier,Amer-Indian-Eskimo,0.4943,0.8763,0.1225,0.07,0.9285,0.9159,0.9448,"[9352, 1438, 1456, 2041]",0.7974,0.5851,0.5836,0.5867,0.4512,0.5836,0.8667
,,,,Asian-Pac-Islander,1.1464,0.9645,-0.04,-0.0125,0.9882,0.9583,0.9445,,,,,,,,
,,,,Black,0.5273,0.8795,0.1137,0.0554,0.9442,0.8851,0.9442,,,,,,,,
,,,,Other,0.6413,0.9124,0.1841,0.0238,0.982,0.8443,0.9443,,,,,,,,
,,,,White,1.5549,0.9085,-0.0629,-0.045,0.9547,0.9382,0.944,,,,,,,,
Adult Income,race,Massaging,RandomForestClassifier,Amer-Indian-Eskimo,0.6332,0.9199,0.2769,0.0144,0.9905,0.7417,0.9475,"[6450, 749, 1002, 1323]",0.8161,0.6018,0.569,0.6385,0.4841,0.569,0.896
,,,,Asian-Pac-Islander,1.3425,0.9263,-0.0484,-0.0247,0.9739,0.9507,0.9473,,,,,,,,
,,,,Black,0.4515,0.874,0.1009,0.0552,0.9452,0.9028,0.9476,,,,,,,,
,,,,Other,0.322,0.8518,0.3196,0.0447,0.9581,0.6804,0.9473,,,,,,,,
,,,,White,1.5899,0.9147,-0.0505,-0.0392,0.9609,0.9483,0.9475,,,,,,,,
Adult Income,race,Massaging,XGBClassifier,Amer-Indian-Eskimo,0.4893,0.8738,0.1792,0.0548,0.9436,0.8593,0.9623,"[9513, 1277, 1259, 2238]",0.8225,0.6383,0.64,0.6367,0.5207,0.64,0.8816
,,,,Asian-Pac-Islander,0.9919,0.998,0.0058,0.0252,0.973,0.9989,0.9625,,,,,,,,
