dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3435,0.8576,0.269,0.0792,0.9222,0.7495,0.9392,"[6450, 749, 1020, 1305]",0.8143,0.596,0.5613,0.6353,0.4776,0.5613,0.896
,,,,Asian-Pac-Islander,1.3238,0.9309,-0.0465,-0.0198,0.9791,0.9532,0.9393,,,,,,,,
,,,,Black,0.4412,0.8726,0.0741,0.0604,0.9395,0.9208,0.9389,,,,,,,,
,,,,Other,0.195,0.8254,0.3118,0.0747,0.9265,0.6882,0.9392,,,,,,,,
,,,,White,1.6895,0.9065,-0.0419,-0.052,0.9485,0.9569,0.9391,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2773,0.7975,0.1546,0.1094,0.8906,0.8464,0.9357,"[6459, 740, 1030, 1295]",0.8142,0.594,0.557,0.6364,0.476,0.557,0.8972
,,,,Male,3.6062,0.7975,-0.1546,-0.1094,0.8906,0.8464,0.9357,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,1.7478,0.9226,-0.0237,-0.0794,0.9229,0.9726,0.9757,"[6289, 910, 2243, 82]",0.6689,0.0494,0.0353,0.0827,-0.1282,0.0353,0.8736
,,,,Asian-Pac-Islander,0.6328,0.9613,0.0167,0.0375,0.9621,0.9843,0.9756,,,,,,,,
,,,,Black,1.0279,0.9971,-0.0108,0.0132,0.9865,0.9871,0.9755,,,,,,,,
,,,,Other,1.6297,0.9347,0.0353,-0.0531,0.9541,0.9647,0.9757,,,,,,,,
,,,,White,0.9876,0.9987,-0.0014,-0.0089,0.9911,0.9995,0.9756,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,1.1113,0.9945,-0.0601,0.0088,0.9936,0.9614,0.9879,"[10143, 647, 3437, 60]",0.7141,0.0285,0.0172,0.0849,-0.0849,0.0172,0.94
,,,,Asian-Pac-Islander,0.5398,0.9769,0.0051,0.0279,0.9722,0.991,0.9879,,,,,,,,
,,,,Black,1.4253,0.9798,-0.0078,-0.0161,0.984,0.9884,0.9877,,,,,,,,
,,,,Other,1.7134,0.9649,-0.0832,-0.0224,0.9732,0.9455,0.988,,,,,,,,
,,,,White,0.8064,0.9885,0.0101,0.0071,0.9926,0.9919,0.9876,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,0.9636,0.9996,0.0111,-0.0018,0.9974,0.9887,0.9938,"[7120, 79, 2299, 26]",0.7503,0.0214,0.0112,0.2476,0.0009,0.0112,0.989
,,,,Asian-Pac-Islander,1.1651,0.9982,0.0015,-0.0033,0.996,0.9989,0.9938,,,,,,,,
,,,,Black,0.6404,0.9959,0.0021,0.0045,0.996,0.9982,0.9937,,,,,,,,
,,,,Other,1.2818,0.9969,0.0111,-0.004,0.9953,0.9888,0.9938,,,,,,,,
,,,,White,1.1649,0.9984,-0.0028,-0.0013,0.9983,0.9975,0.9937,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,0.5903,0.9771,0.03,0.0259,0.9714,0.9701,0.9813,"[10099, 691, 3393, 104]",0.7141,0.0485,0.0297,0.1308,-0.0643,0.0297,0.936
,,,,Asian-Pac-Islander,0.9748,0.9986,-0.0701,0.0271,0.9747,0.9335,0.9813,,,,,,,,
,,,,Black,1.2445,0.9867,0.0055,-0.0103,0.9896,0.9984,0.9816,,,,,,,,
,,,,Other,0.4311,0.9682,-0.0705,0.0507,0.9547,0.9582,0.9813,,,,,,,,
,,,,White,0.9136,0.9948,0.0251,-0.003,0.9969,0.9753,0.9815,,,,,,,,
