dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3478,0.8603,0.267,0.0763,0.9251,0.7517,0.9404,"[6471, 728, 1025, 1300]",0.8159,0.5973,0.5591,0.641,0.4806,0.5591,0.8989
,,,,Asian-Pac-Islander,1.3261,0.9313,-0.0487,-0.0179,0.9812,0.951,0.9405,,,,,,,,
,,,,Black,0.4425,0.8745,0.0901,0.0571,0.9428,0.9131,0.94,,,,,,,,
,,,,Other,0.2631,0.8423,0.3097,0.0568,0.9453,0.6903,0.9403,,,,,,,,
,,,,White,1.6761,0.9088,-0.0444,-0.0485,0.952,0.9544,0.9403,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2986,0.8039,0.1224,0.1072,0.893,0.8767,0.9331,"[6446, 753, 1028, 1297]",0.813,0.5929,0.5578,0.6327,0.4737,0.5578,0.8954
,,,,Male,3.3485,0.8039,-0.1224,-0.1072,0.893,0.8767,0.9331,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
