dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3446,0.8583,0.2657,0.0793,0.922,0.753,0.9404,"[6449, 750, 1028, 1297]",0.8133,0.5933,0.5578,0.6336,0.4744,0.5578,0.8958
,,,,Asian-Pac-Islander,1.3282,0.9302,-0.0399,-0.0246,0.9741,0.9602,0.9404,,,,,,,,
,,,,Black,0.4478,0.8746,0.0702,0.0593,0.9408,0.9244,0.9399,,,,,,,,
,,,,Other,0.2606,0.8403,0.3085,0.0598,0.9422,0.6916,0.9402,,,,,,,,
,,,,White,1.665,0.9089,-0.043,-0.0484,0.9514,0.9558,0.9404,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2857,0.802,0.1427,0.1057,0.8943,0.8583,0.9356,"[6470, 729, 1033, 1292]",0.815,0.5946,0.5557,0.6393,0.4774,0.5557,0.8987
,,,,Male,3.5,0.802,-0.1427,-0.1057,0.8943,0.8583,0.9356,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,0.0,0.9991,0.0008,0.0009,0.999,0.9991,0.9991,"[7192, 7, 2323, 2]",0.7554,0.0017,0.0009,0.2222,-0.0016,0.0009,0.999
,,,,Asian-Pac-Islander,0.0,0.9991,0.0009,0.001,0.999,0.9991,0.9991,,,,,,,,
,,,,Black,0.0,0.999,0.0009,0.001,0.9989,0.9991,0.9991,,,,,,,,
,,,,Other,0.0,0.9991,0.0008,0.0009,0.999,0.9991,0.9991,,,,,,,,
,,,,White,inf,0.9989,-0.0009,-0.0011,0.9988,0.999,0.9991,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,1.3693,0.9911,0.0078,-0.0091,0.9849,0.9922,0.9946,"[10470, 320, 3470, 27]",0.7347,0.014,0.0077,0.0778,-0.0613,0.0077,0.9703
