dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3441,0.858,0.327,0.066,0.9359,0.6879,0.9378,"[6451, 748, 1023, 1302]",0.814,0.5952,0.56,0.6351,0.4767,0.56,0.8961
,,,,Asian-Pac-Islander,1.3733,0.9206,-0.0779,-0.0199,0.9789,0.9202,0.9381,,,,,,,,
,,,,Black,0.4564,0.8765,0.0728,0.0563,0.9439,0.9222,0.9375,,,,,,,,
,,,,Other,0.2603,0.84,0.3105,0.0596,0.9425,0.6895,0.9377,,,,,,,,
,,,,White,1.6133,0.9134,-0.0311,-0.0461,0.9538,0.9681,0.9379,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2901,0.8025,0.1404,0.1071,0.893,0.8608,0.9357,"[6454, 745, 1038, 1287]",0.8128,0.5908,0.5535,0.6334,0.4719,0.5535,0.8965
,,,,Male,3.4473,0.8025,-0.1404,-0.1071,0.893,0.8608,0.9357,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,0.0565,0.8231,0.3866,0.1103,0.8904,0.6137,0.9728,"[6321, 878, 1433, 892]",0.7573,0.4357,0.3837,0.504,0.289,0.3837,0.878
,,,,Asian-Pac-Islander,1.4185,0.9232,-0.1217,-0.016,0.9822,0.8732,0.9721,,,,,,,,
,,,,Black,0.3941,0.8804,0.135,0.0767,0.9235,0.8675,0.9719,,,,,,,,
,,,,Other,0.3773,0.8838,-0.1167,0.0779,0.9243,0.8835,0.9723,,,,,,,,
,,,,White,1.7571,0.9146,-0.0339,-0.0665,0.9334,0.9657,0.9722,,,,,,,,
