dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.2983,0.8499,0.3204,0.0776,0.9238,0.6943,0.9396,"[6462, 737, 1038, 1287]",0.8136,0.5919,0.5535,0.6359,0.4738,0.5535,0.8976
,,,,Asian-Pac-Islander,1.3286,0.9309,-0.0446,-0.0214,0.9773,0.9557,0.9397,,,,,,,,
,,,,Black,0.4532,0.8773,0.0846,0.056,0.9442,0.919,0.9396,,,,,,,,
,,,,Other,0.3297,0.8569,0.304,0.0431,0.9598,0.6959,0.9394,,,,,,,,
,,,,White,1.6537,0.9109,-0.0479,-0.0451,0.9546,0.9506,0.9398,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2922,0.8031,0.1456,0.104,0.896,0.8558,0.9352,"[6462, 737, 1028, 1297]",0.8147,0.5951,0.5578,0.6377,0.4774,0.5578,0.8976
,,,,Male,3.4219,0.8031,-0.1456,-0.104,0.896,0.8558,0.9352,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,0.0,0.9419,0.0516,0.0603,0.9396,0.9485,0.9712,"[6769, 430, 2206, 119]",0.7232,0.0828,0.0512,0.2168,-0.0158,0.0512,0.9403
,,,,Asian-Pac-Islander,0.9343,0.9962,0.0133,-0.0019,1.0,0.9887,0.9712,,,,,,,,
,,,,Black,1.7124,0.9616,-0.0702,-0.0343,0.9661,0.9339,0.971,,,,,,,,
,,,,Other,0.4879,0.9704,-0.1991,0.0452,0.9555,0.8008,0.9711,,,,,,,,
,,,,White,0.7323,0.98,0.0281,0.0175,0.9822,0.9726,0.9708,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,0.0,0.6235,0.1593,0.4473,0.5527,0.8405,0.9488,"[6014, 4776, 2942, 555]",0.4598,0.1257,0.1587,0.1041,-0.2524,0.1587,0.5574
,,,,Asian-Pac-Islander,1.1402,0.9479,-0.0501,-0.0664,0.9308,0.952,0.9482,,,,,,,,
,,,,Black,1.2911,0.8943,-0.0364,-0.076,0.9236,0.9648,0.9472,,,,,,,,
,,,,Other,1.4583,0.8296,-0.0417,-0.1478,0.8547,0.9442,0.9484,,,,,,,,
,,,,White,0.837,0.9293,0.0327,0.0456,0.954,0.9687,0.9477,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,0.4566,0.9493,0.0603,0.034,0.9668,0.9506,0.966,"[6865, 334, 1775, 550]",0.7786,0.3428,0.2366,0.6222,0.2815,0.2366,0.9536
