dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.295,0.8475,0.385,0.066,0.9359,0.6262,0.9395,"[6451, 748, 1026, 1299]",0.8137,0.5942,0.5587,0.6346,0.4756,0.5587,0.8961
,,,,Asian-Pac-Islander,1.2973,0.9367,-0.0391,-0.0151,0.9841,0.9611,0.9396,,,,,,,,
,,,,Black,0.4288,0.8701,0.1092,0.059,0.9411,0.8936,0.9393,,,,,,,,
,,,,Other,0.2606,0.8403,0.3093,0.0596,0.9425,0.6908,0.9392,,,,,,,,
,,,,White,1.7216,0.9041,-0.0674,-0.049,0.9507,0.9301,0.9398,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2952,0.8006,0.139,0.1072,0.8926,0.8627,0.9343,"[6439, 760, 1014, 1311]",0.8137,0.5965,0.5639,0.633,0.4772,0.5639,0.8944
,,,,Male,3.388,0.8006,-0.139,-0.1072,0.8926,0.8627,0.9343,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,0.75,0.8617,0.096,0.1765,0.8208,0.9187,0.9144,"[2712, 4487, 1556, 769]",0.3655,0.2029,0.3308,0.1463,-0.2527,0.3308,0.3767
,,,,Asian-Pac-Islander,1.0963,0.947,-0.0459,-0.095,0.9042,0.9551,0.9138,,,,,,,,
,,,,Black,1.1758,0.9046,-0.0056,-0.0616,0.9386,0.9973,0.913,,,,,,,,
,,,,Other,1.2015,0.889,-0.6705,-0.0187,0.9825,0.3296,0.9141,,,,,,,,
,,,,White,0.8772,0.9243,0.0297,0.052,0.9474,0.9708,0.9123,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,1.38,0.9183,-0.0729,-0.0491,0.9461,0.9144,0.9479,"[7994, 2796, 3212, 285]",0.5795,0.0867,0.0815,0.0925,-0.1857,0.0815,0.7409
,,,,Asian-Pac-Islander,1.5823,0.8765,-0.1051,-0.1344,0.8639,0.8898,0.9479,,,,,,,,
,,,,Black,1.325,0.932,0.0181,-0.0577,0.9426,0.9796,0.9469,,,,,,,,
,,,,Other,1.9131,0.8045,-0.1192,-0.1672,0.8247,0.8667,0.9479,,,,,,,,
,,,,White,0.6781,0.9041,0.0409,0.087,0.913,0.958,0.9468,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,0.1537,0.8827,0.2448,0.0723,0.9283,0.7589,0.9574,"[6591, 608, 1623, 702]",0.7657,0.3862,0.3019,0.5359,0.2712,0.3019,0.9155
,,,,Asian-Pac-Islander,1.0167,0.9977,0.014,0.0187,0.9797,0.9906,0.9575,,,,,,,,
,,,,Black,0.5107,0.9294,0.0781,0.0344,0.9658,0.9232,0.9571,,,,,,,,
,,,,Other,0.7155,0.9608,-0.1984,0.0099,0.9936,0.8016,0.9574,,,,,,,,
,,,,White,1.6902,0.9403,-0.0562,-0.0356,0.9646,0.9425,0.9572,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,0.312,0.8062,0.1587,0.1579,0.8481,0.8456,0.9763,"[8687, 2103, 1600, 1897]",0.7408,0.5061,0.5425,0.4742,0.3328,0.5425,0.8051
,,,,Asian-Pac-Islander,1.6149,0.8309,-0.1832,-0.1473,0.8519,0.8185,0.976,,,,,,,,
,,,,Black,0.6465,0.8976,0.0788,0.0561,0.9439,0.9225,0.9759,,,,,,,,
,,,,Other,0.6869,0.9121,-0.0578,0.0583,0.9488,0.9709,0.9761,,,,,,,,
,,,,White,1.2226,0.9477,0.0165,-0.026,0.9741,0.9825,0.9756,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,1.4005,0.8996,-0.1717,-0.0789,0.9187,0.7952,0.9487,"[5638, 1561, 1490, 835]",0.6797,0.3537,0.3591,0.3485,0.1409,0.3591,0.7832
,,,,Asian-Pac-Islander,1.1803,0.9549,-0.1374,0.0182,0.9817,0.8582,0.9484,,,,,,,,
,,,,Black,0.7657,0.9397,-0.0141,0.0477,0.9525,0.9872,0.9484,,,,,,,,
,,,,Other,1.1771,0.9555,0.1095,-0.0824,0.9192,0.8907,0.9485,,,,,,,,
,,,,White,1.0922,0.9785,0.0874,-0.0279,0.9723,0.9133,0.9486,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,0.8596,0.939,0.1431,-0.0172,0.9897,0.8525,0.9629,"[7239, 3551, 847, 2650]",0.6922,0.5465,0.7578,0.4274,0.3719,0.7578,0.6709
,,,,Asian-Pac-Islander,0.9356,0.972,0.0775,0.0293,0.9727,0.9234,0.963,,,,,,,,
,,,,Black,0.5386,0.7906,0.0931,0.1669,0.8335,0.904,0.9627,,,,,,,,
,,,,Other,0.6645,0.854,0.1584,0.0832,0.9201,0.8846,0.9628,,,,,,,,
,,,,White,1.5772,0.8325,-0.0956,-0.1322,0.8675,0.9017,0.9627,,,,,,,,
Adult Income,sex,LearningFairRepresentations,RandomForestClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,XGBClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,RandomForestClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Male,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,sex,LearningFairRepresentations,XGBClassifier,Female,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
