dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3459,0.8591,0.327,0.0646,0.9375,0.6879,0.9392,"[6462, 737, 1023, 1302]",0.8152,0.5967,0.56,0.6385,0.4792,0.56,0.8976
,,,,Asian-Pac-Islander,1.2865,0.9392,-0.0378,-0.0116,0.9876,0.9624,0.9391,,,,,,,,
,,,,Black,0.4688,0.8801,0.0533,0.0547,0.9456,0.9422,0.9391,,,,,,,,
,,,,Other,0.2616,0.8411,0.3105,0.0581,0.944,0.6895,0.939,,,,,,,,
,,,,White,1.6478,0.9108,-0.0405,-0.0462,0.9536,0.9583,0.9391,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2971,0.8003,0.1315,0.1081,0.8917,0.8677,0.9346,"[6433, 766, 1010, 1315]",0.8135,0.5969,0.5656,0.6319,0.4773,0.5656,0.8936
,,,,Male,3.3661,0.8003,-0.1315,-0.1081,0.8917,0.8677,0.9346,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
