dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.3995,0.8721,0.262,0.0634,0.9386,0.7564,0.9399,"[6470, 729, 1036, 1289]",0.8147,0.5936,0.5544,0.6388,0.4763,0.5544,0.8987
,,,,Asian-Pac-Islander,1.3637,0.9238,-0.0538,-0.0276,0.9711,0.946,0.9404,,,,,,,,
,,,,Black,0.4642,0.8803,0.0854,0.0521,0.9483,0.9181,0.9404,,,,,,,,
,,,,Other,0.1985,0.8292,0.3048,0.0719,0.9293,0.6951,0.94,,,,,,,,
,,,,White,1.603,0.9157,-0.0394,-0.0419,0.958,0.9596,0.9405,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2868,0.8016,0.141,0.1047,0.8953,0.8608,0.9353,"[6477, 722, 1017, 1308]",0.8174,0.6007,0.5626,0.6443,0.4849,0.5626,0.8997
,,,,Male,3.4862,0.8016,-0.141,-0.1047,0.8953,0.8608,0.9353,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,1.499,0.784,0.035,-0.2635,0.7281,0.9982,0.9629,"[4369, 2830, 1013, 1312]",0.5965,0.4058,0.5643,0.3168,0.1483,0.5643,0.6069
,,,,Asian-Pac-Islander,1.5131,0.7804,-0.1339,-0.2344,0.7646,0.8614,0.9625,,,,,,,,
,,,,Black,0.8002,0.9114,0.058,0.0643,0.9354,0.9377,0.962,,,,,,,,
,,,,Other,0.7759,0.9024,-0.1862,0.0804,0.9187,0.814,0.9625,,,,,,,,
,,,,White,0.9952,0.9979,0.0393,0.0142,0.9854,0.9625,0.9621,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,0.9048,0.948,-0.0029,0.0389,0.9627,0.933,0.9939,"[5671, 5119, 816, 2681]",0.5846,0.4746,0.7667,0.3437,0.2524,0.7667,0.5256
,,,,Asian-Pac-Islander,1.2249,0.878,-0.1155,-0.1109,0.8891,0.8824,0.9936,,,,,,,,
,,,,Black,0.8005,0.889,0.0686,0.0759,0.9239,0.9304,0.9938,,,,,,,,
,,,,Other,0.7932,0.8869,-0.0334,0.0778,0.919,0.9809,0.9939,,,,,,,,
,,,,White,1.1227,0.9394,0.011,-0.0412,0.9586,0.9896,0.9936,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,1.0785,0.9969,0.0062,-0.001,0.9961,0.9939,0.9828,"[6837, 362, 2311, 14]",0.7193,0.0104,0.006,0.0372,-0.0976,0.006,0.9497
,,,,Asian-Pac-Islander,0.8005,0.9921,-0.0036,0.0078,0.9944,0.9957,0.9827,,,,,,,,
,,,,Black,1.2675,0.9897,-0.0031,-0.0041,0.9957,0.9964,0.9824,,,,,,,,
,,,,Other,1.7913,0.9689,-0.2443,-0.0095,0.9877,0.7556,0.9829,,,,,,,,
,,,,White,0.8254,0.9919,0.0074,0.0031,0.9968,0.9918,0.982,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,2.4725,0.9411,-0.0707,-0.0516,0.9528,0.8949,0.9835,"[10234, 556, 3474, 23]",0.7179,0.0113,0.0066,0.0397,-0.098,0.0066,0.9485
,,,,Asian-Pac-Islander,1.6181,0.9754,-0.0311,-0.0243,0.9751,0.9714,0.9835,,,,,,,,
,,,,Black,1.6667,0.9746,-0.0016,-0.0229,0.9775,0.995,0.9832,,,,,,,,
,,,,Other,2.404,0.9437,0.0066,-0.0587,0.9452,0.9934,0.9835,,,,,,,,
,,,,White,0.5302,0.9681,0.0218,0.0289,0.9707,0.9802,0.9833,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,0.0,0.8024,0.0842,0.2343,0.7656,0.916,0.9388,"[5529, 1670, 2131, 194]",0.6009,0.0926,0.0834,0.1041,-0.1608,0.0834,0.768
,,,,Asian-Pac-Islander,0.8227,0.9651,0.0266,0.0191,0.9814,0.9761,0.9384,,,,,,,,
,,,,Black,1.9498,0.8297,-0.0743,-0.161,0.8385,0.9278,0.9371,,,,,,,,
,,,,Other,1.2252,0.956,0.0837,-0.0219,0.9818,0.9164,0.9386,,,,,,,,
,,,,White,0.6472,0.9011,0.0159,0.0998,0.9,0.9837,0.9374,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,0.9224,0.9926,-0.0453,0.0263,0.9734,0.976,0.9764,"[9542, 1248, 3386, 111]",0.6756,0.0457,0.0317,0.0817,-0.123,0.0317,0.8843
,,,,Asian-Pac-Islander,0.7787,0.9788,-0.0049,0.0273,0.9724,0.9975,0.9763,,,,,,,,
,,,,Black,1.9965,0.9134,-0.0259,-0.0847,0.9155,0.9739,0.9759,,,,,,,,
,,,,Other,0.7587,0.977,0.032,0.0337,0.9706,0.9681,0.9763,,,,,,,,
,,,,White,0.6222,0.9468,0.0137,0.0519,0.948,0.9843,0.9758,,,,,,,,
Adult Income,sex,LearningFairRepresentations,RandomForestClassifier,Female,0.0,0.9943,0.0038,0.0063,0.9936,0.996,0.9969,"[7171, 28, 2317, 8]",0.7538,0.0068,0.0034,0.2222,-0.0031,0.0034,0.9961
,,,,Male,inf,0.9943,-0.0038,-0.0063,0.9936,0.996,0.9969,,,,,,,,
Adult Income,sex,LearningFairRepresentations,XGBClassifier,Female,0.9003,0.9907,0.0156,0.0298,0.9703,0.984,0.9752,"[9573, 1217, 3426, 71]",0.675,0.0297,0.0203,0.0551,-0.1388,0.0203,0.8872
,,,,Male,1.1107,0.9907,-0.0156,-0.0298,0.9703,0.984,0.9752,,,,,,,,
