dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.1476,0.8158,0.3858,0.104,0.896,0.6254,0.9397,"[6458, 741, 1024, 1301]",0.8147,0.5958,0.5596,0.6371,0.478,0.5596,0.8971
,,,,Asian-Pac-Islander,1.269,0.9428,-0.0181,-0.016,0.9831,0.983,0.9397,,,,,,,,
,,,,Black,0.4251,0.8695,0.091,0.0619,0.9381,0.9127,0.9392,,,,,,,,
,,,,Other,0.2613,0.8408,0.3101,0.0586,0.9435,0.6899,0.9393,,,,,,,,
,,,,White,1.7786,0.8998,-0.0683,-0.0547,0.9457,0.9291,0.9396,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2912,0.8036,0.1379,0.1053,0.8947,0.8633,0.9356,"[6464, 735, 1036, 1289]",0.814,0.5928,0.5544,0.6369,0.475,0.5544,0.8979
,,,,Male,3.4337,0.8036,-0.1379,-0.1053,0.8947,0.8633,0.9356,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,4.4947,0.603,-0.4648,-0.4083,0.5937,0.5497,0.9734,"[6786, 413, 1621, 704]",0.7864,0.4091,0.3028,0.6303,0.3277,0.3028,0.9426
,,,,Asian-Pac-Islander,1.1981,0.9769,-0.0348,0.015,0.9871,0.9681,0.973,,,,,,,,
,,,,Black,0.3227,0.915,0.079,0.0462,0.9534,0.9223,0.9729,,,,,,,,
,,,,Other,0.2392,0.9103,0.0528,0.0429,0.9579,0.9471,0.9729,,,,,,,,
,,,,White,1.3196,0.9706,0.0087,-0.0093,0.9906,0.9893,0.9732,,,,,,,,
