dataset,sensitive_attribute,algorithm,model,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,NA,RandomForestClassifier,Amer-Indian-Eskimo,0.295,0.8475,0.3846,0.0662,0.9358,0.6267,0.9397,"[6450, 749, 1027, 1298]",0.8135,0.5938,0.5583,0.6341,0.475,0.5583,0.896
,,,,Asian-Pac-Islander,1.3282,0.9302,-0.0395,-0.0247,0.9739,0.9606,0.9395,,,,,,,,
,,,,Black,0.4242,0.869,0.0988,0.0618,0.9382,0.9041,0.9396,,,,,,,,
,,,,Other,0.1957,0.8262,0.3089,0.0747,0.9265,0.6912,0.9395,,,,,,,,
,,,,White,1.7216,0.9041,-0.0623,-0.0501,0.9495,0.9355,0.9396,,,,,,,,
Adult Income,sex,NA,RandomForestClassifier,Female,0.2917,0.8026,0.138,0.1062,0.8939,0.8633,0.935,"[6458, 741, 1029, 1296]",0.8142,0.5942,0.5574,0.6362,0.4761,0.5574,0.8971
,,,,Male,3.428,0.8026,-0.138,-0.1062,0.8939,0.8633,0.935,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,inf,0.9574,0.0,-0.0513,0.9459,1.0,0.9995,"[7195, 4, 2325, 0]",0.7555,0.0,0.0,0.0,-0.0116,0.0,0.9994
,,,,Asian-Pac-Islander,0.0,0.9996,0.0,0.0005,0.9994,1.0,0.9995,,,,,,,,
,,,,Black,0.0,0.9996,0.0,0.0006,0.9994,1.0,0.9994,,,,,,,,
,,,,Other,0.0,0.9996,0.0,0.0005,0.9994,1.0,0.9995,,,,,,,,
,,,,White,0.0,0.9972,0.0,0.0033,0.9965,1.0,0.9995,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,inf,0.8791,0.0,-0.141,0.8571,1.0,0.999,"[10774, 16, 3497, 0]",0.7541,0.0,0.0,0.0,-0.0191,0.0,0.9985
,,,,Asian-Pac-Islander,0.0,0.9989,0.0,0.0015,0.9985,1.0,0.9987,,,,,,,,
,,,,Black,0.0,0.9988,0.0,0.0016,0.9983,1.0,0.9987,,,,,,,,
,,,,Other,0.0,0.9989,0.0,0.0015,0.9985,1.0,0.9987,,,,,,,,
,,,,White,0.0,0.9922,0.0,0.0093,0.9905,1.0,0.999,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[7199, 0, 2325, 0]",0.7559,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,,1.0,0.0,0.0,1.0,1.0,1.0,"[10790, 0, 3497, 0]",0.7552,0.0,0.0,0.0,0.0,0.0,1.0
,,,,Asian-Pac-Islander,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Black,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,Other,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
,,,,White,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Adult Income,race,LearningFairRepresentations,RandomForestClassifier,Amer-Indian-Eskimo,0.267,0.9709,0.0949,0.009,0.9917,0.9052,0.9814,"[7043, 156, 2106, 219]",0.7625,0.1622,0.0942,0.584,0.1602,0.0942,0.9783
,,,,Asian-Pac-Islander,1.0509,0.998,0.0181,0.0028,0.9982,0.986,0.9813,,,,,,,,
,,,,Black,0.6088,0.984,0.0126,0.0046,0.995,0.9911,0.9812,,,,,,,,
,,,,Other,0.0,0.9603,0.0944,0.0219,0.9781,0.9056,0.9813,,,,,,,,
,,,,White,1.5817,0.9847,-0.0195,-0.0062,0.9938,0.9798,0.9812,,,,,,,,
Adult Income,race,LearningFairRepresentations,XGBClassifier,Amer-Indian-Eskimo,1.2865,0.9951,0.0053,-0.0047,0.9941,0.9948,0.9888,"[10564, 226, 3479, 18]",0.7407,0.0096,0.0051,0.0738,-0.0524,0.0051,0.9791
,,,,Asian-Pac-Islander,0.3908,0.9894,0.0055,0.0119,0.9886,0.9947,0.9889,,,,,,,,
,,,,Black,1.1964,0.9967,-0.0034,0.0002,0.9996,0.9935,0.9888,,,,,,,,
,,,,Other,0.0,0.9828,0.0053,0.0211,0.9789,0.9948,0.9889,,,,,,,,
,,,,White,1.0552,0.9991,-0.0006,-0.0028,0.9969,0.9989,0.9886,,,,,,,,
