Dataset,Protected Attribute,Intervention Attribute,Algorithm,Classifier,Accuracy,Disparate Impact,Discrimination Score,TPRDiff,FPRDiff
COMPAS,race,NA,NA,LogisticRegression,0.9699074074074074,0.9575,-0.6161,-0.0063,-0.0227
COMPAS,sex,NA,NA,LogisticRegression,0.9699074074074074,1.0364,0.509,0.0122,0.0418
COMPAS,race,race,Massaging,LogisticRegression,0.9467592592592593,0.9451,-0.7804,-0.0143,-12.6806
COMPAS,sex,race,Massaging,LogisticRegression,0.9467592592592593,1.0426,0.5778,0.0198,6.9808
COMPAS,race,sex,Massaging,LogisticRegression,0.9699074074074074,0.9575,-0.6161,-0.0063,-0.0227
COMPAS,sex,sex,Massaging,LogisticRegression,0.9699074074074074,1.0364,0.509,0.0122,0.0418
