dataset,attribute,group,algorithm,set,iteration,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Female,0.921,0.9336,0.97,0.8995,0.8995,0.97,0.7967,0.7,0.8026,0.5857
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Male,1.0857,0.9336,1.03,1.1005,0.8995,0.97,0.7967,0.7,0.8026,0.5857
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Female,1.0522,0.9584,1.07,1.0574,0.9426,0.93,0.76,0.75,0.8344,0.65
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Male,0.9504,0.9584,0.93,0.9426,0.9426,0.93,0.76,0.75,0.8344,0.65
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Female,0.8479,0.9074,0.9,0.9952,0.9952,0.9,0.71,0.66,0.7344,0.6524
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Male,1.1793,0.9074,1.1,1.0048,0.9952,0.9,0.71,0.66,0.7344,0.6524
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,0.9738,0.9818,0.93,1.177,0.823,0.93,0.69,0.73,0.8058,0.6833
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,1.0269,0.9818,1.07,0.823,0.823,0.93,0.69,0.73,0.8058,0.6833
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Female,0.8499,0.8803,0.87,0.9665,0.9665,0.87,0.7733,0.72,0.8082,0.6381
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Male,1.1767,0.8803,1.13,1.0335,0.9665,0.87,0.7733,0.72,0.8082,0.6381
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Female,0.8744,0.8981,1.05,0.6938,0.6938,0.95,0.8067,0.8,0.8649,0.7238
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Male,1.1436,0.8981,0.95,1.3062,0.6938,0.95,0.8067,0.8,0.8649,0.7238
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Female,0.9239,0.9416,1.07,0.799,0.799,0.93,0.8233,0.81,0.869,0.75
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Male,1.0823,0.9416,0.93,1.201,0.799,0.93,0.8233,0.81,0.869,0.75
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Female,0.8409,0.8962,1.07,0.6842,0.6842,0.93,0.7633,0.8,0.8485,0.8
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Male,1.1893,0.8962,0.93,1.3158,0.6842,0.93,0.7633,0.8,0.8485,0.8
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Female,1.2556,0.8555,1.14,1.2297,0.7703,0.86,0.5433,0.67,0.7481,0.65
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Male,0.7964,0.8555,0.86,0.7703,0.7703,0.86,0.5433,0.67,0.7481,0.65
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Female,0.9602,0.9705,1.06,0.89,0.89,0.94,0.7333,0.77,0.8392,0.7119
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Male,1.0415,0.9705,0.94,1.11,0.89,0.94,0.7333,0.77,0.8392,0.7119
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Female,0.9348,0.9528,0.95,1.0191,0.9809,0.95,0.7267,0.69,0.7801,0.6262
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Male,1.0697,0.9528,1.05,0.9809,0.9809,0.95,0.7267,0.69,0.7801,0.6262
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Female,0.8347,0.885,1.0,0.7608,0.7608,1.0,0.6433,0.76,0.8235,0.7333
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Male,1.1981,0.885,1.0,1.2392,0.7608,1.0,0.6433,0.76,0.8235,0.7333
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Female,1.0086,0.9921,1.04,0.9761,0.9761,0.96,0.9133,0.73,0.8344,0.569
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Male,0.9915,0.9921,0.96,1.0239,0.9761,0.96,0.9133,0.73,0.8344,0.569
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Female,1.0246,0.9776,0.99,1.1196,0.8804,0.99,0.8767,0.72,0.8272,0.5619
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Male,0.976,0.9776,1.01,0.8804,0.8804,0.99,0.8767,0.72,0.8272,0.5619
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,GaussianNB,Female,1.0717,0.9439,1.11,1.0048,0.9952,0.89,0.78,0.72,0.8133,0.619
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,GaussianNB,Male,0.9331,0.9439,0.89,0.9952,0.9952,0.89,0.78,0.72,0.8133,0.619
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Female,0.9348,0.9528,0.92,1.0574,0.9426,0.92,0.6133,0.65,0.7518,0.5786
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Male,1.0697,0.9528,1.08,0.9426,0.9426,0.92,0.6133,0.65,0.7518,0.5786
