dataset,attribute,group,algorithm,set,iteration,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Female,0.83,0.8546,0.94,0.7847,0.7847,0.94,0.8267,0.81,0.8742,0.7214
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Male,1.2049,0.8546,1.06,1.2153,0.7847,0.94,0.8267,0.81,0.8742,0.7214
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Female,0.9372,0.9481,1.04,0.89,0.89,0.96,0.8267,0.85,0.9007,0.769
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Male,1.067,0.9481,0.96,1.11,0.89,0.96,0.8267,0.85,0.9007,0.769
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Female,0.6232,0.727,0.77,0.7751,0.7751,0.77,0.8333,0.8,0.8507,0.7905
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Male,1.6046,0.727,1.23,1.2249,0.7751,0.77,0.8333,0.8,0.8507,0.7905
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,0.6956,0.7882,0.75,0.9426,0.9426,0.75,0.6067,0.69,0.7669,0.6643
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,1.4377,0.7882,1.25,1.0574,0.9426,0.75,0.6067,0.69,0.7669,0.6643
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Female,0.8677,0.8869,0.99,0.7847,0.7847,0.99,0.8433,0.82,0.8816,0.7286
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Male,1.1525,0.8869,1.01,1.2153,0.7847,0.99,0.8433,0.82,0.8816,0.7286
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Female,0.9431,0.9514,0.99,0.9665,0.9665,0.99,0.8567,0.8,0.8701,0.6952
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Male,1.0603,0.9514,1.01,1.0335,0.9665,0.99,0.8567,0.8,0.8701,0.6952
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Female,0.9431,0.9514,0.97,1.0191,0.9809,0.97,0.8467,0.82,0.8831,0.719
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Male,1.0603,0.9514,1.03,0.9809,0.9809,0.97,0.8467,0.82,0.8831,0.719
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Female,1.0202,0.986,1.1,0.9426,0.9426,0.9,0.7833,0.76,0.8286,0.7143
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Male,0.9802,0.986,0.9,1.0574,0.9426,0.9,0.7833,0.76,0.8286,0.7143
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Female,0.8292,0.8738,0.91,0.89,0.89,0.91,0.6733,0.74,0.8143,0.6905
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Male,1.2059,0.8738,1.09,1.11,0.89,0.91,0.6733,0.74,0.8143,0.6905
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Female,0.7298,0.7611,0.87,0.6411,0.6411,0.87,0.8133,0.81,0.8742,0.7214
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Male,1.3703,0.7611,1.13,1.3589,0.6411,0.87,0.8133,0.81,0.8742,0.7214
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Female,0.7689,0.8158,0.86,0.8517,0.8517,0.86,0.8,0.82,0.875,0.7667
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Male,1.3005,0.8158,1.14,1.1483,0.8517,0.86,0.8,0.82,0.875,0.7667
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Female,0.7979,0.8448,0.8,1.0335,0.9665,0.8,0.71,0.76,0.831,0.7048
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Male,1.2532,0.8448,1.2,0.9665,0.9665,0.8,0.71,0.76,0.831,0.7048
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Female,0.9122,0.9224,1.06,0.7177,0.7177,0.94,0.8633,0.78,0.859,0.6619
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Male,1.0962,0.9224,0.94,1.2823,0.7177,0.94,0.8633,0.78,0.859,0.6619
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Female,0.8838,0.8855,1.0,0.689,0.689,1.0,0.9233,0.75,0.8485,0.5833
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Male,1.1315,0.8855,1.0,1.311,0.689,1.0,0.9233,0.75,0.8485,0.5833
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,GaussianNB,Female,0.9539,0.9626,1.03,0.9282,0.9282,0.97,0.8,0.8,0.8667,0.7143
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,GaussianNB,Male,1.0483,0.9626,0.97,1.0718,0.9282,0.97,0.8,0.8,0.8667,0.7143
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Female,0.9539,0.9673,0.97,1.0191,0.9809,0.97,0.5967,0.68,0.7714,0.619
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Male,1.0483,0.9673,1.03,0.9809,0.9809,0.97,0.5967,0.68,0.7714,0.619
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,Female,0.8975,0.9079,1.0,0.823,0.823,1.0,0.82,0.83,0.8917,0.7167
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,Male,1.1142,0.9079,1.0,1.177,0.823,1.0,0.82,0.83,0.8917,0.7167
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,LogisticRegression,Female,0.9274,0.9369,0.99,0.9139,0.9139,0.99,0.85,0.79,0.8645,0.6786
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,LogisticRegression,Male,1.0783,0.9369,1.01,1.0861,0.9139,0.99,0.85,0.79,0.8645,0.6786
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,SVC,Female,1.0599,0.9453,1.02,1.1722,0.8278,0.98,0.9033,0.75,0.8466,0.5929
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,SVC,Male,0.9435,0.9453,0.98,0.8278,0.8278,0.98,0.9033,0.75,0.8466,0.5929
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,GaussianNB,Female,1.1129,0.9116,1.05,1.2536,0.7464,0.95,0.7967,0.77,0.8477,0.6738
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,GaussianNB,Male,0.8986,0.9116,0.95,0.7464,0.7464,0.95,0.7967,0.77,0.8477,0.6738
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,Female,1.087,0.9458,1.11,0.9665,0.9665,0.89,0.5767,0.6,0.7015,0.5524
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,Male,0.9199,0.9458,0.89,1.0335,0.9665,0.89,0.5767,0.6,0.7015,0.5524
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,RandomForestClassifier,Female,0.8833,0.8934,0.99,0.756,0.756,0.99,0.8667,0.76,0.8481,0.6286
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,RandomForestClassifier,Male,1.1322,0.8934,1.01,1.244,0.756,0.99,0.8667,0.76,0.8481,0.6286
German Credit,Attribute9,Female,Massaging,Validation,1,False,Test,XGBClassifier,Female,0.9762,0.9804,1.1,0.823,0.823,0.9,0.7533,0.78,0.8553,0.681
German Credit,Attribute9,Female,Massaging,Validation,1,False,Test,XGBClassifier,Male,1.0243,0.9804,0.9,1.177,0.823,0.9,0.7533,0.78,0.8553,0.681
German Credit,Attribute9,Female,Massaging,Test,1,False,Test,XGBClassifier,Female,0.8027,0.8256,0.91,0.7177,0.7177,0.91,0.7467,0.75,0.8366,0.6405
German Credit,Attribute9,Female,Massaging,Test,1,False,Test,XGBClassifier,Male,1.2457,0.8256,1.09,1.2823,0.7177,0.91,0.7467,0.75,0.8366,0.6405
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,LogisticRegression,Female,0.9122,0.9224,1.06,0.7177,0.7177,0.94,0.8633,0.78,0.859,0.6619
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,LogisticRegression,Male,1.0962,0.9224,0.94,1.2823,0.7177,0.94,0.8633,0.78,0.859,0.6619
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,SVC,Female,0.8838,0.8855,1.0,0.689,0.689,1.0,0.9233,0.75,0.8485,0.5833
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,SVC,Male,1.1315,0.8855,1.0,1.311,0.689,1.0,0.9233,0.75,0.8485,0.5833
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,GaussianNB,Female,0.9539,0.9626,1.03,0.9282,0.9282,0.97,0.8,0.8,0.8667,0.7143
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,GaussianNB,Male,1.0483,0.9626,0.97,1.0718,0.9282,0.97,0.8,0.8,0.8667,0.7143
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,Female,0.9539,0.9673,0.97,1.0191,0.9809,0.97,0.5967,0.68,0.7714,0.619
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,Male,1.0483,0.9673,1.03,0.9809,0.9809,0.97,0.5967,0.68,0.7714,0.619
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,Female,0.8975,0.9079,1.0,0.823,0.823,1.0,0.82,0.83,0.8917,0.7167
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,Male,1.1142,0.9079,1.0,1.177,0.823,1.0,0.82,0.83,0.8917,0.7167
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,LogisticRegression,Female,0.9274,0.9369,0.99,0.9139,0.9139,0.99,0.85,0.79,0.8645,0.6786
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,LogisticRegression,Male,1.0783,0.9369,1.01,1.0861,0.9139,0.99,0.85,0.79,0.8645,0.6786
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,SVC,Female,1.0599,0.9453,1.02,1.1722,0.8278,0.98,0.9033,0.75,0.8466,0.5929
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,SVC,Male,0.9435,0.9453,0.98,0.8278,0.8278,0.98,0.9033,0.75,0.8466,0.5929
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,GaussianNB,Female,1.1129,0.9116,1.05,1.2536,0.7464,0.95,0.7967,0.77,0.8477,0.6738
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,GaussianNB,Male,0.8986,0.9116,0.95,0.7464,0.7464,0.95,0.7967,0.77,0.8477,0.6738
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,Female,1.087,0.9458,1.11,0.9665,0.9665,0.89,0.5767,0.6,0.7015,0.5524
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,Male,0.9199,0.9458,0.89,1.0335,0.9665,0.89,0.5767,0.6,0.7015,0.5524
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,RandomForestClassifier,Female,0.8833,0.8934,0.99,0.756,0.756,0.99,0.8667,0.76,0.8481,0.6286
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,RandomForestClassifier,Male,1.1322,0.8934,1.01,1.244,0.756,0.99,0.8667,0.76,0.8481,0.6286
German Credit,Attribute9,Female,Massaging,Validation,2,False,Test,XGBClassifier,Female,0.9762,0.9804,1.1,0.823,0.823,0.9,0.7533,0.78,0.8553,0.681
German Credit,Attribute9,Female,Massaging,Validation,2,False,Test,XGBClassifier,Male,1.0243,0.9804,0.9,1.177,0.823,0.9,0.7533,0.78,0.8553,0.681
German Credit,Attribute9,Female,Massaging,Test,2,False,Test,XGBClassifier,Female,0.8027,0.8256,0.91,0.7177,0.7177,0.91,0.7467,0.75,0.8366,0.6405
German Credit,Attribute9,Female,Massaging,Test,2,False,Test,XGBClassifier,Male,1.2457,0.8256,1.09,1.2823,0.7177,0.91,0.7467,0.75,0.8366,0.6405
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,LogisticRegression,Female,0.83,0.8546,0.94,0.7847,0.7847,0.94,0.8267,0.81,0.8742,0.7214
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,LogisticRegression,Male,1.2049,0.8546,1.06,1.2153,0.7847,0.94,0.8267,0.81,0.8742,0.7214
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,SVC,Female,0.9372,0.9481,1.04,0.89,0.89,0.96,0.8267,0.85,0.9007,0.769
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,SVC,Male,1.067,0.9481,0.96,1.11,0.89,0.96,0.8267,0.85,0.9007,0.769
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,GaussianNB,Female,0.6232,0.727,0.77,0.7751,0.7751,0.77,0.8333,0.8,0.8507,0.7905
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,GaussianNB,Male,1.6046,0.727,1.23,1.2249,0.7751,0.77,0.8333,0.8,0.8507,0.7905
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Female,0.6956,0.7882,0.75,0.9426,0.9426,0.75,0.6067,0.69,0.7669,0.6643
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Male,1.4377,0.7882,1.25,1.0574,0.9426,0.75,0.6067,0.69,0.7669,0.6643
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,Female,0.8677,0.8869,0.99,0.7847,0.7847,0.99,0.8433,0.82,0.8816,0.7286
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,Male,1.1525,0.8869,1.01,1.2153,0.7847,0.99,0.8433,0.82,0.8816,0.7286
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,LogisticRegression,Female,0.9431,0.9514,0.99,0.9665,0.9665,0.99,0.8567,0.8,0.8701,0.6952
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,LogisticRegression,Male,1.0603,0.9514,1.01,1.0335,0.9665,0.99,0.8567,0.8,0.8701,0.6952
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,SVC,Female,0.9431,0.9514,0.97,1.0191,0.9809,0.97,0.8467,0.82,0.8831,0.719
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,SVC,Male,1.0603,0.9514,1.03,0.9809,0.9809,0.97,0.8467,0.82,0.8831,0.719
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,GaussianNB,Female,1.0202,0.986,1.1,0.9426,0.9426,0.9,0.7833,0.76,0.8286,0.7143
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,GaussianNB,Male,0.9802,0.986,0.9,1.0574,0.9426,0.9,0.7833,0.76,0.8286,0.7143
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,Female,0.8292,0.8738,0.91,0.89,0.89,0.91,0.6733,0.74,0.8143,0.6905
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,Male,1.2059,0.8738,1.09,1.11,0.89,0.91,0.6733,0.74,0.8143,0.6905
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,RandomForestClassifier,Female,0.7298,0.7611,0.87,0.6411,0.6411,0.87,0.8133,0.81,0.8742,0.7214
