dataset,attribute,group,algorithm,set,iteration,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Female,0.83,0.8546,0.93,0.7703,0.7703,0.93,0.87,0.75,0.8344,0.65
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Male,1.2049,0.8546,1.07,1.2297,0.7703,0.93,0.87,0.75,0.8344,0.65
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Female,0.921,0.9336,0.91,1.0574,0.9426,0.91,0.84,0.76,0.8421,0.6571
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Male,1.0857,0.9336,1.09,0.9426,0.9426,0.91,0.84,0.76,0.8421,0.6571
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Female,0.5806,0.7204,0.74,0.7608,0.7608,0.74,0.6867,0.68,0.75,0.6762
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Male,1.7222,0.7204,1.26,1.2392,0.7608,0.74,0.6867,0.68,0.75,0.6762
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,0.9308,0.9448,0.87,1.1483,0.8517,0.87,0.7533,0.7,0.7973,0.6048
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,1.0744,0.9448,1.13,0.8517,0.8517,0.87,0.7533,0.7,0.7973,0.6048
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Female,0.9054,0.9191,0.91,1.0048,0.9952,0.91,0.8267,0.75,0.8366,0.6405
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Male,1.1045,0.9191,1.09,0.9952,0.9952,0.91,0.8267,0.75,0.8366,0.6405
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Female,0.83,0.8546,0.93,0.7703,0.7703,0.93,0.8267,0.75,0.8344,0.65
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Male,1.2049,0.8546,1.07,1.2297,0.7703,0.93,0.8267,0.75,0.8344,0.65
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Female,0.8591,0.8836,0.93,0.8756,0.8756,0.93,0.8,0.77,0.8456,0.6833
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Male,1.164,0.8836,1.07,1.1244,0.8756,0.93,0.8,0.77,0.8456,0.6833
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Female,0.7258,0.8172,0.87,0.8134,0.8134,0.87,0.7567,0.73,0.7939,0.7214
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Male,1.3778,0.8172,1.13,1.1866,0.8134,0.87,0.7567,0.73,0.7939,0.7214
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Female,1.0079,0.9939,1.06,0.9665,0.9665,0.94,0.75,0.73,0.8163,0.6452
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Male,0.9921,0.9939,0.94,1.0335,0.9665,0.94,0.75,0.73,0.8163,0.6452
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Female,0.8677,0.8869,1.03,0.6794,0.6794,0.97,0.78,0.78,0.8553,0.681
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Male,1.1525,0.8869,0.97,1.3206,0.6794,0.97,0.78,0.78,0.8553,0.681
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Female,0.9142,0.9303,0.95,0.9665,0.9665,0.95,0.79,0.75,0.8322,0.6595
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Male,1.0939,0.9303,1.05,1.0335,0.9665,0.95,0.79,0.75,0.8322,0.6595
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Female,0.781,0.8191,0.92,0.6794,0.6794,0.92,0.7033,0.73,0.8163,0.6452
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Male,1.2804,0.8191,1.08,1.3206,0.6794,0.92,0.7033,0.73,0.8163,0.6452
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Female,0.9487,0.9547,0.96,0.9904,0.9904,0.96,0.9,0.73,0.828,0.5976
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Male,1.0541,0.9547,1.04,1.0096,0.9904,0.96,0.9,0.73,0.828,0.5976
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Female,0.9892,0.9902,0.99,1.0287,0.9713,0.99,0.9,0.73,0.8323,0.5786
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Male,1.0109,0.9902,1.01,0.9713,0.9713,0.99,0.9,0.73,0.8323,0.5786
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,GaussianNB,Female,0.921,0.9336,0.9,1.0431,0.9569,0.9,0.7933,0.7,0.8026,0.5857
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,GaussianNB,Male,1.0857,0.9336,1.1,0.9569,0.9569,0.9,0.7933,0.7,0.8026,0.5857
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Female,0.881,0.9173,0.92,0.9809,0.9809,0.92,0.57,0.69,0.7737,0.6452
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Male,1.135,0.9173,1.08,1.0191,0.9809,0.92,0.57,0.69,0.7737,0.6452
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,Female,0.9594,0.9659,0.98,1.0048,0.9952,0.98,0.77,0.75,0.8366,0.6405
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,Male,1.0423,0.9659,1.02,0.9952,0.9952,0.98,0.77,0.75,0.8366,0.6405
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,LogisticRegression,Female,0.8616,0.8756,0.91,0.8469,0.8469,0.91,0.8333,0.72,0.8205,0.5905
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,LogisticRegression,Male,1.1606,0.8756,1.09,1.1531,0.8469,0.91,0.8333,0.72,0.8205,0.5905
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,SVC,Female,0.9487,0.9547,1.01,0.8995,0.8995,0.99,0.83,0.75,0.8408,0.6214
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,SVC,Male,1.0541,0.9547,0.99,1.1005,0.8995,0.99,0.83,0.75,0.8408,0.6214
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,GaussianNB,Female,0.9308,0.9448,0.95,1.0191,0.9809,0.95,0.75,0.76,0.8378,0.6762
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,GaussianNB,Male,1.0744,0.9448,1.05,0.9809,0.9809,0.95,0.75,0.76,0.8378,0.6762
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,Female,0.8819,0.9093,1.05,0.6794,0.6794,0.95,0.6833,0.7,0.7917,0.6238
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,Male,1.1339,0.9093,0.95,1.3206,0.6794,0.95,0.6833,0.7,0.7917,0.6238
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,RandomForestClassifier,Female,0.8677,0.8869,1.02,0.6651,0.6651,0.98,0.8067,0.72,0.8158,0.6095
German Credit,Attribute9,Female,Massaging,Test,1,False,Surrogate,RandomForestClassifier,Male,1.1525,0.8869,0.98,1.3349,0.6651,0.98,0.8067,0.72,0.8158,0.6095
German Credit,Attribute9,Female,Massaging,Validation,1,False,Test,XGBClassifier,Female,0.8826,0.9014,0.9,0.9522,0.9522,0.9,0.72,0.71,0.8079,0.6024
German Credit,Attribute9,Female,Massaging,Validation,1,False,Test,XGBClassifier,Male,1.133,0.9014,1.1,1.0478,0.9522,0.9,0.72,0.71,0.8079,0.6024
German Credit,Attribute9,Female,Massaging,Test,1,False,Test,XGBClassifier,Female,0.7689,0.8158,1.01,0.4976,0.4976,0.99,0.6833,0.74,0.8194,0.6714
German Credit,Attribute9,Female,Massaging,Test,1,False,Test,XGBClassifier,Male,1.3005,0.8158,0.99,1.5024,0.4976,0.99,0.6833,0.74,0.8194,0.6714
German Credit,Attribute9,Female,Massaging,Validation,2,False,Surrogate,LogisticRegression,Female,0.9487,0.9547,0.96,0.9904,0.9904,0.96,0.9,0.73,0.828,0.5976
