dataset,attribute,group,algorithm,set,iteration,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Female,1.0717,0.9439,1.11,1.0048,0.9952,0.89,0.8767,0.72,0.8133,0.619
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Male,0.9331,0.9439,0.89,0.9952,0.9952,0.89,0.8767,0.72,0.8133,0.619
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Female,1.0522,0.9584,1.07,1.0574,0.9426,0.93,0.8567,0.75,0.8344,0.65
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Male,0.9504,0.9584,0.93,0.9426,0.9426,0.93,0.8567,0.75,0.8344,0.65
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Female,0.9372,0.9654,0.92,1.1531,0.8469,0.92,0.77,0.68,0.7419,0.6952
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Male,1.067,0.9654,1.08,0.8469,0.8469,0.92,0.77,0.68,0.7419,0.6952
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,1.0273,0.9794,1.03,1.0574,0.9426,0.97,0.7167,0.7,0.7945,0.6143
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,0.9734,0.9794,0.97,0.9426,0.9426,0.97,0.7167,0.7,0.7945,0.6143
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Female,1.0334,0.9729,1.02,1.0957,0.9043,0.98,0.8,0.72,0.8158,0.6095
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Male,0.9677,0.9729,0.98,0.9043,0.9043,0.98,0.8,0.72,0.8158,0.6095
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Female,1.0701,0.9472,1.11,1.0191,0.9809,0.89,0.8033,0.75,0.8299,0.669
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Male,0.9345,0.9472,0.89,0.9809,0.9809,0.89,0.8033,0.75,0.8299,0.669
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Female,1.0911,0.9327,1.07,1.177,0.823,0.93,0.83,0.8,0.863,0.7333
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Male,0.9165,0.9327,0.93,0.823,0.823,0.93,0.83,0.8,0.863,0.7333
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Female,1.1685,0.9023,1.08,1.244,0.756,0.92,0.82,0.73,0.7939,0.7214
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Male,0.8558,0.9023,0.92,0.756,0.756,0.92,0.82,0.73,0.7939,0.7214
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Female,0.8282,0.8929,0.86,1.0478,0.9522,0.86,0.5533,0.69,0.7597,0.6833
