dataset,attribute,group,algorithm,set,iteration,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Female,0.82,0.8513,0.9,0.823,0.823,0.9,0.83,0.74,0.8243,0.6524
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Male,1.2195,0.8513,1.1,1.177,0.823,0.9,0.83,0.74,0.8243,0.6524
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Female,0.8981,0.9158,0.95,0.9139,0.9139,0.95,0.8367,0.74,0.8267,0.6429
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Male,1.1134,0.9158,1.05,1.0861,0.9139,0.95,0.8367,0.74,0.8267,0.6429
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Female,0.9194,0.9462,0.88,1.1914,0.8086,0.88,0.8167,0.75,0.8148,0.7262
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Male,1.0877,0.9462,1.12,0.8086,0.8086,0.88,0.8167,0.75,0.8148,0.7262
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,1.0645,0.957,0.98,1.201,0.799,0.98,0.68,0.62,0.7246,0.5571
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,0.9394,0.957,1.02,0.799,0.799,0.98,0.68,0.62,0.7246,0.5571
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Female,0.8903,0.9126,0.96,0.8612,0.8612,0.96,0.8133,0.69,0.7891,0.5976
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Male,1.1232,0.9126,1.04,1.1388,0.8612,0.96,0.8133,0.69,0.7891,0.5976
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Female,0.7832,0.8303,1.01,0.5502,0.5502,0.99,0.77,0.75,0.8252,0.6881
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Male,1.2769,0.8303,0.99,1.4498,0.5502,0.99,0.77,0.75,0.8252,0.6881
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Female,0.8244,0.8626,1.06,0.5502,0.5502,0.94,0.7767,0.76,0.8333,0.6952
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Male,1.213,0.8626,0.94,1.4498,0.5502,0.94,0.7767,0.76,0.8333,0.6952
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Female,1.2083,0.8943,1.21,1.0239,0.9761,0.79,0.74,0.74,0.7903,0.7667
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Male,0.8276,0.8943,0.79,0.9761,0.9761,0.79,0.74,0.74,0.7903,0.7667
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Female,0.8226,0.8817,0.98,0.7464,0.7464,0.98,0.6767,0.67,0.7519,0.6405
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Male,1.2157,0.8817,1.02,1.2536,0.7464,0.98,0.6767,0.67,0.7519,0.6405
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Female,1.0202,0.986,1.11,0.9569,0.9569,0.89,0.7367,0.82,0.8714,0.7857
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Male,0.9802,0.986,0.89,1.0431,0.9569,0.89,0.7367,0.82,0.8714,0.7857
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Female,0.8094,0.8481,0.88,0.8086,0.8086,0.88,0.7433,0.65,0.7586,0.5595
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Male,1.2355,0.8481,1.12,1.1914,0.8086,0.88,0.7433,0.65,0.7586,0.5595
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Female,0.9892,0.993,1.1,0.9187,0.9187,0.9,0.7033,0.81,0.8593,0.7976
