dataset,attribute,class,algorithm,set,num_iterations,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Female,0.8257,0.8434,0.99,0.6268,0.6268,0.99,0.8867,0.79,0.8645,0.6786
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Male,1.2111,0.8434,1.01,1.3732,0.6268,0.99,0.8867,0.79,0.8645,0.6786
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Female,1.0016,0.9986,1.06,0.9522,0.9522,0.94,0.8933,0.77,0.8535,0.6452
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Male,0.9984,0.9986,0.94,1.0478,0.9522,0.94,0.8933,0.77,0.8535,0.6452
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Female,0.8903,0.9205,1.0,0.8373,0.8373,1.0,0.8033,0.72,0.8,0.6667
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Male,1.1232,0.9205,1.0,1.1627,0.8373,1.0,0.8033,0.72,0.8,0.6667
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,0.8903,0.9126,1.01,0.7703,0.7703,0.99,0.7467,0.71,0.8027,0.6214
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,1.1232,0.9126,0.99,1.2297,0.7703,0.99,0.7467,0.71,0.8027,0.6214
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Female,0.9122,0.9224,1.04,0.7703,0.7703,0.96,0.8633,0.8,0.8718,0.6857
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Male,1.0962,0.9224,0.96,1.2297,0.7703,0.96,0.8633,0.8,0.8718,0.6857
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Female,0.9602,0.9705,1.06,0.89,0.89,0.94,0.85,0.77,0.8392,0.7119
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Male,1.0415,0.9705,0.94,1.11,0.89,0.94,0.85,0.77,0.8392,0.7119
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Female,0.9539,0.9626,1.0,0.9665,0.9665,1.0,0.9067,0.76,0.84,0.6667
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Male,1.0483,0.9626,1.0,1.0335,0.9665,1.0,0.9067,0.76,0.84,0.6667
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Female,1.0645,0.957,1.12,0.9952,0.9952,0.88,0.8467,0.76,0.8261,0.7238
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Male,0.9394,0.957,0.88,1.0048,0.9952,0.88,0.8467,0.76,0.8261,0.7238
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Female,0.8244,0.8626,0.91,0.823,0.823,0.91,0.6767,0.7,0.7917,0.6238
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Male,1.213,0.8626,1.09,1.177,0.823,0.91,0.6767,0.7,0.7917,0.6238
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Female,0.9845,0.9883,1.02,1.0335,0.9665,0.98,0.8567,0.79,0.8552,0.7262
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Male,1.0158,0.9883,0.98,0.9665,0.9665,0.98,0.8567,0.79,0.8552,0.7262
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Female,0.9845,0.9883,1.09,0.89,0.89,0.91,0.7533,0.79,0.8552,0.7262
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Male,1.0158,0.9883,0.91,1.11,0.89,0.91,0.7533,0.79,0.8552,0.7262
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Female,0.8458,0.8883,0.96,0.8517,0.8517,0.96,0.81,0.77,0.8345,0.731
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Male,1.1823,0.8883,1.04,1.1483,0.8517,0.96,0.81,0.77,0.8345,0.731
