dataset,attribute,group,algorithm,set,iteration,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Female,0.6320374700000002,0.4579567300000001,0.23940000000000014,1.1606934600000003,1.1606934600000003,0.23940000000000008,0.7855420200000001,0.7692592592592592,0.8447481481481481,0.6828074074074075
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Male,1.0736269000000005,0.4579567300000001,0.23940000000000006,1.1606934600000003,1.1606934600000003,0.23940000000000008,0.7855420200000001,0.7692592592592592,0.8447481481481481,0.6828074074074075
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Female,0.20048699,0.14445064999999993,0.1372000000000001,0.78017124,0.78017124,0.13719999999999993,0.78431691,0.7762962962962964,0.850851851851852,0.6853555555555554
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Male,0.30320489999999994,0.14445064999999993,0.13719999999999996,0.78017124,0.78017124,0.13719999999999993,0.78431691,0.7762962962962964,0.850851851851852,0.6853555555555554
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Female,1.0398300600000001,0.47964273,0.44400000000000006,0.5779173700000001,0.57791737,0.44400000000000006,1.5009989099999999,0.7351851851851853,0.7987111111111111,0.7201962962962964
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Male,2.03239588,0.47964273,0.44399999999999995,0.5779173700000002,0.57791737,0.44400000000000006,1.5009989099999999,0.7351851851851853,0.7987111111111111,0.7201962962962964
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,0.8257698,0.43168999999999996,0.4913000000000001,1.04786532,1.0478653199999999,0.4913000000000002,3.1524437999999995,0.6888888888888888,0.7751666666666666,0.6359777777777778
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,1.4013370799999996,0.43168999999999996,0.49129999999999996,1.04786532,1.0478653199999999,0.4913000000000002,3.1524437999999995,0.6888888888888888,0.7751666666666666,0.6359777777777778
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Female,0.37035764000000004,0.25580922,0.1755000000000001,0.66420202,0.66420202,0.17550000000000007,1.14154002,0.7718518518518519,0.8467740740740742,0.6842999999999998
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Male,0.5272570700000001,0.25580922,0.17550000000000002,0.6642020200000002,0.66420202,0.17550000000000007,1.14154002,0.7718518518518519,0.8467740740740742,0.6842999999999998
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Female,0.6695276700000001,0.4486064900000001,0.24940000000000007,1.64987284,1.64987284,0.24939999999999998,0.9280735799999998,0.7503703703703702,0.8308962962962965,0.6661407407407409
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Male,1.1899656000000003,0.4486064900000001,0.24940000000000007,1.6498728400000002,1.64987284,0.24939999999999998,0.9280735799999998,0.7503703703703702,0.8308962962962965,0.6661407407407409
