dataset,attribute,group,algorithm,set,iteration,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Female,0.83,0.8546,1.03,0.5885,0.5885,0.97,0.8233,0.79,0.8609,0.6976
German Credit,Attribute9,,,Validation,0,False,Surrogate,LogisticRegression,Male,1.2049,0.8546,0.97,1.4115,0.5885,0.97,0.8233,0.79,0.8609,0.6976
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Female,0.9892,0.9916,1.07,0.9282,0.9282,0.93,0.8567,0.78,0.8514,0.7
German Credit,Attribute9,,,Validation,0,False,Surrogate,SVC,Male,1.0109,0.9916,0.93,1.0718,0.9282,0.93,0.8567,0.78,0.8514,0.7
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Female,0.8458,0.8883,0.94,0.9043,0.9043,0.94,0.8467,0.79,0.8489,0.7548
German Credit,Attribute9,,,Validation,0,False,Surrogate,GaussianNB,Male,1.1823,0.8883,1.06,1.0957,0.9043,0.94,0.8467,0.79,0.8489,0.7548
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,0.7742,0.8495,0.82,0.9952,0.9952,0.82,0.6267,0.7,0.7727,0.681
German Credit,Attribute9,,,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,1.2917,0.8495,1.18,1.0048,0.9952,0.82,0.6267,0.7,0.7727,0.681
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Female,1.0117,0.9906,1.07,0.9665,0.9665,0.93,0.8533,0.76,0.84,0.6667
German Credit,Attribute9,,,Validation,0,False,Surrogate,RandomForestClassifier,Male,0.9884,0.9906,0.93,1.0335,0.9665,0.93,0.8533,0.76,0.84,0.6667
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Female,0.7949,0.8336,0.95,0.6938,0.6938,0.95,0.79,0.78,0.8493,0.7095
German Credit,Attribute9,,,Test,0,False,Surrogate,LogisticRegression,Male,1.258,0.8336,1.05,1.3062,0.6938,0.95,0.79,0.78,0.8493,0.7095
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Female,0.9659,0.9738,1.04,0.9282,0.9282,0.96,0.8,0.76,0.8356,0.6857
German Credit,Attribute9,,,Test,0,False,Surrogate,SVC,Male,1.0353,0.9738,0.96,1.0718,0.9282,0.96,0.8,0.76,0.8356,0.6857
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Female,0.9611,0.9752,1.11,0.8134,0.8134,0.89,0.78,0.75,0.812,0.7357
German Credit,Attribute9,,,Test,0,False,Surrogate,GaussianNB,Male,1.0404,0.9752,0.89,1.1866,0.8134,0.89,0.78,0.75,0.812,0.7357
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Female,0.9835,0.9897,1.07,0.89,0.89,0.93,0.6,0.66,0.7424,0.6333
German Credit,Attribute9,,,Test,0,False,Surrogate,DecisionTreeClassifier,Male,1.0168,0.9897,0.93,1.11,0.89,0.93,0.6,0.66,0.7424,0.6333
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Female,0.9602,0.9705,1.03,0.9282,0.9282,0.97,0.7533,0.73,0.8112,0.6643
German Credit,Attribute9,,,Test,0,False,Surrogate,RandomForestClassifier,Male,1.0415,0.9705,0.97,1.0718,0.9282,0.97,0.7533,0.73,0.8112,0.6643
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Female,1.0239,0.9827,1.05,1.0191,0.9809,0.95,0.7633,0.71,0.7972,0.6405
German Credit,Attribute9,,,Validation,0,False,Test,XGBClassifier,Male,0.9767,0.9827,0.95,0.9809,0.9809,0.95,0.7633,0.71,0.7972,0.6405
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Female,0.8903,0.9205,0.98,0.89,0.89,0.98,0.6433,0.74,0.8143,0.6905
German Credit,Attribute9,,,Test,0,False,Test,XGBClassifier,Male,1.1232,0.9205,1.02,1.11,0.89,0.98,0.6433,0.74,0.8143,0.6905
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Female,0.9645,0.9691,1.01,0.9522,0.9522,0.99,0.8433,0.76,0.8462,0.6381
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Male,1.0368,0.9691,0.99,1.0478,0.9522,0.99,0.8433,0.76,0.8462,0.6381
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Female,0.9762,0.9804,1.05,0.9139,0.9139,0.95,0.84,0.76,0.8421,0.6571
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Male,1.0243,0.9804,0.95,1.0861,0.9139,0.95,0.84,0.76,0.8421,0.6571
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,GaussianNB,Female,0.9594,0.9659,1.03,0.9139,0.9139,0.97,0.8433,0.77,0.8497,0.6643
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,GaussianNB,Male,1.0423,0.9659,0.97,1.0861,0.9139,0.97,0.8433,0.77,0.8497,0.6643
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Female,0.9835,0.9897,0.91,1.2297,0.7703,0.91,0.58,0.68,0.7576,0.6571
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Male,1.0168,0.9897,1.09,0.7703,0.7703,0.91,0.58,0.68,0.7576,0.6571
