dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_0.0_c_predictions_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_0.0_c_predictions_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0175,0.0274,0.0273,0.8117,0.8114,0.8377,0.0010,0.0000,0.0000,0.0005,0.0010
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0023,0.0029,0.0362,0.0356,0.0385,0.0133,0.0132,0.0453,0.0453,0.0585,0.0059,0.0059,0.0386,0.0395,0.0453,0.0016,0.0020,0.0172,0.0166,0.0185,0.0285,0.0273,0.8112,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,SVC,0.0023,0.0029,0.0362,0.0356,0.0385,0.0133,0.0132,0.0453,0.0453,0.0585,0.0059,0.0059,0.0386,0.0395,0.0453,0.0016,0.0020,0.0172,0.0166,0.0185,0.0285,0.0273,0.8112,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0023,0.0029,0.0362,0.0356,0.0249,0.0133,0.0132,0.0453,0.0453,0.0117,0.0059,0.0059,0.0386,0.0395,0.0127,0.0016,0.0020,0.0172,0.0166,0.0039,0.0285,0.0273,0.8112,0.8118,0.0785,0.0137,0.0468,0.0327,0.0146,0.7606
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0023,0.0029,0.0362,0.0356,0.0356,0.0133,0.0132,0.0453,0.0453,0.0478,0.0059,0.0059,0.0386,0.0395,0.0414,0.0016,0.0020,0.0172,0.0166,0.0166,0.0285,0.0273,0.8112,0.8118,0.8045,0.0029,0.0107,0.0039,0.0020,0.0346
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0023,0.0029,0.0362,0.0356,0.0361,0.0133,0.0132,0.0453,0.0453,0.0531,0.0059,0.0059,0.0386,0.0395,0.0439,0.0016,0.0020,0.0172,0.0166,0.0180,0.0285,0.0273,0.8112,0.8118,0.8318,0.0024,0.0054,0.0015,0.0005,0.0073
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0023,0.0029,0.0362,0.0361,0.0390,0.0133,0.0132,0.0453,0.0458,0.0590,0.0059,0.0054,0.0386,0.0400,0.0453,0.0016,0.0015,0.0172,0.0166,0.0180,0.0285,0.0273,0.8112,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,SVC,0.0023,0.0029,0.0362,0.0361,0.0390,0.0133,0.0132,0.0453,0.0458,0.0590,0.0059,0.0054,0.0386,0.0400,0.0453,0.0016,0.0015,0.0172,0.0166,0.0180,0.0285,0.0273,0.8112,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0023,0.0029,0.0362,0.0361,0.0268,0.0133,0.0132,0.0453,0.0458,0.0112,0.0059,0.0054,0.0386,0.0400,0.0151,0.0016,0.0015,0.0172,0.0166,0.0049,0.0285,0.0273,0.8112,0.8114,0.0804,0.0122,0.0478,0.0302,0.0132,0.7583
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0023,0.0029,0.0362,0.0361,0.0370,0.0133,0.0132,0.0453,0.0458,0.0492,0.0059,0.0054,0.0386,0.0400,0.0385,0.0016,0.0015,0.0172,0.0166,0.0166,0.0285,0.0273,0.8112,0.8114,0.8046,0.0019,0.0097,0.0068,0.0015,0.0341
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0023,0.0029,0.0362,0.0361,0.0370,0.0133,0.0132,0.0453,0.0458,0.0531,0.0059,0.0054,0.0386,0.0400,0.0424,0.0016,0.0015,0.0172,0.0166,0.0180,0.0285,0.0273,0.8112,0.8114,0.8275,0.0019,0.0058,0.0029,0.0000,0.0112
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Target,XGBClassifier,0.0023,0.0029,0.0362,0.0356,0.0380,0.0133,0.0132,0.0453,0.0453,0.0512,0.0059,0.0059,0.0386,0.0395,0.0424,0.0016,0.0020,0.0172,0.0166,0.0180,0.0285,0.0273,0.8112,0.8118,0.8250,0.0005,0.0073,0.0029,0.0005,0.0141
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Target,XGBClassifier,0.0023,0.0029,0.0362,0.0361,0.0380,0.0133,0.0132,0.0453,0.0458,0.0551,0.0059,0.0054,0.0386,0.0400,0.0429,0.0016,0.0015,0.0172,0.0166,0.0171,0.0285,0.0273,0.8112,0.8114,0.8212,0.0010,0.0039,0.0024,0.0010,0.0175
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0022,0.0029,0.0369,0.0356,0.0385,0.0135,0.0132,0.0442,0.0453,0.0585,0.0059,0.0059,0.0396,0.0395,0.0453,0.0015,0.0020,0.0174,0.0166,0.0185,0.0284,0.0273,0.8104,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,SVC,0.0022,0.0029,0.0369,0.0356,0.0385,0.0135,0.0132,0.0442,0.0453,0.0585,0.0059,0.0059,0.0396,0.0395,0.0453,0.0015,0.0020,0.0174,0.0166,0.0185,0.0284,0.0273,0.8104,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0022,0.0029,0.0369,0.0356,0.0249,0.0135,0.0132,0.0442,0.0453,0.0132,0.0059,0.0059,0.0396,0.0395,0.0137,0.0015,0.0020,0.0174,0.0166,0.0059,0.0284,0.0273,0.8104,0.8118,0.2750,0.0137,0.0453,0.0317,0.0127,0.5641
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0022,0.0029,0.0369,0.0356,0.0351,0.0135,0.0132,0.0442,0.0453,0.0458,0.0059,0.0059,0.0396,0.0395,0.0424,0.0015,0.0020,0.0174,0.0166,0.0161,0.0284,0.0273,0.8104,0.8118,0.8035,0.0034,0.0127,0.0029,0.0024,0.0356
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0022,0.0029,0.0369,0.0356,0.0371,0.0135,0.0132,0.0442,0.0453,0.0512,0.0059,0.0059,0.0396,0.0395,0.0434,0.0015,0.0020,0.0174,0.0166,0.0180,0.0284,0.0273,0.8104,0.8118,0.8303,0.0015,0.0073,0.0020,0.0005,0.0088
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0022,0.0029,0.0369,0.0361,0.0390,0.0135,0.0132,0.0442,0.0458,0.0590,0.0059,0.0054,0.0396,0.0400,0.0453,0.0015,0.0015,0.0174,0.0166,0.0180,0.0284,0.0273,0.8104,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,SVC,0.0022,0.0029,0.0369,0.0361,0.0390,0.0135,0.0132,0.0442,0.0458,0.0590,0.0059,0.0054,0.0396,0.0400,0.0453,0.0015,0.0015,0.0174,0.0166,0.0180,0.0284,0.0273,0.8104,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0022,0.0029,0.0369,0.0361,0.0268,0.0135,0.0132,0.0442,0.0458,0.0117,0.0059,0.0054,0.0396,0.0400,0.0166,0.0015,0.0015,0.0174,0.0166,0.0068,0.0284,0.0273,0.8104,0.8114,0.2671,0.0122,0.0473,0.0288,0.0112,0.5716
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0022,0.0029,0.0369,0.0361,0.0370,0.0135,0.0132,0.0442,0.0458,0.0473,0.0059,0.0054,0.0396,0.0400,0.0400,0.0015,0.0015,0.0174,0.0166,0.0156,0.0284,0.0273,0.8104,0.8114,0.7958,0.0019,0.0117,0.0054,0.0024,0.0429
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0022,0.0029,0.0369,0.0361,0.0370,0.0135,0.0132,0.0442,0.0458,0.0526,0.0059,0.0054,0.0396,0.0400,0.0419,0.0015,0.0015,0.0174,0.0166,0.0180,0.0284,0.0273,0.8104,0.8114,0.8250,0.0019,0.0063,0.0034,0.0000,0.0136
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Target,XGBClassifier,0.0022,0.0029,0.0369,0.0356,0.0375,0.0135,0.0132,0.0442,0.0453,0.0527,0.0059,0.0059,0.0396,0.0395,0.0429,0.0015,0.0020,0.0174,0.0166,0.0180,0.0284,0.0273,0.8104,0.8118,0.8225,0.0010,0.0059,0.0024,0.0005,0.0166
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Target,XGBClassifier,0.0022,0.0029,0.0369,0.0361,0.0380,0.0135,0.0132,0.0442,0.0458,0.0560,0.0059,0.0054,0.0396,0.0400,0.0424,0.0015,0.0015,0.0174,0.0166,0.0171,0.0284,0.0273,0.8104,0.8114,0.8216,0.0010,0.0029,0.0029,0.0010,0.0171
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0035,0.0029,0.0355,0.0356,0.0385,0.0082,0.0132,0.0508,0.0453,0.0585,0.0066,0.0059,0.0402,0.0395,0.0453,0.0019,0.0020,0.0164,0.0166,0.0185,0.0321,0.0273,0.8050,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,SVC,0.0035,0.0029,0.0355,0.0356,0.0385,0.0082,0.0132,0.0508,0.0453,0.0585,0.0066,0.0059,0.0402,0.0395,0.0453,0.0019,0.0020,0.0164,0.0166,0.0185,0.0321,0.0273,0.8050,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0035,0.0029,0.0355,0.0356,0.0268,0.0082,0.0132,0.0508,0.0453,0.0068,0.0066,0.0059,0.0402,0.0395,0.0024,0.0019,0.0020,0.0164,0.0166,0.0000,0.0321,0.0273,0.8050,0.8118,0.0000,0.0117,0.0517,0.0429,0.0185,0.8391
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0035,0.0029,0.0355,0.0356,0.0351,0.0082,0.0132,0.0508,0.0453,0.0497,0.0066,0.0059,0.0402,0.0395,0.0414,0.0019,0.0020,0.0164,0.0166,0.0166,0.0321,0.0273,0.8050,0.8118,0.7986,0.0034,0.0088,0.0039,0.0020,0.0405
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0035,0.0029,0.0355,0.0356,0.0361,0.0082,0.0132,0.0508,0.0453,0.0527,0.0066,0.0059,0.0402,0.0395,0.0429,0.0019,0.0020,0.0164,0.0166,0.0176,0.0321,0.0273,0.8050,0.8118,0.8225,0.0024,0.0059,0.0024,0.0010,0.0166
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0035,0.0029,0.0355,0.0361,0.0390,0.0082,0.0132,0.0508,0.0458,0.0590,0.0066,0.0054,0.0402,0.0400,0.0453,0.0019,0.0015,0.0164,0.0166,0.0180,0.0321,0.0273,0.8050,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,SVC,0.0035,0.0029,0.0355,0.0361,0.0390,0.0082,0.0132,0.0508,0.0458,0.0590,0.0066,0.0054,0.0402,0.0400,0.0453,0.0019,0.0015,0.0164,0.0166,0.0180,0.0321,0.0273,0.8050,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0035,0.0029,0.0355,0.0361,0.0273,0.0082,0.0132,0.0508,0.0458,0.0063,0.0066,0.0054,0.0402,0.0400,0.0015,0.0019,0.0015,0.0164,0.0166,0.0000,0.0321,0.0273,0.8050,0.8114,0.0000,0.0117,0.0526,0.0439,0.0180,0.8387
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0035,0.0029,0.0355,0.0361,0.0365,0.0082,0.0132,0.0508,0.0458,0.0497,0.0066,0.0054,0.0402,0.0400,0.0390,0.0019,0.0015,0.0164,0.0166,0.0161,0.0321,0.0273,0.8050,0.8114,0.7992,0.0024,0.0093,0.0063,0.0019,0.0395
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0035,0.0029,0.0355,0.0361,0.0365,0.0082,0.0132,0.0508,0.0458,0.0546,0.0066,0.0054,0.0402,0.0400,0.0434,0.0019,0.0015,0.0164,0.0166,0.0171,0.0321,0.0273,0.8050,0.8114,0.8226,0.0024,0.0044,0.0019,0.0010,0.0161
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Target,XGBClassifier,0.0035,0.0029,0.0355,0.0356,0.0385,0.0082,0.0132,0.0508,0.0453,0.0546,0.0066,0.0059,0.0402,0.0395,0.0449,0.0019,0.0020,0.0164,0.0166,0.0171,0.0321,0.0273,0.8050,0.8118,0.8289,0.0000,0.0039,0.0005,0.0015,0.0102
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Target,XGBClassifier,0.0035,0.0029,0.0355,0.0361,0.0390,0.0082,0.0132,0.0508,0.0458,0.0570,0.0066,0.0054,0.0402,0.0400,0.0429,0.0019,0.0015,0.0164,0.0166,0.0171,0.0321,0.0273,0.8050,0.8114,0.8270,0.0000,0.0019,0.0024,0.0010,0.0117
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0038,0.0029,0.0354,0.0356,0.0385,0.0058,0.0132,0.0529,0.0453,0.0585,0.0066,0.0059,0.0406,0.0395,0.0453,0.0020,0.0020,0.0167,0.0166,0.0185,0.0345,0.0273,0.8018,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,SVC,0.0038,0.0029,0.0354,0.0356,0.0385,0.0058,0.0132,0.0529,0.0453,0.0585,0.0066,0.0059,0.0406,0.0395,0.0453,0.0020,0.0020,0.0167,0.0166,0.0185,0.0345,0.0273,0.8018,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0038,0.0029,0.0354,0.0356,0.0263,0.0058,0.0132,0.0529,0.0453,0.0073,0.0066,0.0059,0.0406,0.0395,0.0059,0.0020,0.0020,0.0167,0.0166,0.0000,0.0345,0.0273,0.8018,0.8118,0.0000,0.0122,0.0512,0.0395,0.0185,0.8391
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0038,0.0029,0.0354,0.0356,0.0356,0.0058,0.0132,0.0529,0.0453,0.0502,0.0066,0.0059,0.0406,0.0395,0.0424,0.0020,0.0020,0.0167,0.0166,0.0166,0.0345,0.0273,0.8018,0.8118,0.7850,0.0029,0.0083,0.0029,0.0020,0.0541
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0038,0.0029,0.0354,0.0356,0.0361,0.0058,0.0132,0.0529,0.0453,0.0536,0.0066,0.0059,0.0406,0.0395,0.0429,0.0020,0.0020,0.0167,0.0166,0.0176,0.0345,0.0273,0.8018,0.8118,0.8264,0.0024,0.0049,0.0024,0.0010,0.0127
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0038,0.0029,0.0354,0.0361,0.0390,0.0058,0.0132,0.0529,0.0458,0.0590,0.0066,0.0054,0.0406,0.0400,0.0453,0.0020,0.0015,0.0167,0.0166,0.0180,0.0345,0.0273,0.8018,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,SVC,0.0038,0.0029,0.0354,0.0361,0.0390,0.0058,0.0132,0.0529,0.0458,0.0590,0.0066,0.0054,0.0406,0.0400,0.0453,0.0020,0.0015,0.0167,0.0166,0.0180,0.0345,0.0273,0.8018,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0038,0.0029,0.0354,0.0361,0.0268,0.0058,0.0132,0.0529,0.0458,0.0078,0.0066,0.0054,0.0406,0.0400,0.0054,0.0020,0.0015,0.0167,0.0166,0.0000,0.0345,0.0273,0.8018,0.8114,0.0000,0.0122,0.0512,0.0400,0.0180,0.8387
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0038,0.0029,0.0354,0.0361,0.0370,0.0058,0.0132,0.0529,0.0458,0.0521,0.0066,0.0054,0.0406,0.0400,0.0400,0.0020,0.0015,0.0167,0.0166,0.0146,0.0345,0.0273,0.8018,0.8114,0.7963,0.0019,0.0068,0.0054,0.0034,0.0424
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0038,0.0029,0.0354,0.0361,0.0370,0.0058,0.0132,0.0529,0.0458,0.0546,0.0066,0.0054,0.0406,0.0400,0.0424,0.0020,0.0015,0.0167,0.0166,0.0166,0.0345,0.0273,0.8018,0.8114,0.8280,0.0019,0.0044,0.0029,0.0015,0.0107
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Target,XGBClassifier,0.0038,0.0029,0.0354,0.0356,0.0385,0.0058,0.0132,0.0529,0.0453,0.0561,0.0066,0.0059,0.0406,0.0395,0.0434,0.0020,0.0020,0.0167,0.0166,0.0180,0.0345,0.0273,0.8018,0.8118,0.8313,0.0000,0.0024,0.0020,0.0005,0.0078
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Target,XGBClassifier,0.0038,0.0029,0.0354,0.0361,0.0390,0.0058,0.0132,0.0529,0.0458,0.0570,0.0066,0.0054,0.0406,0.0400,0.0434,0.0020,0.0015,0.0167,0.0166,0.0175,0.0345,0.0273,0.8018,0.8114,0.8294,0.0000,0.0019,0.0019,0.0005,0.0093
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0028,0.0029,0.0349,0.0356,0.0385,0.0135,0.0132,0.0442,0.0453,0.0585,0.0045,0.0059,0.0408,0.0395,0.0453,0.0019,0.0020,0.0156,0.0166,0.0185,0.0275,0.0273,0.8143,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,SVC,0.0028,0.0029,0.0349,0.0356,0.0385,0.0135,0.0132,0.0442,0.0453,0.0585,0.0045,0.0059,0.0408,0.0395,0.0453,0.0019,0.0020,0.0156,0.0166,0.0185,0.0275,0.0273,0.8143,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0028,0.0029,0.0349,0.0356,0.0263,0.0135,0.0132,0.0442,0.0453,0.0073,0.0045,0.0059,0.0408,0.0395,0.0034,0.0019,0.0020,0.0156,0.0166,0.0000,0.0275,0.0273,0.8143,0.8118,0.0000,0.0122,0.0512,0.0419,0.0185,0.8391
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0028,0.0029,0.0349,0.0356,0.0351,0.0135,0.0132,0.0442,0.0453,0.0497,0.0045,0.0059,0.0408,0.0395,0.0400,0.0019,0.0020,0.0156,0.0166,0.0171,0.0275,0.0273,0.8143,0.8118,0.7816,0.0034,0.0088,0.0054,0.0015,0.0575
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0028,0.0029,0.0349,0.0356,0.0366,0.0135,0.0132,0.0442,0.0453,0.0531,0.0045,0.0059,0.0408,0.0395,0.0429,0.0019,0.0020,0.0156,0.0166,0.0176,0.0275,0.0273,0.8143,0.8118,0.8225,0.0020,0.0054,0.0024,0.0010,0.0166
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0028,0.0029,0.0349,0.0361,0.0390,0.0135,0.0132,0.0442,0.0458,0.0590,0.0045,0.0054,0.0408,0.0400,0.0453,0.0019,0.0015,0.0156,0.0166,0.0180,0.0275,0.0273,0.8143,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,SVC,0.0028,0.0029,0.0349,0.0361,0.0390,0.0135,0.0132,0.0442,0.0458,0.0590,0.0045,0.0054,0.0408,0.0400,0.0453,0.0019,0.0015,0.0156,0.0166,0.0180,0.0275,0.0273,0.8143,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0028,0.0029,0.0349,0.0361,0.0273,0.0135,0.0132,0.0442,0.0458,0.0073,0.0045,0.0054,0.0408,0.0400,0.0049,0.0019,0.0015,0.0156,0.0166,0.0000,0.0275,0.0273,0.8143,0.8114,0.0000,0.0117,0.0517,0.0404,0.0180,0.8387
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0028,0.0029,0.0349,0.0361,0.0380,0.0135,0.0132,0.0442,0.0458,0.0541,0.0045,0.0054,0.0408,0.0400,0.0404,0.0019,0.0015,0.0156,0.0166,0.0151,0.0275,0.0273,0.8143,0.8114,0.7861,0.0010,0.0049,0.0049,0.0029,0.0526
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0028,0.0029,0.0349,0.0361,0.0380,0.0135,0.0132,0.0442,0.0458,0.0570,0.0045,0.0054,0.0408,0.0400,0.0434,0.0019,0.0015,0.0156,0.0166,0.0171,0.0275,0.0273,0.8143,0.8114,0.8212,0.0010,0.0019,0.0019,0.0010,0.0175
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Target,XGBClassifier,0.0028,0.0029,0.0349,0.0356,0.0385,0.0135,0.0132,0.0442,0.0453,0.0546,0.0045,0.0059,0.0408,0.0395,0.0439,0.0019,0.0020,0.0156,0.0166,0.0176,0.0275,0.0273,0.8143,0.8118,0.8147,0.0000,0.0039,0.0015,0.0010,0.0244
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Target,XGBClassifier,0.0028,0.0029,0.0349,0.0361,0.0390,0.0135,0.0132,0.0442,0.0458,0.0580,0.0045,0.0054,0.0408,0.0400,0.0439,0.0019,0.0015,0.0156,0.0166,0.0166,0.0275,0.0273,0.8143,0.8114,0.8173,0.0000,0.0010,0.0015,0.0015,0.0214
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0028,0.0029,0.0346,0.0356,0.0385,0.0137,0.0132,0.0452,0.0453,0.0585,0.0035,0.0059,0.0418,0.0395,0.0453,0.0019,0.0020,0.0159,0.0166,0.0185,0.0277,0.0273,0.8128,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,SVC,0.0028,0.0029,0.0346,0.0356,0.0385,0.0137,0.0132,0.0452,0.0453,0.0585,0.0035,0.0059,0.0418,0.0395,0.0453,0.0019,0.0020,0.0159,0.0166,0.0185,0.0277,0.0273,0.8128,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0028,0.0029,0.0346,0.0356,0.0263,0.0137,0.0132,0.0452,0.0453,0.0083,0.0035,0.0059,0.0418,0.0395,0.0068,0.0019,0.0020,0.0159,0.0166,0.0000,0.0277,0.0273,0.8128,0.8118,0.0000,0.0122,0.0502,0.0385,0.0185,0.8391
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0028,0.0029,0.0346,0.0356,0.0366,0.0137,0.0132,0.0452,0.0453,0.0492,0.0035,0.0059,0.0418,0.0395,0.0410,0.0019,0.0020,0.0159,0.0166,0.0171,0.0277,0.0273,0.8128,0.8118,0.7855,0.0020,0.0093,0.0044,0.0015,0.0536
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0028,0.0029,0.0346,0.0356,0.0375,0.0137,0.0132,0.0452,0.0453,0.0531,0.0035,0.0059,0.0418,0.0395,0.0419,0.0019,0.0020,0.0159,0.0166,0.0176,0.0277,0.0273,0.8128,0.8118,0.8225,0.0010,0.0054,0.0034,0.0010,0.0166
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0028,0.0029,0.0346,0.0361,0.0390,0.0137,0.0132,0.0452,0.0458,0.0590,0.0035,0.0054,0.0418,0.0400,0.0453,0.0019,0.0015,0.0159,0.0166,0.0180,0.0277,0.0273,0.8128,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,SVC,0.0028,0.0029,0.0346,0.0361,0.0390,0.0137,0.0132,0.0452,0.0458,0.0590,0.0035,0.0054,0.0418,0.0400,0.0453,0.0019,0.0015,0.0159,0.0166,0.0180,0.0277,0.0273,0.8128,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
