dataset,attribute,class,algorithm,set,num_iterations,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,LogisticRegression,Female,0.8257,0.8434,0.9900,0.6268,0.6268,0.9900,0.8867,0.7900,0.8645,0.6786
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,LogisticRegression,Male,1.2111,0.8434,1.0100,1.3732,0.6268,0.9900,0.8867,0.7900,0.8645,0.6786
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,SVC,Female,1.0016,0.9986,1.0600,0.9522,0.9522,0.9400,0.8933,0.7700,0.8535,0.6452
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,SVC,Male,0.9984,0.9986,0.9400,1.0478,0.9522,0.9400,0.8933,0.7700,0.8535,0.6452
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,GaussianNB,Female,0.8903,0.9205,1.0000,0.8373,0.8373,1.0000,0.8033,0.7200,0.8000,0.6667
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,GaussianNB,Male,1.1232,0.9205,1.0000,1.1627,0.8373,1.0000,0.8033,0.7200,0.8000,0.6667
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,0.8903,0.9126,1.0100,0.7703,0.7703,0.9900,0.7467,0.7100,0.8027,0.6214
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,1.1232,0.9126,0.9900,1.2297,0.7703,0.9900,0.7467,0.7100,0.8027,0.6214
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,RandomForestClassifier,Female,0.9122,0.9224,1.0400,0.7703,0.7703,0.9600,0.8633,0.8000,0.8718,0.6857
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,RandomForestClassifier,Male,1.0962,0.9224,0.9600,1.2297,0.7703,0.9600,0.8633,0.8000,0.8718,0.6857
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,LogisticRegression,Female,0.9602,0.9705,1.0600,0.8900,0.8900,0.9400,0.8500,0.7700,0.8392,0.7119
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,LogisticRegression,Male,1.0415,0.9705,0.9400,1.1100,0.8900,0.9400,0.8500,0.7700,0.8392,0.7119
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,SVC,Female,0.9539,0.9626,1.0000,0.9665,0.9665,1.0000,0.9067,0.7600,0.8400,0.6667
