genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 1, 4, 3, 2]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[0, 1, 4, 3, 2]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 4, 3, 0]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 4, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 4, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 4, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 4, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 4, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 4, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 4, 3, 4]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 4, 3, 4]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 4, 3, 4]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 4, 3, 4]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 1, 3, 4]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 1, 3, 4]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 4, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[2, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[2, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 2, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 1, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
"[1, 1, 1, 3, 1]",-1,3.5437,0.1117,0.1017,0.062,0.061,0.0905,0.0
