genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 4, 0, 1, 3]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[2, 4, 0, 1, 3]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[2, 4, 4, 4, 3]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[2, 4, 4, 4, 3]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 2]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 2]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 2]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 2]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 2]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 4, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 1, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 1, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 1, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 1, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 1, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 1, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
"[1, 4, 4, 1, 1]",-1,1.0052,0.0271,0.1131,0.0094,0.0093,0.106,0.0
