genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 0, 1, 4, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 0, 1, 4, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 0, 1, 4, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 4, 1, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 4, 1, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 4, 1, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 4, 1, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 4, 1, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[3, 3, 3, 1, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 3, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 3, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 3, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 3, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 2, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 3, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
"[2, 3, 3, 3, 3]",-1,1.0896,0.0302,0.115,0.0097,0.0095,0.1073,0.0
