genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 3, 2, 4, 1]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[0, 3, 2, 4, 1]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[0, 2, 4, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[0, 2, 1, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[1, 2, 0, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[1, 2, 0, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 0, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 0, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 1, 3, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 1, 3, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 1, 3, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 1, 3, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 1, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 1, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 1, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 2, 2, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 2, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 2, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 2, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
"[2, 2, 2, 1, 2]",-1,1.4407,0.0463,0.1526,0.0155,0.0155,0.1436,0.0
