genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 2, 3, 0, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 3, 0, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 3, 0, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 3, 0, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 3, 0, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 3, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 3, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 3, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
"[1, 2, 1, 1, 4]",-1,0.4903,0.0205,0.1575,0.0203,0.0199,0.1483,0.0
