genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 3, 0, 1, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[2, 3, 0, 1, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[2, 3, 0, 1, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[2, 1, 0, 3, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[2, 1, 0, 3, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[4, 1, 4, 3, 0]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 0]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 0]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 0]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[4, 1, 4, 4, 0]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 4]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[4, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[4, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[4, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[4, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[4, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
"[3, 1, 4, 4, 3]",-1,0.5162,0.0228,0.1652,0.0233,0.0228,0.156,0.0
