genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 3, 0, 4, 1]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 0, 4, 1]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 0, 4, 1]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 3, 4, 0]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[2, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
"[3, 2, 3, 2, 3]",-1,1.4692,0.0487,0.154,0.0141,0.014,0.1443,0.0
