genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[2, 4, 0, 1, 3]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 4, 0, 1, 3]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 4, 1, 1, 0]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 4, 1, 1, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 1, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 1, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 1, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 1, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 1, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 1, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 1, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 1, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
"[2, 2, 1, 2, 1]",-1,1.1844,0.0327,0.1161,0.0103,0.0101,0.1082,0.0
