genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[3, 2, 4, 0, 1]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 2, 4, 0, 1]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 2, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 2, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 2, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 2, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 2, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 2, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 2, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 2, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 2, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 2, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 2, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 2, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 2, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
"[3, 4, 4, 0, 2]",-1,1.5863,0.048,0.1439,0.0152,0.015,0.135,0.0
