genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[1, 2, 4, 0, 3]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[2, 3, 1, 1, 3]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[2, 0, 3, 1, 3]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[2, 0, 3, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[2, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
"[1, 0, 0, 1, 0]",-1,1.1086,0.0326,0.1217,0.0094,0.0093,0.1135,0.0
