genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[0, 2, 1, 3, 4]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[0, 4, 2, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[1, 4, 2, 3, 0]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[1, 4, 2, 3, 0]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[1, 4, 2, 3, 0]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 4, 1, 3, 0]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 4, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 4, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 4, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
"[2, 2, 1, 3, 1]",-1,0.5063,0.0219,0.1551,0.0254,0.0251,0.1461,0.0
